dTLB-loads,time,branch-load-misses,L1-dcache-load-misses,cpu-used,p
4860997515,1.074,30355409,165913739,2.36,4.49
5126224557,1.006,29105890,162111454,2.489,4.49
4607162738,0.954,28459568,160214528,2.447,4.49
4952830881,0.896,31482293,165177825,2.579,4.49
4443820070,0.88,31427205,163415068,2.589,4.49
4650756112,0.826,30305441,165750124,2.553,4.49
4778247196,0.83,31246309,168112176,2.634,4.49
4591179001,0.802,27825704,161023210,2.697,4.49
4649799330,0.783,31595714,157961659,2.793,4.49
4505016096,0.759,30457417,149663091,2.758,4.49
1889981608,2.131,34391993,71555763,1.038,0.95
2124074671,1.673,38457769,71468864,1.237,0.95
1931585213,1.575,34080606,77615693,1.185,0.95
2515349773,1.558,34079474,81028218,1.377,0.95
2048808273,1.553,35514465,76861403,1.23,0.95
2219235485,1.546,36579164,79407384,1.281,0.95
2003114251,1.48,33181195,79137151,1.218,0.95
2027288678,1.474,41319196,71055844,1.27,0.95
1944827348,1.659,49414359,75241892,1.22,0.95
2191831499,1.663,47139288,74802894,1.284,0.95
2310498824,1.468,40029102,74553105,1.389,0.95
2437502438,1.445,36228632,78106816,1.397,0.95
2078874281,1.47,36546743,72629665,1.316,0.95
1953011304,1.425,32654496,78315105,1.247,0.95
2004101998,1.458,34724289,77262827,1.249,0.95
2153695283,1.45,35553557,83014733,1.309,0.95
3119778429,4.983,60585495,134388611,1.017,2.53
3288918050,4.324,66157254,142382208,1.229,2.53
3226099953,4.224,82738097,134554663,1.259,2.53
3080873036,3.61,56986673,131213459,1.331,2.53
3050381042,3.789,54926911,133751769,1.337,2.53
3331972109,3.45,57341768,131020468,1.402,2.53
3549911453,3.762,54304435,132698347,1.442,2.53
2985477095,3.678,53037230,132986210,1.363,2.53
3090829881,3.369,58704571,129378237,1.433,2.53
2980901998,3.501,69398721,135192822,1.391,2.53
3237262901,3.624,57384572,140694822,1.388,2.53
3057144774,3.614,54976105,137271327,1.385,2.53
3233263048,3.266,57014459,136588249,1.441,2.53
3191819510,3.353,62112579,135191484,1.462,2.53
3426213026,3.275,55828397,138916167,1.487,2.53
3554924402,3.471,60513189,134267152,1.474,2.53
5764862074,12.513,100214309,262349759,1.024,5.87
5371014777,9.601,98625181,259331918,1.229,5.87
5588351980,8.817,109760172,242874016,1.381,5.87
5219808225,8.243,97880803,249101754,1.436,5.87
5226057286,8.343,96680414,253430120,1.44,5.87
5494653939,7.671,97021389,248506092,1.499,5.87
5366621846,7.693,108075028,253605587,1.488,5.87
5595121907,7.528,106542442,253130021,1.548,5.87
5577780520,7.598,117893700,252454769,1.525,5.87
5366154237,7.349,98647087,256319587,1.539,5.87
5513953800,7.386,101653059,258751854,1.545,5.87
5200044250,7.385,110401750,249206753,1.531,5.87
5778297363,7.183,98194819,251199921,1.617,5.87
5533261268,7.342,112258508,253764323,1.571,5.87
5690304910,7.167,101279015,255170679,1.608,5.87
5372834450,7.213,106950608,249125075,1.585,5.87
2136223415,0.914,28538657,59704785,1.031,0.67
2074429623,0.571,28234369,58830229,1.215,0.67
2165436787,0.425,29097547,56889404,1.297,0.67
2194580072,0.432,27196088,60513194,1.393,0.67
2301817169,0.598,28449678,61125396,1.328,0.67
2193522889,0.409,30286874,59268107,1.488,0.67
2388922393,0.414,29831800,61459643,1.597,0.67
2458240072,0.408,29971192,65396101,1.633,0.67
2494317091,0.451,30735169,65685121,1.614,0.67
2576079599,0.504,30798510,61799199,1.705,0.67
2491539284,0.391,28088279,69787807,1.739,0.67
2887414837,0.464,28749553,69447578,1.93,0.67
2300843167,0.465,32799647,61790463,1.58,0.67
2536774492,0.46,30197977,66893652,1.69,0.67
2469465681,0.4,32670937,63667016,1.828,0.67
2407390391,0.442,28930803,72530378,1.751,0.67
4427418235,2.627,47393344,117924671,1.041,1.95
4300280005,1.62,51797179,111718278,1.321,1.95
3909916412,1.054,46066356,94553159,1.369,1.95
4381192366,1.004,48998899,94011184,1.563,1.95
4497015217,1.495,52386844,116800045,1.497,1.95
4408827175,1.084,55006750,116374077,1.704,1.95
4534882261,0.865,51472031,100099056,1.773,1.95
4114896563,0.845,52142950,92083519,1.685,1.95
4133458805,1.125,56459290,94786910,1.493,1.95
4721264711,1.014,54839001,104625001,1.878,1.95
4123654308,0.855,54381333,107001363,1.808,1.95
4321121215,0.879,56687436,112238984,1.921,1.95
5478383006,1.445,58586540,135072479,2.178,1.95
5575653537,1.259,56359366,139096969,2.354,1.95
5009545905,0.967,51911441,117002876,2.177,1.95
5179446752,0.926,56697382,118223249,2.365,1.95
18810661313,16.004,289731945,435632520,1.025,11.67
17664888283,7.984,285268171,362313073,1.51,11.67
17741952053,5.782,284727721,355608300,1.87,11.67
17767383876,5.05,296559323,383266521,2.032,11.67
18813344284,8.434,291574239,411593284,1.654,11.67
17544981459,5.128,294799342,358113463,2.1,11.67
18030405999,4.197,295495205,373825800,2.368,11.67
17962308934,4.085,298819034,401544992,2.476,11.67
19109102838,6.245,299869151,429134285,2.183,11.67
19913291496,4.839,306430212,441136551,2.734,11.67
19666976037,4.106,299136883,412946885,2.863,11.67
19453386826,4.21,313896131,445568581,2.938,11.67
22253092383,6.429,314431645,525012407,2.852,11.67
22935712212,5.613,332026655,538496662,3.305,11.67
19239033859,4.115,315243933,490858989,3.2,11.67
20821510651,4.58,316910935,478708967,3.299,11.67
2037438660,0.524,31379600,51189087,1.146,0.46
1750288966,0.308,27438337,51375237,1.269,0.46
1697061036,0.26,30741659,41677624,1.287,0.46
1793620305,0.23,32606248,46331260,1.382,0.46
1713894871,0.21,33198018,42616804,1.335,0.46
1624415755,0.2,30479188,48444202,1.325,0.46
1734294037,0.189,32062579,46989680,1.351,0.46
1709231026,0.176,26783807,49645753,1.34,0.46
1851045968,0.225,34819942,44514521,1.445,0.46
1655522076,0.177,30604997,45837013,1.358,0.46
2125666002,0.194,29293277,50391272,1.575,0.46
1770001298,0.204,27948362,51897551,1.364,0.46
1789273242,0.19,30893191,47668055,1.393,0.46
2203227199,0.188,29110970,54628090,1.611,0.46
1873258674,0.183,27001062,42930880,1.474,0.46
1737211061,0.196,30362374,48437280,1.351,0.46
3782018261,1.499,60348542,93510827,1.363,1.3
3525849436,0.808,64248267,82700132,1.648,1.3
3817439234,0.636,64061094,88268459,1.846,1.3
3641040028,0.501,62531667,88806913,1.915,1.3
3351474641,0.422,62641125,90213076,1.902,1.3
3451821853,0.444,63601918,84065396,1.931,1.3
3770139189,0.416,59841118,92792378,2.066,1.3
3410822231,0.406,63090539,91687897,1.961,1.3
3492417093,0.424,57151803,93318793,1.944,1.3
3752120836,0.416,63594271,91452151,2.054,1.3
3901483883,0.447,60535681,96505783,2.108,1.3
3444790833,0.464,66502535,89678452,1.922,1.3
3620493935,0.487,57340859,97596123,1.927,1.3
3626009785,0.398,58702431,96027008,2.024,1.3
3450854786,0.465,58237436,91423346,1.862,1.3
3790570070,0.39,59780357,94201662,2.106,1.3
12242241633,6.02,201970197,290386409,1.796,5.39
12216190426,3.038,202465526,293936008,2.612,5.39
12219488278,2.314,206196410,302796861,3.179,5.39
12284625368,1.863,206492339,303929596,3.533,5.39
12010642792,1.487,201890893,305846541,3.671,5.39
11884932476,1.359,203666797,304347572,3.907,5.39
12092757150,1.251,202988254,302556349,4.105,5.39
12103262531,1.343,200211638,305512023,3.845,5.39
11753610669,1.358,208042668,298654160,4.017,5.39
12105367932,1.406,204760485,296537935,3.861,5.39
11793622693,1.259,211974688,300580263,3.868,5.39
12073888123,1.31,211548606,299263491,4.068,5.39
11825377887,1.257,203606895,303784109,4.092,5.39
11829158807,1.232,207383298,295557460,3.776,5.39
11783229138,1.346,207399607,306373768,3.988,5.39
11855548938,1.272,209202845,287918271,4.148,5.39
1769694502,0.599,22988136,37701066,1.142,0.46
1903079919,0.407,24107083,37885782,1.312,0.46
1886495962,0.303,28639343,32704585,1.474,0.46
2253039595,0.282,28812176,41864014,1.623,0.46
1974957192,0.3,31376539,40405440,1.601,0.46
2739704165,1.398,40514011,49548310,1.187,1.05
2360780567,0.897,43814704,52135592,1.284,1.05
2596572003,0.616,46723579,50970539,1.546,1.05
2885290111,0.54,44916693,55880713,1.878,1.05
2816122769,0.511,45970812,61054966,1.948,1.05
5113099677,3.998,93610078,59181257,0.994,3.04
5626154347,2.695,100766893,69655974,1.51,3.04
5312838124,1.757,102928007,67343993,1.813,3.04
5786640368,1.4,102450309,68486401,2.325,3.04
6031338200,1.395,108797134,77665118,2.92,3.04
2311526380,0.822,39692798,39740113,1.127,0.73
2406190602,0.519,36973240,45339300,1.337,0.73
2425839665,0.42,39388611,43826608,1.453,0.73
2306096649,0.443,39774200,48454497,1.394,0.73
2158611101,0.334,37279707,40024938,1.368,0.73
2187792046,0.328,39794663,43632166,1.341,0.73
2210197921,0.318,39847326,49692085,1.38,0.73
2393865059,0.378,45253165,46520291,1.502,0.73
2340732045,0.295,42197822,50040151,1.426,0.73
2471227081,0.29,33530043,44556084,1.6,0.73
2166861530,0.304,38233183,45445440,1.407,0.73
2545208216,0.386,42682492,60500978,1.582,0.73
2195653369,0.305,28318569,48109771,1.502,0.73
2148552812,0.369,42739406,44238807,1.465,0.73
2242669133,0.304,36408954,43026412,1.513,0.73
2361050838,0.307,36910807,57854661,1.513,0.73
5606182769,3.106,95236974,64197638,0.988,2.74
5543403342,1.784,97266678,67180903,1.442,2.74
5425909328,1.536,110672701,69495514,1.635,2.74
5405369531,1.09,98760300,71364371,1.759,2.74
5884198893,1.121,121245909,63928062,1.828,2.74
5424533510,0.909,91375231,65590521,1.886,2.74
5565074417,1.052,107575373,73619210,1.9,2.74
5702910783,0.875,103848380,71968867,1.972,2.74
6285480999,0.866,93626741,73233987,2.249,2.74
5618680258,0.861,101585938,75750852,1.979,2.74
5613312254,1.003,105133017,78363485,1.949,2.74
5650053940,1.016,113982517,81850365,1.991,2.74
5681502107,1.012,106670597,76911851,1.983,2.74
5866613922,0.852,99756277,70163863,2.067,2.74
5852677013,0.837,98733567,66263437,2.023,2.74
5578724707,1.006,102664111,68273663,2.003,2.74
18661483262,10.94,283469459,119290996,0.991,10.24
18781747912,5.998,291166398,133027516,1.695,10.24
18530711813,4.558,288619371,139474745,2.17,10.24
19023042808,3.338,285882055,134336251,2.512,10.24
18258001976,2.845,283436408,136056486,2.755,10.24
18888197145,2.49,279432659,148435776,3.036,10.24
19035222820,2.514,283653985,149471937,3.05,10.24
18867521195,2.311,281745061,150398350,3.113,10.24
18239368563,2.616,307581727,134613290,2.933,10.24
18804876150,2.389,286985961,150563510,3.191,10.24
19078744378,2.624,311984319,144016245,3.082,10.24
18786820196,2.564,316692617,152180830,3.028,10.24
18578562048,2.275,288142988,145909271,3.187,10.24
18814487374,2.552,320323394,145418277,3.032,10.24
18451416180,2.534,314973152,141094813,3.1,10.24
19152218546,2.542,318611309,152492984,3.148,10.24
1629094458,0.396,14691558,52767587,1.183,0.36
1630958742,0.244,15307023,41457221,1.346,0.36
1822360697,0.256,14958809,47395177,1.527,0.36
2403614700,0.41,17029042,51402286,1.859,0.36
3318105789,0.697,20174765,54267252,2.148,0.36
5142056142,0.987,15528468,58200116,2.846,0.36
4462630789,0.736,15988062,58930817,2.899,0.36
6372296859,1.054,16210771,62005897,3.58,0.36
4551047249,0.601,16527057,58972517,3.235,0.36
7607885714,1.093,19976888,68050044,4.369,0.36
10555177525,1.419,21775993,73415274,5.326,0.36
11650323560,1.49,20588416,79082295,5.842,0.36
12331403574,1.37,24480968,71608982,6.176,0.36
17238603033,1.959,22916459,88728785,7.544,0.36
8217870961,1.106,23906235,87057159,6.31,0.36
12294790196,1.476,23638137,94889429,7.648,0.36
3004333867,1.891,17416896,67716027,1.067,1.77
3025111683,0.981,15871278,71804013,1.466,1.77
3207963683,0.798,17241420,82933837,1.798,1.77
3573684876,0.691,18623557,88695781,2.093,1.77
5020921224,1.046,19709745,80250562,2.515,1.77
5541261935,0.999,18061608,75911643,2.865,1.77
7132732500,1.224,19514064,83862153,3.499,1.77
5498737952,0.855,20957412,85948185,3.351,1.77
5579198579,0.815,20335585,95705470,3.682,1.77
11899637119,1.646,20060672,100043937,5.26,1.77
15298038480,2.023,21452339,99127981,6.141,1.77
9960838969,1.218,24689721,99519395,5.424,1.77
8253003055,1.021,24202920,98391020,5.245,1.77
9757770891,1.315,27210351,109274558,6.451,1.77
10516481717,1.197,28218136,103801015,6.482,1.77
13049415587,1.614,27654620,121411300,7.875,1.77
10617727510,9.803,18388267,124840147,1.042,9.36
10606716175,5.109,21204692,130055537,1.804,9.36
11163245679,3.9,21984444,140185721,2.435,9.36
12717438598,3.407,23267524,142343536,3.119,9.36
11796329149,2.59,20916211,141111582,3.43,9.36
16017347381,3.293,24977722,152948528,4.149,9.36
15028033178,2.654,28199509,153917666,4.586,9.36
16180622564,2.54,24981489,157862848,5.149,9.36
15573806406,2.194,23535049,156921861,5.376,9.36
19082478878,2.623,28374352,167933076,6.26,9.36
24473083668,3.175,31024935,174088010,7.096,9.36
23182979951,2.714,26286526,177851256,7.494,9.36
19277864224,2.053,26800054,177615427,7.396,9.36
18477024568,1.997,32089367,181715151,7.862,9.36
32138007154,3.17,32945765,191132361,9.493,9.36
20540277731,2.115,35198665,192613759,9.082,9.36
1765170515,0.9,24945684,45105396,1.05,0.87
1904172940,0.458,23314174,43445067,1.31,0.87
1872907153,0.309,20730808,48614714,1.464,0.87
2033417656,0.235,24317321,43564985,1.582,0.87
2047488647,0.211,21036099,47175420,1.591,0.87
1886879460,0.179,22079988,44121911,1.573,0.87
2031481772,0.164,21766425,49806744,1.696,0.87
1945864118,0.124,22259257,41876679,1.633,0.87
2389502652,0.17,24687303,45314175,2.075,0.87
2390277545,0.172,22827284,51896953,2.021,0.87
2430463169,0.117,22448595,45250217,2.046,0.87
2261332436,0.117,21702893,46065233,1.937,0.87
2280837747,0.117,20897108,50727708,1.967,0.87
2446185717,0.127,20276918,50322133,2.178,0.87
2220778449,0.125,22558965,48830858,1.971,0.87
2145384421,0.126,23453383,49525531,2.074,0.87
4480119082,3.58,55419744,84907376,1.097,3.34
4297943190,1.7,42452821,87259353,1.604,3.34
4318101857,1.119,42725055,79730053,1.952,3.34
4683514015,0.908,40512404,87868918,2.304,3.34
4421153428,0.71,39571159,88755444,2.389,3.34
4492286933,0.621,40260103,88084968,2.515,3.34
4336895510,0.515,41165960,87674122,2.623,3.34
4743778813,0.469,40105849,88499209,2.827,3.34
4878028574,0.528,42489269,90794042,3.079,3.34
4689065073,0.422,41970755,91743797,3.013,3.34
4936272749,0.448,41921853,93604908,3.215,3.34
4368005554,0.324,42658813,88171402,2.988,3.34
4822387327,0.321,40622859,87687150,3.214,3.34
4870316961,0.328,42759227,86471395,3.36,3.34
5033677000,0.332,46828182,87844397,3.492,3.34
4941736453,0.349,41119934,96379293,3.552,3.34
14017236430,13.955,154420548,241925802,1.025,13.44
14380963909,6.551,113496255,245242157,1.887,13.44
13974633734,4.381,115229180,244689069,2.51,13.44
14064752717,3.384,122467419,243919044,3.108,13.44
14453359584,2.804,120903993,245085365,3.655,13.44
14120410448,2.261,106887784,249380489,4.035,13.44
14762402835,2.106,112131895,255145617,4.491,13.44
14830693230,1.829,118503393,249434757,4.896,13.44
14833878524,1.638,111926313,247540585,5.133,13.44
14386010707,1.435,111162253,252477726,5.404,13.44
15725437675,1.469,117488347,258387538,5.948,13.44
14987422352,1.233,114317172,251374598,6.046,13.44
15769050540,1.261,119527879,260458538,6.491,13.44
15895709528,1.26,120363801,263902011,6.709,13.44
15739200695,1.138,118985126,259759811,6.839,13.44
15700479038,1.07,119091253,263635332,7.033,13.44
2269788361,1.133,15616271,50475314,1.106,1.06
2006615984,0.638,18219359,49749624,1.233,1.06
2166878008,0.473,14719018,49273958,1.411,1.06
2175874437,0.396,15428381,47845049,1.407,1.06
2375460382,0.348,16770008,49697496,1.601,1.06
2146812671,0.332,18571937,47490211,1.574,1.06
2180688739,0.317,15721729,49664348,1.59,1.06
2507401558,0.31,16522858,50740191,1.814,1.06
2217150308,0.321,15812434,51036792,1.678,1.06
2212229253,0.292,18513975,51394232,1.706,1.06
2155431787,0.281,16053573,44996659,1.681,1.06
2127625828,0.27,16300333,45650280,1.73,1.06
2215808560,0.268,17174452,52808303,1.694,1.06
2086069960,0.269,16747916,50057765,1.636,1.06
2134438078,0.258,15632181,48632495,1.644,1.06
2431382428,0.259,19895430,50083446,1.86,1.06
4162197015,3.446,20044153,84706336,0.961,3.24
4165683890,1.881,18687142,85329427,1.365,3.24
4232304156,1.343,17787168,86738174,1.626,3.24
4158920830,1.096,19188514,82304735,1.771,3.24
4396111992,0.941,21872872,84946022,1.945,3.24
4270057812,0.844,22652440,84417661,1.992,3.24
4284374043,0.757,18082186,81731562,2.089,3.24
4914382837,0.75,19161817,86592628,2.448,3.24
4212120186,0.654,19189398,79900759,2.156,3.24
4278428579,0.655,20041832,81863977,2.283,3.24
4275680445,0.611,20411232,86277200,2.348,3.24
4857141628,0.635,18585394,87517122,2.601,3.24
4270795163,0.57,19690946,85769721,2.378,3.24
4430908735,0.563,18061743,90068531,2.453,3.24
4541923645,0.555,19561564,87029807,2.612,3.24
4369998077,0.552,18498959,85908438,2.471,3.24
9756740330,9.522,24634684,138255107,0.934,8.86
9717720647,5.102,25740455,135076896,1.505,8.86
9636788483,3.615,26984642,140258037,1.888,8.86
9718799119,2.864,25381914,138194395,2.149,8.86
9715862935,2.412,27360419,140070679,2.361,8.86
10041478239,2.118,29366335,138985660,2.617,8.86
9932438944,1.977,26884803,143547779,2.772,8.86
10004048283,1.777,26364065,143902371,2.822,8.86
10082041692,1.681,26708010,143884686,3.03,8.86
9807308632,1.526,27334710,138905721,2.961,8.86
10036480267,1.466,24852884,141497146,3.1,8.86
9984062512,1.399,25548879,139994869,3.159,8.86
10058469983,1.35,27920033,140943960,3.242,8.86
9844538746,1.341,26480612,142193877,3.293,8.86
9734152876,1.286,29274259,146429715,3.289,8.86
10246327873,1.338,27350849,139754972,3.341,8.86
1455002095,0.334,19852903,37876155,1.107,0.34
1288883144,0.206,18559943,42668116,1.14,0.34
1431905778,0.181,17783691,40241140,1.183,0.34
1289615239,0.176,18165715,41803638,1.093,0.34
1566404582,0.179,17210064,38853053,1.249,0.34
1395488343,0.159,20936718,44166803,1.2,0.34
1275923666,0.144,17793178,43779456,1.137,0.34
1635177234,0.145,18700583,40468593,1.365,0.34
1533447468,0.146,19868758,40646900,1.329,0.34
1315080950,0.142,18144200,38907766,1.094,0.34
1319262845,0.142,18969282,40393359,1.172,0.34
1555909677,0.366,17166869,41819563,1.149,0.34
1478750043,0.146,19797339,36561600,1.239,0.34
1751366518,0.143,18001690,43428809,1.423,0.34
1799811273,0.142,15368964,44216317,1.415,0.34
1371771591,0.143,16880891,43973612,1.174,0.34
3087331673,1.429,35377917,87988827,1.085,1.26
3042766757,0.802,33937066,94973947,1.34,1.26
2973994169,0.587,32033097,100891595,1.435,1.26
3045696776,0.474,31838315,101598911,1.558,1.26
3315605318,0.415,32016854,97361389,1.749,1.26
3635581381,0.6,33026514,90534065,1.714,1.26
3039925957,0.331,31186606,103214608,1.688,1.26
3040489730,0.327,34456668,82961378,1.617,1.26
3029527159,0.327,31227260,99385549,1.701,1.26
3033940925,0.328,32740634,97821748,1.673,1.26
3483466320,0.331,35085809,96325212,1.883,1.26
2945585702,0.347,34563542,90508931,1.633,1.26
3148092186,0.34,35801534,92993481,1.773,1.26
2891270771,0.337,34805402,97744157,1.658,1.26
3155464373,0.345,34711107,86581605,1.681,1.26
3444090124,0.761,34614662,90948839,1.563,1.26
7142018885,4.45,70895085,227958028,0.942,4.16
6765296453,2.404,67189562,237203440,1.425,4.16
6959040968,1.704,65979699,241826209,1.71,4.16
7439045468,1.303,67683488,226335761,2.036,4.16
7186756639,1.279,67500781,231146415,1.938,4.16
7322530833,0.949,65465200,247820829,2.23,4.16
7209859575,0.845,68198678,231685982,2.25,4.16
6895809625,0.809,65440361,251417560,2.194,4.16
7384644300,0.815,68380255,263742295,2.391,4.16
6886687016,0.813,69212272,235989085,2.234,4.16
7037319776,0.81,67486945,248537919,2.297,4.16
7565274697,1.159,70631847,235021903,2.254,4.16
6961750825,0.849,71491351,242601982,2.32,4.16
7125553785,0.844,67309950,244202629,2.342,4.16
7299260166,0.859,73650454,230373993,2.415,4.16
7271825357,0.858,73138610,224062339,2.413,4.16
2093424056,1.022,20838451,65430270,1.068,1.0
2042958306,0.541,23358750,64115449,1.32,1.0
2669175493,0.381,23368265,66133570,1.786,1.0
2198329946,0.298,21066111,68820070,1.568,1.0
2243241352,0.254,21627765,58288169,1.603,1.0
2081857959,0.216,21490869,64097437,1.652,1.0
2322931835,0.191,22856559,55919961,1.775,1.0
2071059501,0.188,22210394,59684042,1.722,1.0
2609803105,0.172,22239250,63525426,1.997,1.0
2201192112,0.159,19995936,66296588,1.703,1.0
2196020757,0.153,23354259,56662047,1.774,1.0
2151112336,0.147,21185046,60898684,1.714,1.0
2596231390,0.14,20784298,63878389,2.045,1.0
2668888584,0.136,20429628,61988266,2.165,1.0
2221398112,0.134,22054646,66604124,1.818,1.0
2215990280,0.13,22074543,67534509,1.866,1.0
3854693270,2.156,30184727,95419049,1.231,2.11
3584979065,1.123,27919952,93456668,1.57,2.11
3242883375,0.775,27544938,101282436,1.677,2.11
3732012498,0.599,28693244,95092214,2.037,2.11
3504215224,0.503,29940689,100847032,2.046,2.11
3376896835,0.428,28151935,91377304,2.008,2.11
3369537480,0.375,28229163,90573567,2.091,2.11
3456853188,0.356,29035459,91675994,2.192,2.11
3266734839,0.327,30216213,98508389,2.173,2.11
3349703779,0.305,28414285,101682083,2.219,2.11
3531031544,0.278,28084731,99531925,2.389,2.11
3570686619,0.272,27507632,101628245,2.498,2.11
3365508012,0.257,29025267,98055023,2.349,2.11
3279457704,0.247,28585614,102369436,2.374,2.11
3576002045,0.235,28695373,101806029,2.583,2.11
3612970484,0.233,29558081,93734521,2.626,2.11
21479892942,19.801,129452437,668074614,1.01,19.04
21593876428,10.09,130749519,654858756,1.856,19.04
21629647101,6.948,131440137,653446623,2.592,19.04
21575561702,5.27,128769292,670306002,3.2,19.04
21702765055,4.33,131086951,665061168,3.753,19.04
21558010740,3.674,131996448,663906383,4.242,19.04
21618958795,3.202,129957022,664572295,4.673,19.04
21577077421,2.836,131290926,664209072,5.095,19.04
21380065170,2.563,130664355,660213272,5.451,19.04
21841202173,2.375,130959042,661315009,5.835,19.04
21833489174,2.22,131517839,662555170,6.042,19.04
22041980839,2.037,131761765,665257300,6.399,19.04
21943456144,1.911,130564023,661882711,6.636,19.04
21722989341,1.808,130985020,661135170,6.849,19.04
21632847939,1.708,130106051,655254981,7.06,19.04
21911271169,1.632,133105251,657157061,7.292,19.04
1359405319,0.347,18081975,35903346,1.077,0.15
1457666470,0.276,18923249,37980300,1.227,0.15
1528323156,0.226,18951121,35278785,1.282,0.15
1536357494,0.233,21623926,33313458,1.297,0.15
1533628328,0.236,16531558,37511836,1.292,0.15
2588840757,1.365,30991727,53226764,1.163,0.61
2453989713,1.006,29339115,57071405,1.24,0.61
2405125784,0.908,30648394,61298790,1.267,0.61
2880139635,0.824,22012016,58756190,1.623,0.61
2277987567,0.834,31112208,46005042,1.513,0.61
6949251903,5.507,36549890,139363570,1.073,2.73
6886666484,4.394,77249519,142857661,1.314,2.73
6677431922,4.02,60996144,155061981,1.485,2.73
6982736902,3.407,76325165,146532605,1.762,2.73
6842994815,3.032,60630602,137250310,2.075,2.73
1446279603,0.564,16079295,35544341,1.044,0.52
1443460126,0.305,15896911,34276360,1.239,0.52
1814066928,0.226,13748885,42491302,1.457,0.52
1610456154,0.186,14862121,40858834,1.383,0.52
1537843093,0.165,17124497,34925767,1.407,0.52
1721238566,0.151,14148662,42406629,1.543,0.52
1631589907,0.162,19129121,39436479,1.487,0.52
1715881140,0.154,15150782,44603063,1.537,0.52
1477742443,0.149,17746639,40167779,1.451,0.52
1504810703,0.147,17043426,34344548,1.477,0.52
1602135520,0.141,16996775,37626206,1.655,0.52
1534498160,0.139,17779802,34983954,1.492,0.52
1511510985,0.137,15967960,40783168,1.556,0.52
1539489771,0.128,16251472,40973384,1.512,0.52
1948251792,0.16,16466324,41778506,1.751,0.52
1837316842,0.131,16196863,40430267,1.724,0.52
3039938039,2.243,19388044,65232942,1.09,2.1
2999450373,1.196,21057386,64443027,1.495,2.1
3347915274,0.846,24757969,61867681,1.903,2.1
3429323550,0.665,21989986,61041075,2.086,2.1
3338567143,0.563,21254842,63609534,2.166,2.1
3103434067,0.506,24203084,62638048,2.115,2.1
2862583399,0.473,22165724,61269864,2.069,2.1
3262001427,0.452,24697774,59035498,2.339,2.1
2921163181,0.484,20664509,62784329,2.319,2.1
2921133289,0.412,20204374,57692893,2.312,2.1
2898176209,0.436,20200710,62291325,2.447,2.1
3101412496,0.416,19964206,60147708,2.476,2.1
2952632099,0.402,21979003,63345715,2.535,2.1
2926882555,0.387,20190182,61400642,2.511,2.1
3168356726,0.39,22958542,64722548,2.654,2.1
3007640600,0.383,20476314,63733066,2.705,2.1
8437872573,9.051,46332400,135271649,1.012,8.45
8581686220,4.887,44562003,144609001,1.711,8.45
8567589618,3.541,43106729,146463006,2.23,8.45
8753264363,2.715,45475639,152703806,2.693,8.45
8716079716,2.316,43944528,169054400,2.981,8.45
9148817563,1.955,40222147,149859386,3.429,8.45
8888886613,1.786,41661792,152042749,3.559,8.45
8550619883,1.711,44402176,165225623,3.706,8.45
8751321720,1.572,40514962,157061002,3.911,8.45
8611161313,1.415,41678061,158723336,3.981,8.45
8602949344,1.426,42120155,152004385,4.211,8.45
9068729910,1.334,42026952,152471369,4.368,8.45
8686884687,1.299,40379124,164827691,4.421,8.45
8743357786,1.252,42494640,147727903,4.464,8.45
8839467816,1.243,39270261,151140831,4.616,8.45
8598243283,1.164,40718190,155784379,4.627,8.45
1722002557,0.138,18109580,30038156,1.479,0.12
1403314292,0.093,18394295,27267033,1.261,0.12
1171185990,0.078,15945484,32392696,1.134,0.12
1330005012,0.071,14875206,35037642,1.205,0.12
1196886084,0.071,18199841,30734855,1.155,0.12
1419444552,0.068,18949178,30016766,1.301,0.12
1566506522,0.07,16104653,34243058,1.391,0.12
1674089426,0.072,21487134,30178958,1.493,0.12
1592899678,0.072,16265565,30073204,1.474,0.12
1351843776,0.075,19428709,29310848,1.277,0.12
1500295379,0.075,15027780,34828323,1.343,0.12
1309928657,0.076,17048564,32927131,1.178,0.12
1122498800,0.077,18126741,28989844,1.147,0.12
1533666189,0.094,15734132,31892813,1.427,0.12
1650957905,0.086,21572402,30618687,1.404,0.12
1474277704,0.094,21349937,31241684,1.37,0.12
2663841962,0.853,42115054,36073431,1.219,0.73
2384924082,0.507,35734511,36397988,1.271,0.73
2442167704,0.392,39555528,36277370,1.373,0.73
2578062167,0.336,36364365,37061652,1.55,0.73
2623044810,0.303,41566175,33062463,1.631,0.73
2310298770,0.289,39428473,34171805,1.436,0.73
2404960238,0.297,37164330,36030892,1.496,0.73
2598627027,0.298,40049810,34852285,1.715,0.73
2321043471,0.274,41243709,35265906,1.539,0.73
2452342308,0.269,36643961,37653635,1.632,0.73
2313470170,0.274,40697789,33606085,1.593,0.73
2598516961,0.257,38520555,36938324,1.721,0.73
2374351975,0.263,37305712,36757487,1.598,0.73
2348555939,0.273,42846753,35611133,1.586,0.73
2674813108,0.265,37525302,37450682,1.757,0.73
2709581912,0.256,39566163,37466591,1.868,0.73
11294093970,6.29,206281982,61479649,1.033,5.69
11776682300,3.463,210607830,64798396,1.658,5.69
11636118692,2.439,203070761,47467417,2.058,5.69
11528097682,2.01,211781654,51722571,2.348,5.69
11873075762,1.725,212388955,52572773,2.544,5.69
11632861022,1.542,211282590,45271524,2.743,5.69
