dTLB-loads,time,branch-load-misses,L1-dcache-load-misses,cpu-used,p
5676544141,3.119,101412743,62345542,0.999,2.74
5349401244,1.789,92874861,66035881,1.386,2.74
5885756531,1.396,101359790,67136252,1.824,2.74
5934836998,1.08,96638763,65705901,1.886,2.74
5570939349,1.088,106022728,63870001,1.772,2.74
5603925163,1.073,114402155,64564958,1.84,2.74
5342069531,1.043,105651852,68660270,1.888,2.74
5770003223,0.872,101502143,63521604,1.938,2.74
5771508945,0.84,91786685,77261657,2.097,2.74
6203740121,0.857,98523845,74332588,2.126,2.74
5921778311,0.838,91048001,64935855,2.149,2.74
6013179946,0.855,92872555,77310319,2.109,2.74
6169315919,0.981,113975991,71997424,2.187,2.74
5899259324,0.827,95230945,73471725,2.066,2.74
6006584172,0.845,99841256,68605310,2.203,2.74
5673962881,0.862,91383840,69320298,2.021,2.74
18504623830,11.524,332104069,126230316,0.991,10.24
18941413814,6.005,290486575,128137774,1.651,10.24
18973123134,4.536,285488307,128157380,2.226,10.24
19218657133,3.39,300890998,130493882,2.511,10.24
18349157351,2.883,295090497,139399565,2.734,10.24
19039991839,2.493,289916924,141826338,3.007,10.24
19274994780,2.456,281747915,150935524,3.212,10.24
18771646667,2.338,288012241,172358749,3.131,10.24
18700867185,2.634,324124237,142846739,2.96,10.24
18706463985,2.302,280422129,156951493,3.171,10.24
18663027740,2.293,279111965,161763448,3.169,10.24
18832623060,2.323,280580905,158528825,3.205,10.24
18540242630,2.272,278855435,155126879,3.228,10.24
18902955716,2.559,311378945,140273970,3.083,10.24
18842918675,2.275,292184075,153654383,3.251,10.24
19127193370,2.499,313033271,158886402,3.176,10.24
1490903324,0.395,15067582,50672003,1.124,0.36
1831667321,0.25,14235583,52307546,1.389,0.36
1669544469,0.255,16384864,52579917,1.374,0.36
1873301862,0.307,19459553,48486401,1.604,0.36
3875334013,0.846,18608141,54786685,2.298,0.36
4699062065,0.909,14989875,57842062,2.654,0.36
3926692804,0.693,20168478,59717960,2.724,0.36
4940635097,0.818,16493853,60748575,3.249,0.36
7000953948,1.049,17527592,63791245,3.888,0.36
9359635545,1.328,18863207,69199493,4.792,0.36
6663708856,0.981,21819741,71672945,4.511,0.36
12208836069,1.525,21301218,77392313,6.077,0.36
6139645075,0.889,22301506,76591414,5.049,0.36
6795922057,0.862,22062972,75901373,5.307,0.36
7868993316,1.086,26650928,86903812,6.362,0.36
10197030603,1.177,23594837,86098282,6.905,0.36
2996021888,1.906,16931062,64439301,1.044,1.77
3612106733,0.968,16022795,70032524,1.693,1.77
2998807993,0.778,17308023,81019987,1.713,1.77
3725104850,0.773,17249755,77447465,2.158,1.77
4475344915,0.831,20657283,82116258,2.552,1.77
4851244672,0.78,20609340,87068534,2.78,1.77
5298842215,0.893,19579186,85786300,3.115,1.77
5459892620,0.901,20941678,88809546,3.421,1.77
6482702096,0.918,19432370,91722573,3.886,1.77
7269489741,1.022,20927075,94012683,4.407,1.77
9843658953,1.396,23204663,97889250,5.308,1.77
9905914205,1.345,24010487,101854984,5.773,1.77
8409086948,1.186,23491208,101554278,5.798,1.77
9245428143,1.136,26328144,100521557,6.06,1.77
10807684470,1.404,27724175,114697968,7.037,1.77
19164310369,2.267,26438024,126385927,8.87,1.77
10728013536,9.938,22714971,128039479,1.045,9.36
11178139159,5.189,22288647,131706124,1.876,9.36
11054743656,3.903,20693932,139987552,2.418,9.36
11676417294,3.095,20488865,141645657,3.06,9.36
13222583328,2.919,24187071,145678744,3.578,9.36
13905114437,2.665,19436838,148591474,4.12,9.36
14085798385,2.517,21337472,157321965,4.529,9.36
17206092720,2.791,23516974,157648239,5.201,9.36
14337811888,2.016,23698182,159143844,5.316,9.36
21473346269,2.962,25088669,173085415,6.451,9.36
16858688989,2.215,26664578,174267978,6.489,9.36
20533702386,2.442,26787979,177656241,7.307,9.36
18856206818,2.312,28603120,181535694,7.662,9.36
18049594210,2.151,27978002,189098769,8.009,9.36
27455953823,2.731,31334113,189089970,9.189,9.36
27645464022,3.047,35054782,207073503,9.994,9.36
1855298666,0.9,22554754,47471567,1.073,0.87
2102784279,0.45,22403376,44167009,1.493,0.87
2303549249,0.31,22965315,46670446,1.689,0.87
1888433637,0.236,20067480,47577659,1.498,0.87
2264553239,0.269,24764799,44354169,1.798,0.87
2595028945,0.215,21791841,50666843,1.972,0.87
1911232788,0.164,24193209,46112749,1.631,0.87
2310634692,0.169,21332329,49346869,1.902,0.87
2207336311,0.118,21894626,47471693,1.859,0.87
2290969161,0.116,21257239,47803217,1.986,0.87
2090931095,0.115,22198862,42178990,1.769,0.87
2136459025,0.118,22701282,47908624,1.851,0.87
2262244090,0.119,23791728,44653492,1.985,0.87
2220054933,0.122,22450461,50162491,1.932,0.87
2418804721,0.137,23835384,47718334,2.103,0.87
2569582685,0.131,23381491,46350513,2.308,0.87
4212218757,3.475,46964572,84043245,1.053,3.34
4780663652,1.681,40687324,88367506,1.746,3.34
4554465401,1.211,42433201,88427070,2.007,3.34
4740978104,0.897,41582762,89966893,2.3,3.34
4387651402,0.71,43305936,87809743,2.376,3.34
4803098773,0.725,42009604,88392153,2.61,3.34
4268183947,0.518,41367348,88747849,2.608,3.34
4474302736,0.459,40125975,81755621,2.683,3.34
4680094282,0.42,41354359,87025634,2.911,3.34
5719126997,0.548,44141320,98931901,3.482,3.34
4798115939,0.436,42780698,92595117,3.165,3.34
5610173030,0.446,43888659,96530912,3.625,3.34
4649792182,0.319,42750956,87806820,3.17,3.34
5119841995,0.326,43921013,88650235,3.476,3.34
5006868454,0.326,40315359,94359692,3.452,3.34
5012643135,0.35,44829870,93516633,3.619,3.34
13692291784,14.235,174735010,250383215,1.011,13.44
13917776358,6.484,109093471,246252426,1.844,13.44
14123548843,4.386,113085074,242410584,2.531,13.44
14352206596,3.389,117653550,246408637,3.157,13.44
14030359434,2.604,116295761,244939127,3.649,13.44
14883384692,2.413,113740186,248263356,4.118,13.44
14502463641,2.02,108814173,252262264,4.475,13.44
15729285787,2.072,118410607,256509539,4.988,13.44
15074244644,1.699,113441116,253952948,5.204,13.44
14774358895,1.43,114742888,252303322,5.537,13.44
15272816908,1.471,113980995,255283175,5.795,13.44
16145204861,1.461,120313109,263545058,6.243,13.44
15919688516,1.379,117865529,259984578,6.534,13.44
15588732451,1.178,117886010,259230880,6.665,13.44
16657642240,1.276,126831280,271905394,7.149,13.44
16138329797,1.16,123691788,264207363,7.173,13.44
2342247343,1.137,15811659,48372525,1.115,1.06
2079700022,0.641,15418975,50716997,1.257,1.06
2163911419,0.478,15999304,50282828,1.36,1.06
2250855195,0.394,16429075,44065508,1.482,1.06
2515424101,0.351,17587425,47644581,1.668,1.06
2496594564,0.33,17306157,48113896,1.748,1.06
2135813819,0.315,17302637,46459070,1.639,1.06
2362586508,0.293,16397433,46665979,1.755,1.06
2152637052,0.298,16129024,42691857,1.695,1.06
2049038165,0.283,18156905,49120390,1.64,1.06
2112923770,0.284,15118463,49309341,1.684,1.06
2044041458,0.263,16469008,49139609,1.659,1.06
2212116168,0.273,16253527,48235134,1.754,1.06
2434849761,0.263,16507337,49940357,1.808,1.06
2151203256,0.275,17113746,50758580,1.678,1.06
2476178138,0.262,15458493,51346310,1.896,1.06
4691967802,3.447,17790702,83147910,1.074,3.24
4259466741,1.864,19136625,83891231,1.385,3.24
4318079736,1.362,18456466,81961260,1.66,3.24
4210685062,1.071,20262036,85401511,1.808,3.24
4425612111,0.918,19125149,86487916,1.971,3.24
4674608062,0.842,19132942,84590378,2.215,3.24
4250000718,0.765,19407969,87178039,2.078,3.24
4174331732,0.713,18009705,83710379,2.121,3.24
4382673605,0.697,20700665,86466209,2.288,3.24
4240967337,0.66,19379836,82052971,2.331,3.24
4265540068,0.624,21602979,87211034,2.3,3.24
4192792571,0.612,20392461,88111261,2.461,3.24
4565163703,0.592,20100220,88722331,2.575,3.24
4198423857,0.582,19636197,83613370,2.323,3.24
4186319232,0.544,20489919,87590843,2.426,3.24
4704236128,0.552,22337762,85557591,2.713,3.24
10138727478,9.374,27883208,137545712,0.977,8.86
9557470564,5.135,28668615,136169934,1.492,8.86
9725345587,3.621,25071819,139992182,1.886,8.86
9819478754,2.823,28389636,139153199,2.176,8.86
9680705490,2.379,27835380,138827458,2.343,8.86
9939962162,2.127,29555552,141964343,2.566,8.86
9812243786,1.942,24416029,138085390,2.654,8.86
9971073581,1.806,25592320,142523433,2.848,8.86
10499034179,1.673,25636534,143787910,3.118,8.86
9775901041,1.564,26234149,141832999,2.986,8.86
9801619693,1.486,27468478,142843847,3.099,8.86
9787425769,1.421,28136825,141464397,3.221,8.86
9908147199,1.374,27606408,144054939,3.27,8.86
10091653088,1.301,29852733,143228369,3.281,8.86
9735404894,1.313,29476197,139934161,3.312,8.86
9753212805,1.287,30063545,141892712,3.368,8.86
1655451750,0.455,19545105,45785822,1.086,0.34
1910572848,0.206,16749218,41060308,1.462,0.34
1378995024,0.182,16678568,46198697,1.15,0.34
1483585468,0.167,16183714,47272596,1.238,0.34
1318939514,0.165,19255366,40633344,1.184,0.34
1516975414,0.161,19010658,38816621,1.31,0.34
1395614337,0.146,19395648,43863753,1.217,0.34
1546239218,0.148,17199656,41909724,1.289,0.34
1623545193,0.146,18233110,43656560,1.34,0.34
1888455020,0.143,17389770,39787676,1.503,0.34
1494375790,0.145,17757882,46637669,1.23,0.34
1505004718,0.147,17368957,43380468,1.259,0.34
1610524347,0.375,19206729,40499325,1.223,0.34
1367363394,0.148,19308992,44530966,1.188,0.34
1665980395,0.139,17532417,43869682,1.375,0.34
1966785429,0.145,18532154,43875026,1.55,0.34
2797425761,1.367,33984610,92357226,1.01,1.26
3198485482,0.801,34548522,82034077,1.339,1.26
3006313544,0.586,37564046,97544687,1.433,1.26
3141200163,0.481,33373594,97892044,1.642,1.26
3130165165,0.412,33617201,94126241,1.58,1.26
3203865729,0.369,33171397,95656401,1.735,1.26
3010198036,0.572,35068192,98936943,1.505,1.26
2910499924,0.326,31182241,91723614,1.608,1.26
3060529240,0.326,34947134,99923271,1.732,1.26
3031204000,0.326,34567119,86581996,1.649,1.26
3064143778,0.329,36006230,93134796,1.7,1.26
3048748011,0.338,34704432,95170449,1.696,1.26
3007224280,0.34,35396383,81753897,1.599,1.26
2961253490,0.349,33867792,91402637,1.683,1.26
2986290201,0.354,33113089,95610288,1.721,1.26
2930529229,0.354,31362619,95824091,1.701,1.26
7304416201,4.505,70962215,226494667,0.948,4.16
6944577606,2.406,65055400,236413649,1.445,4.16
6940464552,1.672,69013787,231756922,1.71,4.16
6969845790,1.302,65985465,242286190,1.904,4.16
7353047599,1.088,66399720,239419608,2.113,4.16
6656890573,0.948,67244563,257755088,2.127,4.16
7757773694,1.065,68765963,230157266,2.25,4.16
7426092135,0.804,69494070,223024055,2.388,4.16
7364841345,0.817,72016921,222302423,2.332,4.16
6909609005,0.802,67946409,236625289,2.281,4.16
7257684186,0.81,67111527,243650667,2.398,4.16
7293325889,0.825,69116765,245907897,2.383,4.16
7370231990,0.842,69756705,237478070,2.404,4.16
7541895338,1.211,71158880,246929358,2.257,4.16
7109008829,0.857,72529097,229990621,2.331,4.16
7439923320,0.854,69702698,249737105,2.515,4.16
2605523389,1.022,22972500,61911992,1.321,1.0
2191671897,0.541,22367318,57037090,1.336,1.0
2086931042,0.38,20119010,65936818,1.478,1.0
2059711063,0.299,22201076,56351508,1.502,1.0
2413778490,0.289,22350368,69619273,1.798,1.0
2116157381,0.217,22173169,58274393,1.596,1.0
2278733330,0.202,23999026,62630170,1.744,1.0
2184219591,0.184,20645457,64559441,1.704,1.0
2229263841,0.168,21219100,63296377,1.712,1.0
2100283645,0.166,22026821,65811955,1.716,1.0
2343931740,0.157,20086762,63157783,1.847,1.0
2036294777,0.147,23042480,63170562,1.782,1.0
2537800270,0.136,21429716,63072253,2.004,1.0
2033381461,0.135,21721133,64256734,1.741,1.0
2469214950,0.145,24401297,63791528,2.0,1.0
2469747292,0.164,22226478,60764864,1.956,1.0
3314664725,2.167,31978268,103179716,1.063,2.11
3353902806,1.121,29408994,96724977,1.469,2.11
3577619723,0.777,27524605,103611969,1.823,2.11
3401516880,0.601,29971292,101213311,1.918,2.11
3506902019,0.505,31434500,100540000,2.105,2.11
3258408526,0.428,29704528,98618218,1.99,2.11
3421184434,0.378,28559780,105919555,2.15,2.11
3481498683,0.345,29765327,97953866,2.234,2.11
3282526110,0.321,27868183,98060116,2.154,2.11
3381488183,0.299,27113832,103904744,2.266,2.11
3417358917,0.29,28383437,93566317,2.317,2.11
3608815925,0.263,28079469,94896198,2.481,2.11
3464919340,0.26,28686864,98759462,2.348,2.11
3313936460,0.249,29427871,93039987,2.425,2.11
3334323677,0.237,32425092,100611449,2.37,2.11
3418089711,0.234,30580600,90901143,2.542,2.11
21492228495,19.382,132515458,654498365,1.01,19.04
21557370028,10.107,130837338,671807920,1.854,19.04
21817523743,6.949,130124794,663712434,2.615,19.04
21538353903,5.322,129001498,671839705,3.212,19.04
22202408221,4.358,130081851,672661406,3.872,19.04
21388094672,3.653,131090669,670122359,4.262,19.04
21589132532,3.185,129065575,652181534,4.685,19.04
21593139445,2.831,132897736,668174867,5.136,19.04
21879502828,2.647,129913418,649292114,5.439,19.04
21516318937,2.332,129833662,674565070,5.845,19.04
21740221408,2.197,129601033,653745412,6.077,19.04
21671384044,2.042,131689996,654565296,6.341,19.04
21510141972,1.935,129554322,659674547,6.57,19.04
21829138204,1.745,130781588,666489119,7.016,19.04
21756238094,1.688,130884156,649568068,7.098,19.04
21933913131,1.637,130943887,665439017,7.435,19.04
1848652179,0.343,17501163,37988699,1.436,0.15
1396581646,0.305,21834213,33460539,1.17,0.15
1428196993,0.227,16841870,34189056,1.214,0.15
1842635415,0.222,18130943,33744656,1.525,0.15
1524236695,0.225,16294880,38617839,1.331,0.15
2729311807,1.302,26520655,56429979,1.182,0.61
2548221849,1.072,33841806,59044604,1.297,0.61
2654591219,0.879,22925964,57682691,1.378,0.61
2359705678,0.851,22795865,52851199,1.512,0.61
2784417193,0.85,30790694,49115971,1.78,0.61
6696578251,5.442,31863650,150691311,1.033,2.73
6702088093,4.382,54235689,146695380,1.277,2.73
6767475670,3.4,27452123,151072772,1.546,2.73
6681873283,3.228,43207253,149066845,1.762,2.73
6587441605,3.343,78616585,125485344,2.092,2.73
1765910832,0.556,17566487,38381308,1.217,0.52
2029217203,0.308,15972661,41316033,1.549,0.52
1784038596,0.227,15509921,38535264,1.461,0.52
1474078220,0.188,17002255,33463282,1.375,0.52
1468690145,0.163,17111368,34212770,1.371,0.52
1812190664,0.151,17467146,39175088,1.571,0.52
1459338427,0.14,17224170,34599197,1.389,0.52
1421508636,0.15,16990565,38844633,1.407,0.52
1758317909,0.157,16406040,38573754,1.659,0.52
2147743699,0.147,15617070,43684750,1.85,0.52
1444165238,0.149,16600375,39573102,1.496,0.52
1566626477,0.145,18341804,40355156,1.493,0.52
1535948694,0.137,17311427,41298720,1.53,0.52
1406006089,0.138,16840811,39839357,1.576,0.52
1725291338,0.144,15873012,39651764,1.721,0.52
1862897220,0.134,15432683,39332520,1.75,0.52
2900664836,2.233,20877409,56176350,1.033,2.1
2892242029,1.2,23557588,56769904,1.484,2.1
2777363756,0.832,20247024,62632226,1.683,2.1
2886273966,0.673,22745196,57668975,1.891,2.1
2979836768,0.562,21728280,59743648,1.98,2.1
2927038740,0.509,19552327,63075500,2.03,2.1
3004267769,0.489,20569421,59902113,2.19,2.1
3099711788,0.464,21751155,58712192,2.374,2.1
2965165642,0.424,24252083,63364583,2.193,2.1
2996836195,0.44,20341747,61828331,2.249,2.1
3054026140,0.422,23469549,57976513,2.415,2.1
2857555520,0.425,20571509,60643115,2.411,2.1
2852639558,0.4,22174581,63072457,2.527,2.1
3382772628,0.392,20506046,63574086,2.778,2.1
3290908364,0.38,23360576,60564104,2.768,2.1
3104047150,0.364,22916849,63424625,2.6,2.1
8517500104,9.03,44128827,145780716,1.03,8.45
8859433759,5.006,41758007,144364889,1.771,8.45
8951672076,3.484,41668557,150608250,2.326,8.45
8700043010,2.73,43696172,151712788,2.674,8.45
8739104639,2.292,42427895,155600163,3.043,8.45
8491064463,1.979,41118787,151610590,3.253,8.45
8613283170,1.77,42017737,149928120,3.472,8.45
8874487047,1.662,40381952,155064645,3.785,8.45
8671582774,1.562,39260524,147494292,3.895,8.45
8757496355,1.493,43262855,150917438,4.032,8.45
8825642699,1.36,40486730,150176077,4.214,8.45
8953329728,1.288,44237928,145683750,4.352,8.45
8672169814,1.321,41547851,149925510,4.361,8.45
8969891339,1.248,43949295,146572457,4.605,8.45
9448141797,1.228,46676275,158909397,4.818,8.45
8981262317,1.186,39099603,152529246,4.791,8.45
1181534460,0.136,15885662,33988289,1.082,0.12
1217108153,0.093,15229885,34763262,1.137,0.12
1279938402,0.079,20751602,31688074,1.215,0.12
1246453534,0.074,16912150,34696241,1.168,0.12
1498266522,0.07,19341911,31331201,1.335,0.12
1239245252,0.069,19844812,31569847,1.136,0.12
1316780571,0.076,21021372,33760475,1.134,0.12
1276245786,0.073,16558378,36425828,1.189,0.12
1496811475,0.072,14690642,35978126,1.362,0.12
1133413060,0.074,15943556,33429878,1.175,0.12
1710280801,0.083,19692538,31440802,1.53,0.12
1590858371,0.075,24318819,31338221,1.359,0.12
1048736044,0.082,17128591,30079452,1.153,0.12
1572977312,0.077,21104974,33990379,1.323,0.12
1419712050,0.082,15564988,33404544,1.365,0.12
1570864190,0.087,15664698,31645030,1.384,0.12
2706639343,0.851,37295779,36698720,1.212,0.73
2436307095,0.508,37373176,37753771,1.293,0.73
2419680081,0.39,42436899,33601878,1.318,0.73
2397756184,0.329,35534522,36829202,1.429,0.73
2407875242,0.303,40310236,33083576,1.479,0.73
2575906074,0.277,44021494,33075531,1.572,0.73
2564405634,0.299,36925710,38157147,1.576,0.73
2350621716,0.289,41434113,34555600,1.528,0.73
2896002636,0.268,39027852,37785509,1.784,0.73
2245923259,0.274,38478952,34145328,1.575,0.73
2421991436,0.276,37595150,36117011,1.641,0.73
2360608844,0.264,37156693,36783933,1.588,0.73
2400710118,0.266,36652416,36056708,1.581,0.73
2685155213,0.259,39126123,34914337,1.8,0.73
2336491548,0.257,38902865,34039417,1.585,0.73
2634085743,0.263,42050288,35481298,1.834,0.73
11281430401,6.299,199914013,58122279,1.022,5.69
11814294935,3.482,218321165,58602113,1.666,5.69
12007699895,2.441,214731525,45106378,2.104,5.69
12137376955,2.067,211352979,60832339,2.385,5.69
11445453996,1.732,205521871,52276189,2.502,5.69
11971815545,1.557,215785072,44771565,2.794,5.69
11673067869,1.427,207785518,53388247,2.765,5.69
11468602779,1.382,204491377,60383150,2.944,5.69
11889960582,1.33,213777835,50125741,3.133,5.69
12125715212,1.27,212508452,51388886,3.389,5.69
11631899496,1.26,204504807,51401876,3.418,5.69
11488549220,1.171,207639686,57816191,3.402,5.69
11242137954,1.147,201704423,55282351,3.394,5.69
11377423827,1.144,210307650,51222684,3.455,5.69
11773834652,1.078,212619305,54995067,3.503,5.69
11622141445,1.092,209920452,67624036,3.709,5.69
1174082832,0.158,16959882,51156222,1.093,0.14
1641897029,0.117,18007610,45063672,1.429,0.14
1378332393,0.159,17998074,39385262,1.38,0.14
1156550828,0.083,18711973,42733191,1.194,0.14
1128433330,0.09,18666598,41799173,1.2,0.14
1306052410,0.081,18188366,45581907,1.374,0.14
1278301826,0.076,16094608,53345070,1.241,0.14
1613344330,0.07,20915245,48708643,1.538,0.14
1383197966,0.072,18320222,45033452,1.341,0.14
1287595248,0.074,18443176,39945721,1.328,0.14
1132958569,0.076,19701164,36199773,1.213,0.14
1298302037,0.07,17261381,50406897,1.26,0.14
1371193218,0.078,15020893,51528886,1.338,0.14
1224713617,0.076,19698874,39105118,1.231,0.14
1170143255,0.075,19258415,36090143,1.221,0.14
1572847000,0.075,19142489,34563647,1.514,0.14
2369021724,1.207,41462902,126722453,1.143,1.04
2328068712,0.771,43335113,119942265,1.422,1.04
2237426618,0.922,38316617,120577022,1.606,1.04
2783539195,0.512,39644262,136277068,1.936,1.04
2227859318,0.464,36191785,137970554,1.679,1.04
2531260885,0.427,40704822,128241902,1.967,1.04
2267757100,0.376,40909818,120372179,1.834,1.04
2287788557,0.347,41113618,129616367,1.954,1.04
2905116241,0.343,39846286,126508595,2.262,1.04
2292208533,0.312,41776710,122206487,1.946,1.04
2450931681,0.315,40809152,135806391,2.049,1.04
2316195640,0.292,40384249,122744667,2.028,1.04
2475506737,0.309,42162349,135741222,2.078,1.04
2301719570,0.289,39215976,126296141,2.054,1.04
2263964197,0.261,37954455,132016038,1.965,1.04
2496778927,0.278,38750754,127417498,2.136,1.04
10508955892,11.246,206995604,819252682,1.03,10.13
10594504254,7.865,205452332,844914006,1.71,10.13
10475094019,5.968,208894009,839353907,2.29,10.13
10745598469,4.574,210475868,820799025,2.864,10.13
10738690836,3.68,212834916,798411661,3.304,10.13
11048538430,3.04,208803244,812470276,3.706,10.13
10720460604,2.897,206608438,814859209,3.941,10.13
11074466407,2.703,211891459,805433206,4.148,10.13
11045976971,1.974,212626316,800438499,4.475,10.13
11283482075,2.104,209416952,816123361,4.756,10.13
10657841599,2.067,210718510,809939071,4.87,10.13
10847966766,1.892,210371133,825435197,5.02,10.13
10728003879,1.959,211389495,790466825,5.173,10.13
11411989081,1.654,209792377,818252443,5.602,10.13
10866235219,1.529,214412802,782192977,5.541,10.13
11299717798,1.674,206411350,827262755,5.665,10.13
1658344592,0.887,15637923,98383698,1.066,0.81
2028383735,0.457,17803974,98489063,1.51,0.81
1733465395,0.244,14734432,66308467,1.392,0.81
1817933184,0.256,14966721,66746088,1.488,0.81
1929449089,0.42,15615525,62030823,1.59,0.81
3260115946,3.165,16024293,269950458,1.027,2.87
3414539453,1.718,16351423,239972841,1.592,2.87
3801399884,1.019,19681250,276890293,2.247,2.87
3441638136,0.7,15928272,253084237,2.56,2.87
3650505869,0.616,18009080,132567978,2.929,2.87
9982122457,11.743,20052236,818382499,1.04,10.19
9527925042,6.132,18431506,806050104,1.781,10.19
9805742461,3.747,23910553,894865461,2.904,10.19
10463245300,2.693,24856803,930837741,4.242,10.19
10995501882,2.55,26550049,990249433,6.681,10.19
1721851852,0.841,15601537,97021024,1.098,0.78
1689175846,0.452,14957183,75920614,1.285,0.78
1862643652,0.369,17779412,79411470,1.635,0.78
1728501315,0.29,14467342,85297842,1.586,0.78
1831750510,0.441,19822551,92624423,1.826,0.78
3435758247,2.887,16210846,254482951,1.126,2.63
3160232656,1.5,14808700,240444207,1.543,2.63
3240912178,1.084,14282846,236033946,2.061,2.63
3263029073,0.597,16314006,271162733,2.409,2.63
3625721891,0.606,17325542,262623029,3.104,2.63
9430135601,10.563,13485926,815795353,1.087,9.52
8772444687,5.534,14481569,814706574,1.787,9.52
9274758556,5.184,14572381,839509077,2.944,9.52
9011140493,2.391,17346480,882922183,4.081,9.52
9884291455,1.559,22207815,931748840,6.179,9.52
1593237357,0.543,22776407,39972842,1.065,0.51
1938568077,0.323,22324477,41259658,1.436,0.51
1641529159,0.266,23580039,43479342,1.312,0.51
1777415692,0.224,23219212,41754740,1.434,0.51
2003347038,0.198,23475200,39610735,1.635,0.51
1708524833,0.19,22164784,42185724,1.472,0.51
2016516024,0.182,22284117,42710567,1.71,0.51
1682802434,0.187,22772478,43634288,1.569,0.51
1708618226,0.19,23556580,38747202,1.67,0.51
2195630659,0.182,25807911,44388409,1.938,0.51
2007956775,0.185,24696748,42361180,1.904,0.51
1951835355,0.21,28025662,46698918,1.985,0.51
1979691276,0.214,25618159,41012041,2.119,0.51
2293639860,0.25,26409644,47735781,2.447,0.51
2400765502,0.239,26267936,48057265,2.49,0.51
2549428400,0.264,27709742,50068295,2.701,0.51
4765805780,3.472,63491868,72178331,1.033,3.2
5074157869,1.874,63518929,72568617,1.656,3.2
5159128012,1.317,67055522,76436093,2.032,3.2
5203319335,1.026,61969829,74724076,2.222,3.2
5143759692,0.857,63118868,75904230,2.399,3.2
5537287199,0.749,65668818,79121449,2.735,3.2
5547708434,0.672,64744441,78424526,2.865,3.2
5076869934,0.623,66940392,79021705,2.864,3.2
5226702528,0.58,69297234,81431867,3.063,3.2
5279757102,0.545,62963602,84288430,3.111,3.2
5550468194,0.747,71178694,82719188,3.962,3.2
5717969467,0.531,68871649,82123943,3.579,3.2
5534016257,0.516,68725186,83416853,3.544,3.2
5866397125,0.518,66877762,86531653,3.913,3.2
5929994040,0.509,68673680,89188660,4.0,3.2
6350051769,0.519,68501668,94682417,4.32,3.2
28988060724,24.905,342811551,292128470,1.012,21.76
29757279356,13.953,356769074,349193460,1.824,21.76
29806599433,10.074,353250341,366134294,2.492,21.76
30978663831,8.362,365207455,390128700,3.05,21.76
31672856597,7.323,371539654,409667138,3.51,21.76
31542336881,6.484,372434532,426834697,3.901,21.76
31749845661,6.058,375352850,449132462,4.232,21.76
32545794398,5.78,381862611,472720986,4.603,21.76
32186507857,5.463,381794735,497116739,4.815,21.76
32224457264,5.201,376851983,483815230,5.068,21.76
32695339542,5.07,383503589,496806153,5.299,21.76
33333651037,4.954,382732818,495125846,5.601,21.76
33215764107,4.815,384812651,505682357,5.824,21.76
33982971862,4.766,387194099,518536602,6.112,21.76
33944875605,4.584,393479458,524163087,6.388,21.76
35550861668,4.678,394532173,545370313,6.779,21.76
1827528357,0.834,27139627,55251739,1.025,0.86
2268475646,0.492,22935331,56841483,1.426,0.86
2012993316,0.41,24740432,63908033,1.384,0.86
2640800296,0.407,26984154,65491741,1.81,0.86
2324216563,0.393,25703476,64714923,1.65,0.86
2969279497,0.413,30013666,73809514,2.067,0.86
2480730371,0.414,29109337,76180767,1.943,0.86
3147477842,0.425,27136869,80081349,2.3,0.86
3006569380,0.428,27962317,83995335,2.309,0.86
2918174377,0.429,34114864,80485662,2.453,0.86
3260976146,0.453,30041934,90966686,2.669,0.86
3930717691,0.46,31323029,92129374,3.094,0.86
3652980242,0.479,34890153,97254739,3.042,0.86
3631985558,0.458,36405801,95786921,3.096,0.86
4324322532,0.47,33525320,103434915,3.428,0.86
4251574459,0.464,35909394,97266638,3.498,0.86
5398509816,3.228,22247862,409281059,1.044,3.42
5207492465,1.703,21536362,428993108,1.509,3.42
5434391040,1.185,20178891,420779415,1.825,3.42
5432818847,0.897,21462832,421373524,2.078,3.42
5550661846,0.76,20679365,422828034,2.269,3.42
5258185452,0.63,20644084,408919338,2.264,3.42
5549015792,0.571,20872258,428676450,2.452,3.42
5495116667,0.529,20981006,417492272,2.545,3.42
5565816840,0.478,21944730,400967091,2.663,3.42
5890642628,0.459,21461719,416452283,2.936,3.42
5757507351,0.445,21519285,416676263,2.898,3.42
5692867473,0.436,21485060,376376153,2.94,3.42
5542799212,0.407,22351446,416798006,2.969,3.42
5414229577,0.389,24699207,427304339,2.991,3.42
5661339797,0.378,22779896,419022321,3.136,3.42
5791806009,0.366,21791490,396705837,3.129,3.42
18407441942,12.95,33744855,1534048434,1.045,13.02
18234079214,6.568,33597941,1488026874,1.811,13.02
18077318354,4.449,34760288,1554646069,2.482,13.02
18173722928,3.386,34757768,1511324493,3.013,13.02
18187157756,2.811,38655282,1546580360,3.51,13.02
18552315961,2.336,36571275,1507869489,3.956,13.02
18440218439,2.061,36174870,1531742923,4.252,13.02
18398782718,1.842,41290839,1556279579,4.615,13.02
18476423100,1.727,40717994,1571361752,4.964,13.02
18627741145,1.559,37190700,1535445991,5.152,13.02
18651073634,1.484,43154344,1580654082,5.435,13.02
19056472254,1.364,40353794,1539861362,5.71,13.02
19238768885,1.332,43498705,1563363234,6.029,13.02
19388582435,1.287,42855546,1529404752,6.263,13.02
19510939291,1.235,42523373,1535784549,6.503,13.02
19454874709,1.232,48830932,1577762452,6.793,13.02
