LLC_loads,page_faults,Input Size,cpu_migrations,LLC_load_misses,cache_references,cycles,instructions,bus_cycles,ref_cycles,LLC_store_misses_percent,minor_faults,cpu_clock,branch_misses,branches_instructions,time,user_time,sys_time
3586395,69534,0,7,67890,13221057,521324755,668243892,35970429,818766563,1.620721289926314,69534,574.21,3953952,174052847,0.045,0.045,0.0
3756986,69530,0,14,83124,13201504,604087463,745514225,37409896,841124296,2.426790801659158,69530,577.19,3571920,179328504,0.028,0.045,0.0
3291078,69493,0,9,25693,14204116,540727036,676803235,34805980,812634023,0.6507131998247224,69493,568.43,3778572,177831187,0.023,0.045,0.0
3594115,70120,0,12,79537,13690247,568738331,689568815,35174945,821102519,1.131704315938169,70120,576.27,3799148,155514994,0.021,0.046,0.0
3211251,69519,0,7,54678,12650468,506534749,642433245,32651255,747611320,0.4118992369324047,69519,568.37,3605267,149658203,0.018,0.045,0.0
3341347,69534,0,4,33722,14225200,604751489,722122165,32633658,798745769,0.5634532458184228,69534,571.83,3410858,148818478,0.017,0.046,0.0
3973296,69607,0,9,55284,13533118,624162392,751139561,33801679,812326411,1.0282106238776574,69607,574.12,3584732,155529082,0.018,0.047,0.0
3874361,69163,0,4,56448,12727994,615355510,799465586,31657160,786942733,1.4671181882172486,69163,569.9,3376946,149285148,0.016,0.046,0.0
3607581,69532,0,6,73411,13443205,533709736,687978826,33251005,824021257,0.5880853964860491,69532,573.63,3876464,161076323,0.016,0.035,0.012
3738889,70150,0,18,88101,12238782,627251174,873982551,29367567,705164098,1.3260839867763174,70150,578.78,3776283,169865034,0.016,0.043,0.004
3281679,69824,0,10,47570,14161510,666933726,869950155,31669229,656358404,1.863402972371876,69824,574.95,3233860,172851427,0.015,0.039,0.009
3611939,69477,0,12,50570,12093394,524963958,621652698,30782494,746678384,0.6707341317679345,69477,571.69,3169317,139987295,0.015,0.047,0.0
3713099,69562,0,6,53694,12436347,514305229,656256267,34747639,825051666,0.7427593167004699,69562,571.99,3764163,162428532,0.015,0.048,0.0
3556753,70171,0,6,69829,13097526,504869548,672081333,32214928,791517433,0.851717011667392,70171,575.76,3747952,162512216,0.015,0.045,0.003
3532386,69564,0,13,55241,13463268,655200294,864218246,31159155,713271201,1.731261375178289,69564,576.05,3686658,173699070,0.015,0.038,0.009
3736645,69690,0,10,70807,13313640,542756599,658241369,33778631,792598705,1.6272650078167563,69690,583.2,3722669,161821820,0.015,0.042,0.005
3558394,69175,1,18,88285,16728359,895134851,1228754132,47106726,1062990715,2.458595958174749,69175,712.41,4453249,252648682,0.178,0.17,0.008
3935901,69650,1,9,67583,16564814,1002214726,1291525624,41785210,1006203556,2.401856576295673,69650,710.65,4241264,226462235,0.11,0.178,0.0
3456205,70097,1,10,33437,14869482,732899553,1080484120,40738890,937759471,0.6703164931280894,70097,708.77,3968569,211837952,0.088,0.17,0.008
3779498,69067,1,8,66135,12160384,611285407,938682985,47552369,1106862941,0.5472178198293721,69066,702.93,4119357,206128596,0.076,0.178,0.0
3595814,70334,1,14,74933,16110846,872410312,1201997290,42542304,1029849407,1.1540445234811303,70334,717.13,3920388,235157757,0.069,0.178,0.0
4520825,69001,1,18,91731,12128669,607020187,880586860,49285610,1146196106,1.35751902539829,69001,708.78,3653633,204225125,0.065,0.174,0.004
4460696,70376,1,9,114767,11624800,580406720,845491482,50703584,1168473732,0.6868553321794324,70376,710.16,3631985,207864958,0.062,0.174,0.005
4169995,70378,1,11,131992,12223590,521428339,790659443,47081465,1144667153,0.477751804170893,70378,711.47,3767834,209711779,0.06,0.18,0.0
3336940,68762,1,3,52669,12913749,580810862,790537532,38744672,1007223773,0.6375737049574163,68762,704.31,3129691,178947377,0.058,0.177,0.004
3632299,70038,1,7,22856,11404329,811065905,1397381463,47925048,804422420,0.9507095221380936,70038,702.32,4713011,229353483,0.056,0.174,0.005
4610051,69388,1,5,120792,13406507,611625594,919919827,49609440,1112944679,1.295791461511461,69388,705.23,3777510,223900800,0.054,0.171,0.008
2955195,70052,1,5,76170,13999480,524635612,829731408,44925077,1054304936,0.5901673141148952,70052,705.19,3947204,201942813,0.054,0.18,0.0
3752340,70097,1,10,23459,10551243,861255614,1385312352,50281870,863243120,0.9477227413377898,70097,708.0,5398109,242432934,0.053,0.18,0.0
5122196,69676,1,6,50245,11668405,629203790,1159961664,48846612,1083578259,0.6581596738202743,69676,702.12,4108523,218138375,0.052,0.175,0.005
3280702,69046,1,8,65745,12706301,576104888,769724748,43611859,1070946283,0.5820942952405133,69046,702.02,3526517,191895295,0.052,0.173,0.007
3336498,69035,1,5,37817,14728791,958278799,1362001571,33393428,780187271,1.6031324514328316,69035,706.04,3802232,244771373,0.051,0.172,0.008
5077078,70777,2,9,99848,19111275,2043294237,3416452195,98719577,2233209295,1.5427881498468463,70777,1234.74,6017790,486183210,0.705,0.7,0.004
5062689,70430,2,6,197924,20592263,1945438230,3226346495,98239080,2247873130,1.5924650783847356,70430,1243.04,6276973,481563831,0.437,0.706,0.004
5154208,70177,2,8,54304,18682757,1928382304,3187643118,103369611,2356905861,0.8272273536878603,70177,1235.22,6575193,495015226,0.343,0.698,0.008
4993470,70151,2,5,190528,20592225,1864702011,3015643580,98259487,2244188025,1.0024538553240614,70151,1234.51,5603217,442407392,0.297,0.698,0.008
4485829,70777,2,4,166408,21009149,2056975873,3308378699,91721173,2100486424,1.0669221245176277,70777,1235.48,6569782,498651363,0.27,0.691,0.016
5159655,70490,2,12,52080,20592130,1866560931,3101835778,102499281,2271120914,1.2979489424664925,70489,1237.61,6031213,498874839,0.252,0.704,0.004
3874007,70526,2,19,78494,19775475,1635334426,2716112886,92740553,2059997810,2.4460999606199194,70526,1240.0,5544872,444167372,0.24,0.7,0.008
3573443,69805,2,10,107309,17889563,1603111572,2644008122,98655827,2273541086,1.9986838794905648,69805,1245.18,5765613,468129976,0.231,0.705,0.004
5102312,70117,2,12,217338,17605715,2052588345,3418291890,105156626,1944552717,1.8186890529932889,70117,1264.66,6959919,496926818,0.244,0.72,0.012
4660069,70853,2,11,134181,18077691,1906100778,3243714525,99877098,1978464100,1.3581922162213755,70853,1245.1,5744984,479470139,0.218,0.706,0.004
5220189,70564,2,12,207225,16661460,1991022925,3289373375,89850016,2137090153,1.2629075255668012,70564,1247.65,5565635,381678833,0.213,0.707,0.004
4461708,70851,2,9,49679,20016596,1785917070,3001418311,99267687,2161884666,1.031054965267827,70851,1247.39,5886761,507771293,0.212,0.701,0.012
5630543,70096,2,10,193776,11677962,1275090738,2305948813,96944637,2323474961,0.6527725533893072,70096,1244.75,5495523,391268170,0.204,0.694,0.017
3128824,70463,2,11,41928,20791947,1982833881,3348745659,98200950,1447710843,1.3012281410135325,70463,1244.55,6397940,535507804,0.202,0.694,0.017
5920428,70141,2,12,296162,12223925,1222765713,2266009326,103204006,2350261877,0.5794120971766518,70141,1251.91,5735613,407319584,0.203,0.704,0.012
2817697,69858,2,18,50401,21142050,1924322489,3349909164,96694372,1478248966,1.1023258589739051,69858,1239.9,8380153,575209218,0.196,0.704,0.004
4059463,71308,0,17,73214,19229220,929970384,1512320459,51727920,1082422741,0.9939447320890088,71308,747.01,5025075,277026935,0.21,0.21,0.0
4248409,71951,0,14,52344,17861938,914166546,1418082076,52984469,1123211187,0.9606071939797564,71951,746.14,4637298,267197648,0.122,0.209,0.004
4998315,71640,0,5,57039,15194207,971715711,1814992520,47316290,1066330232,1.7583398658653426,71640,742.34,4835395,260525687,0.093,0.209,0.008
4773673,71950,0,19,33085,18515670,813507818,1279873065,58643837,1295220017,0.887590046773847,71950,778.87,5082975,297830310,0.084,0.232,0.012
5386922,71283,0,16,194193,15143910,810725636,1431122540,48904303,1125431176,0.5799357540919284,71281,761.29,4109129,231950633,0.071,0.22,0.012
3721451,71662,0,14,46514,18282120,1018074312,1542817413,40553913,979205487,1.1457418337656855,71662,752.58,5461533,256611247,0.063,0.21,0.015
3962457,72326,0,20,116753,17465951,947960235,1565558489,53722385,951784618,1.371213823689476,72326,752.87,5940395,271405153,0.058,0.169,0.052
4809670,72670,0,14,35665,13952702,571822419,817183062,49465011,1179421744,0.7926267723902725,72670,756.79,3833246,230423484,0.055,0.214,0.009
5344803,72587,0,11,91176,15679371,682829502,1312093658,52220289,1176648927,0.8303443172362358,72587,761.35,4130051,270003931,0.054,0.178,0.05
4457354,72023,0,20,69201,16838313,841204797,1127740897,41734042,1049167644,1.0688010869892377,72023,751.3,3624239,150184965,0.05,0.188,0.038
6131532,72011,0,24,87269,14420310,749051222,1457701838,52473195,1244922200,1.8535158833645144,72011,771.89,3905795,265225506,0.051,0.241,0.003
4303188,71702,0,25,90185,20137167,1037876088,1424520610,40442188,1044512214,1.0934864555519266,71702,782.98,3681651,221785081,0.05,0.248,0.008
4854475,72298,0,18,84840,14325516,583879979,730000022,55488364,1261010546,0.7209372679519265,72298,772.81,4415599,293365335,0.048,0.213,0.029
5146377,71701,0,28,86492,12896430,485769461,622906312,54899644,1284227770,0.2807108186885048,71701,774.95,3808051,229881692,0.049,0.23,0.019
3996139,71482,0,33,116488,15942006,1018661211,1672757849,40719242,800296761,1.7824283333030604,71482,796.91,4792686,267045955,0.049,0.269,0.007
5545157,71989,0,25,58110,15439014,684467481,1199982356,55119528,1253883874,1.0687882913814974,71989,815.25,3397258,267160757,0.049,0.241,0.047
6693503,72479,1,10,164478,25248265,2012553455,3632388660,94040684,2089288533,2.7159592776130546,72479,1198.47,5288761,516465185,0.66,0.645,0.02
7510021,72874,1,16,220638,25071324,1946398826,3696536988,96887609,2126954841,0.7604969511621008,72874,1207.18,7011442,503150950,0.363,0.651,0.024
8463599,72512,1,18,149007,28895914,1959905447,3575197830,103841028,2268350223,1.067710939259654,72512,1276.94,7434521,520267000,0.282,0.736,0.008
7855884,74201,1,18,203939,24070824,2025737509,3736111176,93254422,2154562449,0.822454479721291,74200,1246.87,6524126,492564923,0.218,0.69,0.023
6646863,72479,1,31,205362,24537796,1985897008,3741568928,103652535,2056024339,1.6579516884580536,72479,1248.25,7442168,502306355,0.185,0.705,0.012
7848632,73536,1,26,139075,25955842,1980865537,3781631757,97338379,1959040909,3.175222681679367,73536,1230.31,6467101,535649376,0.16,0.656,0.035
7907473,72612,1,22,311225,25010620,1669882272,3150318146,100258299,2161240380,0.8698160072514097,72612,1220.91,7152593,482473620,0.144,0.675,0.012
6592766,73517,1,31,89323,25122932,2064942108,3619678262,105306630,2027420375,0.8024376426105437,73517,1292.4,6774216,522345666,0.143,0.733,0.024
8157104,73604,1,34,139143,23315099,1589732541,2987775848,97591217,2200683228,1.3898845507751896,73604,1237.57,5417811,496923188,0.125,0.659,0.033
7012217,73614,1,32,245451,23278694,1512492327,2655603358,92420169,2143095366,2.2109010860762304,73614,1282.21,6143538,457283057,0.124,0.732,0.02
8432000,74278,1,18,72921,24665926,1660321567,3176867979,106218534,2295585614,0.6819410837795365,74278,1309.31,5790894,522138009,0.119,0.759,0.016
7580727,73325,1,30,192457,20058091,1669914344,2942268095,101247257,2178298794,0.7789113731626682,73324,1320.98,6385946,422807604,0.116,0.769,0.023
7380592,72934,1,44,39134,27508089,1948856802,3465505158,107885634,1687555707,0.972336390937877,72934,1295.34,7454313,542272594,0.11,0.645,0.118
8682450,73529,1,70,129716,28385825,1912157074,3441411278,108008729,2445366637,1.0196892566166509,73529,1359.48,6498974,523707218,0.111,0.783,0.046
7318583,73378,1,67,139268,30780960,2348861599,3779311580,88477639,1895447402,2.616910411810826,73378,1390.45,6461007,508259437,0.111,0.826,0.037
6909466,73689,1,50,116733,28928945,2349929424,3848352054,118247743,1882652640,1.600081963539032,73684,1420.99,6282020,521405140,0.109,0.765,0.129
17255199,76528,2,23,319354,43709130,5617623592,11874958320,261704194,5812807285,3.2742593245611658,76528,2883.83,10211115,1414694687,2.325,2.314,0.024
19295985,76155,2,22,480538,48331819,5683562174,12091371009,271506995,6033900012,1.9568876663419097,76155,2959.82,12044359,1399221800,1.257,2.385,0.032
19062504,75072,2,16,510895,48546922,5447924726,11390497371,265084563,5938175410,3.1850494042559663,75072,2914.21,12404029,1361772923,0.857,2.354,0.012
14942482,75267,2,34,215630,40613351,5522329337,11951834005,263088882,5771850934,2.5477665166192582,75267,2889.1,11836472,1383501476,0.666,2.309,0.036
18882933,74280,2,30,432402,49953711,5694630314,11626647600,253403484,5717650816,1.1406617368391747,74280,2899.03,11716592,1365017654,0.556,2.296,0.064
18747372,74913,2,33,588685,49220597,5607546175,11652538105,266185525,5899733786,3.505063667605381,74913,2934.27,12192882,1358042844,0.489,2.315,0.076
18052748,75239,2,34,599457,48433118,5511776226,11115506583,258222568,5807690174,4.83087389017159,75239,2937.64,11683457,1357551000,0.439,2.345,0.052
18295606,75579,2,60,491707,53027021,5683182482,11277477146,275007141,6019627562,5.323144782432702,75579,3069.2,12546157,1373647950,0.418,2.445,0.083
18990740,74314,2,34,666550,53659556,6078008317,12061889201,275150101,5876980265,2.552657206664785,74314,3083.45,12695532,1414857984,0.38,2.463,0.083
21531352,75363,2,47,213679,54204241,6033163693,12129927312,292497696,6053733812,2.1520068196449498,75363,3163.47,13071828,1434915750,0.363,2.596,0.029
19260982,75005,2,58,1035842,46314017,5700249853,11301167172,292033726,6473753794,6.573975737728268,75005,3196.19,13397938,1386057546,0.344,2.603,0.057
22202589,74986,2,53,310394,52020961,6284246840,11732932901,312658480,6895223686,2.164090126185419,74986,3430.69,11969075,1404947347,0.347,2.842,0.058
18021970,75313,2,59,624737,51105561,6015201871,11531163314,295636028,6389567982,4.354654434376133,75311,3216.39,13767350,1401350143,0.311,2.612,0.073
17421922,74968,2,45,279996,45888964,6732607873,12133025379,301309394,6781486529,4.364591312894143,74968,3489.14,12947665,1410728357,0.315,2.909,0.056
22466392,76281,2,63,335688,52578037,6803820860,11698905651,333431656,7089288475,1.4969281854959464,76278,3593.81,12842288,1447697974,0.31,2.995,0.078
20216628,75369,2,85,362530,49094428,6429831483,11299737347,325789034,7212453861,1.176031898245857,75369,3562.6,12726378,1371788598,0.295,2.948,0.088
19674426,80173,0,5,1004933,42858369,4031150509,5560838207,194056470,4383444298,2.5158095405226684,80173,2168.58,14232912,1046933867,1.633,1.608,0.024
18058507,78846,0,14,1354675,46212324,4152412309,5551205571,199587713,4445896579,9.048048197309695,78846,2242.01,14253918,1037499912,1.521,1.703,0.012
18781791,79272,0,11,1154895,46223626,4138761929,5546766380,196764038,4353897337,10.19207496632782,79272,2212.33,14500060,1043343518,1.44,1.647,0.036
17864555,79558,0,5,799309,45701628,3871941143,5250093255,190018128,4214923936,3.071697824530837,79557,2159.12,13895589,1007210855,1.374,1.604,0.024
18379105,78917,0,7,1046024,46440075,4224815277,5623769919,200591145,4356693909,17.374860858185464,78915,2263.61,14539424,1070285396,1.4,1.708,0.028
18906871,79675,0,19,2801447,46280158,4229095706,5273793858,214179519,4796720340,17.381170473734574,79671,2447.95,14223377,1011710009,1.565,1.859,0.061
17449012,79233,0,4,1079493,46873135,4317551580,5527697282,185502534,4252047302,21.02781664885564,79233,2276.06,14905559,1065284425,1.383,1.696,0.051
18176967,78992,0,11,1247707,44954366,4118913395,5240636985,192982055,4361989462,24.990435185857628,78987,2279.46,13637039,1028315851,1.379,1.72,0.032
17933209,79876,0,8,1460382,47939963,4107318863,5361559430,207666463,4578898276,17.979543194591223,79869,2309.89,14601663,1054601589,1.394,1.721,0.052
18733667,79974,0,12,1445349,42425746,3988949636,5330224016,205465038,4630171527,17.907595583774047,79967,2279.88,14746819,1051154423,1.365,1.7,0.05
18681602,79246,0,10,1349790,45082445,3935474601,5078287528,204390563,4589140401,18.33285930645586,79237,2291.24,13936594,1022821005,1.374,1.741,0.023
17206132,79605,0,5,1356932,46094926,4163738176,5468565718,208550214,4321396732,24.80378365039272,79596,2296.01,16084759,1097161809,1.375,1.731,0.035
16267234,78972,0,14,1373816,49815542,4434291215,5667095052,188491555,4055568914,19.33260630991904,78966,2335.27,14880850,1091959041,1.389,1.76,0.049
17317090,79956,0,11,1326961,49244961,4182447875,5468015070,209472051,4303767735,25.087742013827167,79944,2308.95,16219961,1096936192,1.374,1.74,0.033
15529680,79662,0,12,1477066,49048480,4373081675,5506164591,197296681,3808917705,25.538390716085964,79649,2313.01,16089690,1122091900,1.384,1.748,0.036
15493405,79714,0,30,1268746,47639692,4321824950,5387228919,208766285,3718422073,28.13680819471015,79700,2311.51,16531914,1087135968,1.37,1.744,0.035
42334497,108614,1,1,6094955,93209333,10159871555,11900488013,465945538,10283061679,15.841473145430834,108614,4928.95,26675368,2155731967,4.395,4.334,0.056
41343940,89244,1,18,5837894,95114471,9528977924,11798015506,444335627,9812265779,14.7457100793277,89244,4672.76,27507333,2163291323,3.529,4.073,0.056
43653189,88860,1,9,6023589,91017167,9462475192,11748308076,441461060,9750991970,12.015363535992876,88860,4661.66,26522338,2140246743,3.325,4.072,0.052
42051313,88868,1,12,8623368,96341558,10493231315,11826415968,486001165,10656231752,34.10543428411455,88866,5132.57,27162046,2158475178,3.55,4.556,0.04
41677379,88529,1,16,6272017,91033063,9883371621,11734758716,466228114,10347018321,30.846604681905752,88526,4933.62,26733584,2122476427,3.287,4.331,0.068
41315661,88204,1,6,5408858,96828371,10161445799,11844335108,459537983,10120727386,33.6065976498785,88204,4924.01,25246778,2153252947,3.209,4.336,0.056
42896609,88951,1,14,5833098,94804376,10172736969,11728017884,475695178,10513371668,28.784477313860037,88947,5060.95,26503042,2120775189,3.325,4.454,0.072
42003313,88186,1,9,5994510,92046268,10026757343,11848969398,458702140,10214360682,30.695435565231733,88184,4931.06,25971663,2112082442,3.161,4.353,0.044
41554708,88242,1,11,5724362,93572974,10082744979,11633996167,454949755,10066434792,37.91636762089296,88235,4922.66,26751938,2150414538,3.136,4.322,0.068
43069697,88176,1,8,6017918,92424513,10036643613,11666529251,461019403,10309254377,32.70983272479811,88169,4976.14,25587981,2118993190,3.162,4.378,0.06
43432737,88531,1,15,8324151,89248917,9892235695,11066629203,487992119,10832273108,37.25962537452016,88523,5124.31,26190557,2079970291,3.306,4.531,0.056
42802027,88258,1,16,5512365,90553478,9487725779,11467584321,467215895,10328497622,26.8780947209856,88248,4905.28,24882163,2070199798,3.073,4.278,0.096
42947449,88616,1,19,5395019,88668176,9400185421,11222219841,450040049,9956493614,29.334342709297413,88605,4929.96,26259775,2064206105,3.064,4.334,0.06
41235094,88283,1,34,5236851,94849040,10002790658,11492789835,472248665,10143924750,28.590423200670845,88271,5054.49,25379827,2091988317,3.097,4.466,0.052
40908702,88623,1,17,5250152,97577690,9680169165,11527119200,469019837,10150014929,28.454137266614985,88619,4939.01,26528882,2118072485,3.064,4.358,0.044
41456071,88601,1,23,5633952,94006662,9878740149,11573833284,450320704,10040164320,28.664704611421016,88587,4941.2,24944317,2003506354,3.079,4.351,0.059
101750611,180613,2,5,21717574,199184250,23293545967,24274060085,1066739031,23562231374,46.27560109211606,180613,10943.83,53341952,4363103860,10.406,10.103,0.296
100082475,143977,2,20,20073142,196406772,23029825166,24136152721,1060014699,23348550233,46.89444096035191,143977,10839.15,52763463,4320654154,8.641,10.082,0.208
101318581,143974,2,19,20614610,194364557,22595582693,24125047029,1039346421,22892894082,41.52407656030804,143974,10683.11,52337679,4292601207,8.021,9.897,0.244
98850327,105891,2,13,20935236,197227413,21940993154,23760893571,1013142394,22352282984,44.39060161282773,105891,10439.9,52364515,4270771267,7.591,9.774,0.123
100111198,106595,2,12,21133028,193086084,22324076951,23806110483,1025731414,22675963675,47.14293257421049,106595,10567.69,52730135,4278460567,7.442,9.949,0.076
99663000,106923,2,22,20897874,196157767,22202700213,23686671448,1031509851,22766869194,46.0068787908459,106920,10597.45,51892772,4268290027,7.304,9.908,0.144
98802294,106855,2,15,23748057,199241177,22519129585,23811623603,1046311979,22908847408,48.13012238166522,106850,10732.73,52009010,4274678768,7.424,10.033,0.156
97669334,107462,2,24,18921375,193188922,22020400580,24001680258,1011604434,22088794724,39.52076765005621,107461,10420.7,50390739,4248175849,7.023,9.748,0.127
100512324,139382,2,22,22302128,204803563,22864047622,24132316936,1044083062,23002100459,40.78785100172794,139380,10802.36,52060690,4289316277,7.405,9.986,0.277
97724805,106868,2,24,18859894,195009444,21791093978,23962095109,1005289301,22050861971,41.90595369856486,106866,10366.67,52141091,4305650373,6.916,9.721,0.104
96989589,106558,2,27,18514472,198624827,21697435533,23735860082,1005868831,21958598978,44.47915633112248,106550,10416.56,52382756,4294739245,6.87,9.769,0.105
101498784,120902,2,40,24965775,200052288,22739339594,23864433379,1046802768,23072104125,41.97534681314851,120902,10872.67,52601846,4288801741,7.391,10.183,0.151
98037948,107223,2,15,18902838,197826489,21980390923,23745091954,998637051,21769827616,44.193292802656174,107213,10399.84,51839966,4249450710,6.895,9.679,0.179
98637500,106629,2,24,18678639,196921481,21750648545,23378887199,1021081591,22468264392,44.87754428209576,106617,10556.52,52424511,4248928334,6.867,9.877,0.14
98620573,106638,2,18,18398296,193919417,21754251348,23725341223,1002222753,22106802687,42.82024952532195,106625,10429.23,51087354,4224497402,6.84,9.803,0.087
101249113,129963,2,63,22855668,200205668,23327438754,23944631051,1083218265,23849666125,38.9493447424122,129949,11214.52,51348487,4268553826,7.244,10.42,0.26
6742669,136144,0,19,753790,22249007,1882866287,2672158385,99843698,2288355457,1.682377709209562,136144,1269.37,13874801,419134980,0.55,0.489,0.18
5557607,107987,0,26,257602,23416756,1736778778,2452005757,90639048,2000911310,3.123930402695575,107987,1179.87,13916445,412374068,0.264,0.5,0.126
5748988,128221,0,14,178945,24214899,1804083871,2256555186,104010062,2334023362,0.8562473381481828,128221,1296.62,13963272,411201119,0.238,0.555,0.193
6223408,127950,0,23,493478,23188003,1880130881,2476707693,95315200,2194797323,1.1940496356807435,127950,1312.62,15307405,427639793,0.192,0.56,0.208
6893088,140918,0,28,543745,24559033,2146428819,2493110388,114738655,2384339569,0.9758149415093392,140918,1464.18,15445718,449964189,0.302,0.653,0.272
7007359,141865,0,33,298312,28180187,2278477517,2846297162,116872239,2401196323,1.8253557075833469,141865,1466.21,16370821,439930856,0.205,0.639,0.292
7265502,141381,0,69,517308,29355246,2448573306,3008990884,125987964,2385685514,1.580474478097074,141381,1532.27,16323405,448202618,0.187,0.646,0.352
7989529,141639,0,43,532112,28739603,2412729621,2794115844,116279812,2468706400,1.142369366933235,141639,1530.43,15265726,475102761,0.178,0.697,0.306
6968925,141599,0,80,264164,32670294,2361670506,2616424337,122448823,2535914218,2.5061274550078183,141599,1530.52,14122510,463690239,0.212,0.654,0.355
8221409,142194,0,69,531104,27871401,2499039385,2872349298,114051099,2491612005,2.366886879095473,142194,1611.74,16147907,460178733,0.171,0.686,0.415
7844549,141102,0,89,383226,30573405,2112949649,2288875217,133629695,2988623296,2.205962479260265,141102,1585.95,14634339,474345613,0.168,0.69,0.388
7862971,141851,0,166,317354,30941790,2183738546,2318874647,132415846,2859178364,2.239353289024268,141850,1596.89,14648164,458562054,0.172,0.723,0.366
8503233,142601,0,231,599805,27259688,2097901573,2282980469,116299140,2791889060,1.6780709722317058,142600,1609.2,15054518,439640237,0.227,0.71,0.391
7581573,142181,0,184,450614,27622939,2027293100,2512199576,111847536,2359344526,2.4261315044551988,142181,1591.79,14410382,421533422,0.171,0.694,0.399
8872722,142307,0,227,321843,29111531,2026095586,2289963386,132371748,2838888083,1.907698618026544,142307,1639.83,15874686,479990682,0.174,0.697,0.447
8286750,143052,0,329,602369,32676549,2494013770,2907445270,123774374,2547370758,3.3788310037679903,143052,1638.48,16753311,470745313,0.173,0.671,0.476
8768529,266289,1,13,1020306,37574913,4769061793,7000569332,222958338,4964080532,1.5147566160890773,266289,2520.38,36625221,976806546,1.597,1.495,0.456
8162385,116285,1,5,1001637,30476266,3795818077,6094121779,191902395,4122755356,1.7627348444095186,116285,2156.81,34162078,848496000,0.642,1.406,0.175
8983242,135742,1,8,1024076,32661343,4133022327,6136085970,205767822,4528424834,1.6405927439752537,135742,2341.73,33770437,838890608,0.489,1.432,0.332
8908503,150602,1,18,833881,35123215,4139911382,5931016720,216073049,4897854223,1.481172517785106,150602,2442.94,34426800,878107349,0.411,1.512,0.359
11313794,231157,1,45,1144262,46879260,5623868476,7178638593,261518852,5591383985,1.2350928566879753,231157,2980.38,38260154,1010701951,0.768,1.771,0.646
12076763,233390,1,52,1157456,50386123,5421227522,6420918800,282940673,6299415199,1.048559837967712,233390,3118.23,36180542,955029765,0.494,1.938,0.627
13126232,229334,1,39,1309148,47026328,5580848110,7098632857,273293392,5931294521,1.0683633007640778,229334,3093.56,36737332,975596937,0.399,1.851,0.692
13146788,226183,1,74,1033099,49641084,5403032551,6020019858,282607744,6392412485,0.9906421567334744,226183,3224.37,34927613,956689583,0.39,1.857,0.82
13895123,213434,1,90,1838063,50552562,5723434837,7226616433,276180857,5802767220,3.518777294735732,213434,3121.58,38175194,984624506,0.588,1.814,0.786
14419313,231581,1,160,2157666,55857652,6043346876,7345726410,285602975,6156357194,4.326520086882606,231581,3279.94,38389429,1015781133,0.464,1.906,0.869
14972003,246029,1,118,1893317,59549395,5758666897,6318025306,299565415,6672793713,4.162748414334816,246029,3407.12,34306122,966837515,0.432,1.938,0.981
16607620,266015,1,308,2246110,63494494,6571510590,7818276322,317885069,6574178236,5.396204282469793,266015,3621.65,43584584,1097059151,0.434,1.939,1.213
16720898,275911,1,517,2005417,63546368,6419271385,6632801995,322883073,7080474583,4.532091648716448,275911,3639.53,36415125,1051366556,0.658,1.892,1.29
16319430,275699,1,350,1869855,70588274,6303638071,6535059016,306069816,7013846607,4.4563863593454895,275699,3670.11,39068379,1056446305,0.493,1.946,1.272
20446222,277581,1,217,2407426,68696691,6687597424,7238701515,346633482,7542258769,5.005008022184232,277581,3843.46,38818715,1055177821,0.459,1.946,1.474
13592882,187624,1,335,2248649,51380701,5279733479,7069679401,267925804,5354350221,3.787998469694944,187624,3088.12,38893392,938324785,0.355,1.771,0.821
27720303,933702,2,39,8692400,146911653,28191112304,41823239335,1313977190,28949850437,3.2276890146405184,933702,13435.55,240907505,6550795196,10.015,9.897,2.77
23549044,449075,2,37,7454211,114953715,25618352815,39796684333,1176280035,25861967188,3.784466567093185,449075,12088.98,240732577,6195860711,4.813,9.564,1.715
22389059,332985,2,45,6093043,112988722,24745280228,38755173109,1141891361,25175674523,2.7564946491305045,332985,11771.68,235613844,6058493196,3.277,9.504,1.455
23741002,341388,2,47,5964656,110884914,25375557595,38796404653,1181556473,25969013446,2.5777250165369194,341388,12154.18,239644269,6084586757,2.665,9.764,1.598
28418208,390815,2,90,7773261,127414051,26562300586,39365780714,1229534969,26933211202,3.843584337730229,390815,12687.81,239455505,6113100017,4.356,9.996,1.921
31895000,529987,2,126,7691871,145672604,28934908216,40132656829,1333178907,29232309132,3.25227137482134,529987,13789.35,240901140,6334438672,2.971,10.516,2.548
36659278,661606,2,154,8387647,163112756,31217473656,40929112770,1453640157,31873889697,4.020187274202169,661606,14981.6,248521486,6523700493,2.457,11.0,3.318
41062144,759248,2,205,9449382,175852036,33037611781,41426929713,1534065045,33710467722,4.869464670252186,759248,15858.49,243154946,6641052108,2.356,11.434,3.808
43196876,799773,2,220,10088930,189557448,33094977831,41489999968,1543377912,33823066245,4.469446555337243,799773,15938.43,245077395,6634081201,3.799,11.59,3.756
51157816,909239,2,667,10758669,214465174,35984872115,42633163869,1663757577,36506254179,4.94715213637576,909239,17229.15,256999370,6877095793,2.774,12.135,4.578
55526304,1057439,2,522,11885689,229031060,38516335642,43614848997,1780499684,38990456682,6.299373922340807,1057439,18382.44,257260326,7088127449,2.683,12.664,5.254
58087740,1056376,2,666,11147023,240456981,39285342248,43876783060,1807668906,39621553367,5.5809355077538685,1056374,18739.51,263091938,7206745907,2.529,12.597,5.721
