LLC_loads,page_faults,Input Size,cpu_migrations,LLC_load_misses,cache_references,cycles,instructions,bus_cycles,ref_cycles,LLC_store_misses_percent,minor_faults,cpu_clock,branch_misses,branches_instructions,time,user_time,sys_time
9007425,73244,1,27,147464,22191813,2134182985,3813312718,115806887,2442614272,1.3243443460842863,73243,1407.4,6830441,512156002,0.119,0.863,0.022
7557433,74057,1,39,149694,24570642,2281076074,3946578554,111436830,2061782719,1.52943526326302,74054,1424.39,7699853,543882516,0.114,0.828,0.066
8983326,73365,1,52,104746,21092720,1653318938,2706019018,96724664,2280543283,1.202002533262694,73365,1396.37,5551904,436554234,0.11,0.795,0.081
8610357,73199,1,31,167324,24326979,1879224236,3407404871,116146941,2592178430,2.041230126151879,73196,1374.89,7491065,530431029,0.105,0.841,0.013
19310272,76685,2,8,186602,50470089,5545914584,11402489020,256825784,5696517681,0.979158172159289,76685,2840.93,11279280,1363627271,2.29,2.279,0.024
16341084,76302,2,8,167823,46149773,5584853336,11727660309,262953908,5709627260,1.357152348873084,76302,2870.07,12692863,1423057572,1.214,2.308,0.024
22603037,75174,2,20,448058,56619005,5608653194,12200613916,263659422,5728085815,1.198328419585466,75174,2889.42,12996092,1392912018,0.849,2.315,0.028
17901334,74816,2,18,85689,47022676,5511726721,11830708462,263574413,5788165735,1.6450323336730954,74816,2878.41,12181404,1440512861,0.661,2.292,0.044
19534421,74957,2,22,194664,52401095,5435389745,11628028391,262018356,5791626911,1.0015185688431931,74957,2891.29,12975658,1415051849,0.555,2.326,0.028
17307868,74375,2,16,613964,44053644,5727702372,12529020196,265752022,5878231019,5.70698293805918,74375,2959.05,11958857,1372034806,0.493,2.364,0.063
15033115,75380,2,33,742066,43533424,5721194118,11782404336,258413927,5731340608,4.400240958790846,75380,2942.57,12310034,1400974676,0.436,2.311,0.084
16333937,74961,2,35,213390,45253974,5942552543,11933280988,285276294,6282118280,1.9570540683444015,74961,3124.92,11897171,1426487852,0.419,2.51,0.079
18656050,75520,2,26,393416,43178891,5449133890,11281333997,269484617,6059044110,0.6134505774213398,75520,3017.43,12596070,1329438482,0.372,2.456,0.025
18533917,74972,2,25,251010,51246791,5902623175,12086623922,271727851,5963278101,0.451132801754171,74972,3042.45,12332545,1342792276,0.348,2.448,0.063
22891457,75011,2,42,279955,52874001,5646736982,11819596275,275205009,6114777036,1.2235610292849644,75011,3014.55,12703998,1430075402,0.326,2.458,0.032
19243926,74701,2,55,322109,47655229,5769776534,11870408086,273581214,6147787709,1.1066781264681351,74701,3123.53,12056507,1261101057,0.316,2.545,0.053
20507450,75193,2,34,97884,48134553,6485045241,11652316625,318904839,6876112352,1.5464524480590875,75193,3462.69,12670959,1452672323,0.328,2.918,0.021
21718147,74847,2,48,346076,52841822,6183505973,11179202440,315199464,6871067798,2.7504004826943604,74844,3412.28,13446897,1408460861,0.31,2.787,0.102
19782929,74756,2,72,303473,49906270,6701759552,11755430215,300794947,6854092585,4.642057402385494,74756,3526.82,11166747,1369010590,0.307,2.959,0.045
19382665,74944,2,58,429783,51239853,6702357984,11253269903,335611767,7440732035,0.939768717369288,74943,3626.69,12908881,1420793552,0.298,3.054,0.052
18119140,79214,0,13,1096641,44781927,3992642612,5408502286,191133036,4321130507,2.395662917958136,79214,2175.05,13697881,1029044580,1.64,1.631,0.008
17803856,79868,0,15,1519929,48361253,4242458288,5493097024,197609466,4362246826,7.174188163138649,79868,2235.21,13630893,1028616549,1.524,1.677,0.024
18893953,79546,0,14,1020025,44778048,3994390806,5444790568,191596713,4222236252,1.8333810975895768,79545,2173.73,13586939,1031156340,1.417,1.613,0.028
18712410,79557,0,10,1516280,45885716,4340869065,5452814856,210016645,4489785746,25.08006879796956,79557,2325.28,14404366,1039900191,1.476,1.766,0.028
17719777,79209,0,5,1683960,46979766,4439336101,5591444150,199544935,4442993016,22.57404660640777,79209,2333.82,14257429,1085098829,1.47,1.77,0.033
17768286,79212,0,5,1008105,45694969,4251660088,5532011806,198789455,4303271579,17.359162382267613,79212,2253.87,13762563,1044992668,1.387,1.699,0.029
18939079,78969,0,8,926650,48013253,4175690701,5455011564,208305093,4551394912,11.409397116265334,78965,2321.18,14259067,1044515990,1.408,1.733,0.059
18986870,78603,0,5,1089144,46200339,4191121806,5486989344,205439875,4575803598,14.72101429185513,78596,2315.97,13942803,1058152116,1.385,1.748,0.044
18181367,78584,0,16,2064680,45762611,4115749767,5273050393,213509406,4714173435,16.655793638501574,78577,2344.57,15090913,1062238049,1.438,1.771,0.043
17281722,78909,0,7,894408,48279945,4249213110,5611701319,195483024,4020935515,16.1965519273722,78901,2272.15,14010924,1048645444,1.363,1.721,0.024
17360898,79293,0,6,1050035,46832082,4233140468,5660675000,180245380,4024408869,18.98332223365879,79289,2262.67,15855404,1105016795,1.351,1.696,0.04
18363173,79073,0,9,884680,48050025,4280966742,5716435814,185972780,4213174795,12.204345343186173,79064,2271.31,12715797,915961418,1.353,1.712,0.032
18485210,79489,0,4,962246,43437692,3794544742,4905826211,202114739,4452255310,19.18764476654011,79478,2271.19,13481292,991412991,1.347,1.718,0.024
19175169,78961,0,11,1626880,43926568,3895419932,4906921542,209923454,4638947828,18.58802636260581,78950,2342.33,12770531,964196843,1.411,1.77,0.043
18311491,79237,0,4,701481,43561130,3637523826,4865012678,204376529,4514550764,9.737091028179387,79224,2259.88,13384077,954236110,1.333,1.695,0.039
19303624,78592,0,8,775924,43146244,3679764878,4782620245,202925743,4503777175,19.860359696303785,78579,2275.52,12942980,973808157,1.342,1.675,0.073
42264422,107492,1,7,5207744,93311579,9582851482,11897265258,439875253,9754111911,10.669760756977643,107492,4679.08,27478363,2163028963,4.147,4.046,0.096
42627629,88554,1,11,5276823,93784006,9318362479,11839022216,434331145,9541809234,8.234357419386008,88554,4568.35,27139877,2142713833,3.456,3.963,0.072
41770978,88530,1,12,5040229,96626842,9393526883,11860114493,429417273,9439958826,9.269146090660945,88530,4586.9,26913487,2142001901,3.277,3.992,0.06
41031457,88642,1,7,4954368,96330182,9307359761,11761473395,425886429,9440125743,9.2763932693729,88641,4570.27,26139627,2105986521,3.164,3.964,0.076
43880281,88889,1,4,5290484,90199025,9571945041,11749525350,452026012,10025743526,21.51408585575728,88889,4767.35,26341509,2115691681,3.216,4.172,0.06
43762707,88666,1,9,5155815,88365416,9487305991,11835266011,446167748,9867829968,19.350396427441595,88666,4768.42,24535235,2064494863,3.171,4.164,0.072
43225656,88516,1,11,5272384,93251888,10026346453,11714992452,455860524,10113098769,29.264929333065847,88516,4925.04,25474432,2095958578,3.171,4.335,0.055
43258884,88864,1,7,5459674,93289754,9847717521,11711326814,453268565,10004302387,31.999443542132557,88859,4872.45,26336149,2139836287,3.133,4.29,0.048
42142570,88896,1,10,5380949,95987145,10009634246,11828664795,455115691,10084177531,27.379390493374096,88895,4919.23,25973512,2128425211,3.15,4.329,0.056
42120929,88511,1,16,5127493,92774789,9868827966,11718714695,466862171,10099071464,30.19867138988048,88504,4880.13,26431488,2135777017,3.088,4.267,0.079
41927018,88571,1,14,6203033,89759387,9697365528,11288068014,470959358,10499662996,27.913780188341985,88562,5023.38,25074940,2052866863,3.185,4.401,0.088
42597297,88202,1,4,5514027,87233492,9096171461,11038386677,459753572,10270001034,27.54472353004692,88199,4865.11,25610517,2066863629,3.052,4.224,0.108
44456196,100266,1,20,6140181,90391864,9823820684,11613765896,479483670,10586640919,28.134384280750467,100263,5098.32,26379004,2148399113,3.223,4.423,0.138
43190267,89268,1,11,5282041,88685027,9029438133,10953584055,455589972,10122012853,25.743909381011864,89257,4856.29,25670789,2059020400,3.017,4.228,0.092
41096447,88929,1,15,4893536,94754148,9967897361,11818969080,444264682,9726773249,27.67467696761658,88915,4865.41,25159170,2087909744,3.033,4.283,0.052
44006116,89571,1,14,5200504,89127473,9247349671,11044097403,457795726,10127643256,27.84333293555568,89558,4870.51,25316718,2070010460,3.02,4.279,0.06
98936417,179993,2,12,20793772,194245028,21864667770,24125831025,1000755395,22075974936,41.0724975100553,179993,10269.91,52064630,4301527400,9.734,9.558,0.168
98952993,143010,2,5,18156837,193099528,21038353453,23965339798,963665440,21211170880,31.12275022862493,143010,9897.93,53257697,4291411584,7.913,9.248,0.108
97930498,106191,2,3,17740325,194541631,21100301759,24085092950,961646689,21130775974,28.25514231776146,106191,9897.13,51454558,4251203484,7.463,9.229,0.124
98921552,106207,2,4,18233301,192565948,20851124340,23949739410,956840988,21131359270,29.74462619712409,106206,9860.83,52031668,4267334438,7.198,9.194,0.128
98333660,106902,2,5,17457029,193863382,21004483399,23931775698,958622744,21079116619,28.982835253321905,106899,9880.36,51127762,4249950470,7.067,9.212,0.124
99301961,106271,2,20,18081965,194025746,21614353070,23892896506,996969818,22023970770,39.21514326615036,106271,10288.39,51179790,4242798819,7.135,9.605,0.14
99480478,105872,2,10,18441183,190060026,21534715969,23656027777,1004867716,22227300883,42.89488496849717,105866,10324.18,52210278,4274730989,7.042,9.714,0.068
98432203,105899,2,16,17859448,196386825,22167382240,23906926088,1018111884,22327011838,42.5242844868237,105893,10475.71,54274377,4300756172,7.13,9.841,0.097
98775120,105893,2,12,17887158,192252954,21429682049,23565371383,996635365,22034392256,40.319699941544926,105885,10302.6,51192586,4221285712,6.941,9.66,0.103
98157387,106554,2,16,17642138,194148175,21578227662,23649935081,1001066043,21918565446,40.92173289612639,106547,10319.17,52255997,4250846932,6.875,9.652,0.129
97944235,106278,2,22,17950069,198436535,21848314232,23706843698,1006126016,22089297827,45.60830386759825,106275,10376.41,52395155,4282956106,6.856,9.755,0.083
97872675,106273,2,18,17844844,199038376,21977297997,23900344191,1006278148,22229274608,41.25096859264037,106263,10419.89,52378023,4290508793,6.9,9.785,0.1
99113605,106603,2,14,17972856,190175087,21340294584,23503328356,997505619,21980975029,41.04404803382853,106594,10313.25,52418542,4256068534,6.79,9.66,0.116
98417333,106579,2,21,19727089,193146561,22158902581,23837753467,1017125355,22073730796,43.27196382063026,106569,10516.25,50983335,4244110688,6.958,9.897,0.075
100470844,107586,2,16,18226552,193713505,21864331768,23683423312,1013748524,22338050898,38.71217786211182,107575,10490.39,51492163,4225700373,6.804,9.822,0.132
99712924,106573,2,24,18158061,197522699,22018226236,23705744383,1007309281,22064827855,40.279787268211024,106559,10439.37,51280039,4186524133,6.84,9.725,0.177
5032888,136231,0,6,202100,26325949,2122410428,2877252780,98803887,2049155006,2.0763590834001637,136231,1256.09,15057996,469449720,0.548,0.454,0.213
5356843,110607,0,13,249585,21835643,1655294492,2330947725,88501295,1937704962,1.3682998022612805,110607,1170.37,14890445,424803982,0.267,0.478,0.154
6452264,126887,0,15,470998,22129088,1860656865,2619996573,100502724,2108260362,0.9242487328003834,126887,1261.68,14797814,424987400,0.226,0.543,0.175
6479656,136235,0,14,352583,23111641,2093433095,2627305891,94831348,2229376092,0.7125372343168828,136235,1332.28,15516719,465213542,0.201,0.578,0.217
5845254,142063,0,24,102591,27018557,1979008878,2345605234,112804592,2453355008,0.9478128792451348,142063,1410.8,14189760,412180902,0.296,0.641,0.23
6911518,142555,0,21,497188,27922378,2295057050,2739993941,102294114,2297129507,0.9977377790146748,142555,1437.93,15011721,476044361,0.201,0.634,0.269
7408705,141544,0,34,444217,28140364,2319835133,2674264222,114130895,2468248988,0.7697641927624251,141544,1521.76,15204221,440298345,0.188,0.665,0.33
6441866,141287,0,38,100338,28692927,1819892141,2186401475,118662292,2687082914,0.5394684293341038,141287,1472.96,13643931,413991842,0.174,0.616,0.337
7842348,141581,0,47,321228,29324266,2140009456,2444440933,119014261,2656956341,0.5201616068381815,141581,1533.74,15706669,470076207,0.2,0.661,0.354
7506357,142218,0,97,137231,32802239,2391812951,2574406913,135393344,2885512894,0.6228258018409959,142218,1628.99,15014526,459145404,0.177,0.762,0.353
7776764,142336,0,98,386469,30753000,2141957904,2311720551,124426231,2870494529,1.7143607529998026,142336,1615.52,15351144,491064672,0.172,0.701,0.403
7364457,142084,0,169,304495,32380070,2203992439,2478211686,123832287,2736659259,1.0899453024003842,142084,1593.06,14904040,473088303,0.171,0.704,0.382
7141997,142241,0,259,382248,31224685,2386994690,2864940112,110816317,2307256616,3.170869515072425,142241,1557.1,14845536,408271218,0.22,0.66,0.394
8750420,142551,0,286,354301,25834137,2347689793,2658573740,118075943,2507616826,1.5853010379723906,142548,1636.71,15265953,413347732,0.173,0.72,0.419
7328430,142693,0,114,518397,33682885,2248489551,2493123706,133967646,2682874714,3.583888890354932,142691,1611.63,14002146,475594468,0.171,0.653,0.458
8951186,141364,0,475,730774,28103436,2168595225,2466424597,115898956,2632922361,3.484401558454127,141363,1624.73,15683906,441425540,0.173,0.689,0.447
8571854,262742,1,13,1098053,42334877,4725331970,6933648536,224127770,4948515634,1.6042694746375386,262742,2517.34,36150279,980927915,1.593,1.387,0.562
7956580,176400,1,14,753868,36369505,4196421963,6251847551,208217198,4445252817,1.8535730231772365,176400,2356.91,36276657,924818272,0.739,1.378,0.402
8492461,146520,1,13,1108608,38008673,4403259986,6591336227,202814934,4354047711,1.6464384080266057,146520,2350.07,34939672,889712122,0.507,1.47,0.3
8839534,148865,1,17,874606,36175824,4221704381,6223301387,211176913,4607299013,1.841639376963612,148865,2400.11,36515247,901111502,0.404,1.47,0.349
11032101,233194,1,29,1227051,46116689,5418764679,6472596831,264830312,5857248920,4.305657859525682,233194,2981.58,37604032,991367550,0.819,1.739,0.677
11643634,236460,1,53,1626931,49907819,5289499265,6600283660,267444788,5957288307,2.9903841720110163,236460,3013.79,36394010,973658111,0.496,1.657,0.808
11082268,217347,1,54,1251595,52257271,5397421329,6592940656,250633494,5479467871,2.979551312531371,217347,2986.03,36943638,977843863,0.384,1.739,0.698
13473625,222063,1,56,1187138,51974363,5855349829,6970646168,288549787,6095375257,1.1381396058413442,222063,3251.56,39556446,988200887,0.384,1.976,0.733
13341004,223560,1,198,1215937,56627780,5967814390,7284139903,275171893,5698132106,1.0887041124056194,223560,3199.2,39765059,1052399209,0.582,1.885,0.789
13290338,228946,1,244,1655455,55993889,5956006939,7131820152,263946061,5659471598,4.878674635570944,228946,3239.77,38893487,1024911564,0.475,1.869,0.859
14987834,251243,1,218,2214320,55317159,6074670489,7637147026,301746947,6085420794,4.87071493017733,251243,3385.57,39775336,1048200819,0.433,1.965,0.924
16462962,270847,1,393,2336628,66023092,6751945026,8015789002,329052541,6647364918,4.4157296142005045,270847,3671.01,40248687,1042128502,0.443,1.942,1.258
17507046,275393,1,350,2205079,61076343,6189155838,7220891539,322659255,6905898755,4.590802887637003,275393,3580.31,37224829,1005588639,0.633,1.955,1.158
17429573,275575,1,285,2384571,64315687,6094998627,6777925279,331749127,7209210421,4.479051721260912,275575,3657.06,37362665,1017905283,0.487,1.996,1.207
18629280,278062,1,527,2467938,68446193,6823282543,7809554527,328209185,6884804176,4.088022058579199,278062,3811.58,43203341,1069770512,0.461,2.047,1.333
13453295,170427,1,242,1529258,47108125,5229822347,7004711759,244287378,5104836739,3.005601133144151,170427,3011.49,39188460,909264300,0.349,1.759,0.75
24659300,1173531,2,22,5632363,132552764,29198570193,42805433153,1336450635,29386114146,1.7832057686267315,1173531,13678.68,241637735,6734559977,10.381,9.813,3.084
20843582,445193,2,18,6178265,111528215,25338472397,39508721210,1160232365,25411651557,2.3735816909713656,445193,11935.61,233700507,6122968267,4.733,9.564,1.55
23432997,330768,2,37,6765916,113237266,24737470593,38983321688,1138985825,25170200565,3.3638326449487304,330768,11774.5,234038447,6015755619,3.288,9.444,1.524
25719868,371091,2,49,6993255,120085708,26032793151,39242895353,1201800454,26484234719,3.468680665404965,371091,12376.55,238495485,6069622580,2.725,9.817,1.777
26645555,422266,2,74,6149589,129243793,26913988108,39463055128,1240823968,27181456002,2.2439700611837416,422266,12804.8,234892282,6129599924,4.317,10.056,1.982
31395223,533281,2,138,6788763,144952584,28938661654,40139889586,1339043390,29449761754,2.669744823519151,533281,13820.88,242518595,6371928707,2.932,10.536,2.559
35035252,651769,2,114,7740496,159112314,30829107409,41439666235,1409763276,30924271184,3.744131156055533,651769,14649.9,241672564,6564997054,2.416,10.899,3.079
41393229,806100,2,208,9165897,188826252,33260780245,41440833657,1552041834,34244676949,4.3468842038937785,806100,16057.84,247600884,6635100920,2.4,11.706,3.75
41735462,803226,2,217,9960899,185776327,33680360722,41879263179,1556148045,34073969143,5.671589415196573,803226,16084.82,243596133,6610241143,3.753,11.652,3.842
48057472,897137,2,429,10326919,206654231,35640736718,43553703460,1637348108,35877448540,5.692794321562653,897137,16997.23,256979885,6790236250,2.685,11.805,4.675
51839323,1025702,2,566,12068665,225529098,37812813803,43182846926,1739318584,37868342316,6.582374489707821,1025702,18028.64,256529760,7066820800,2.584,12.296,5.248
58009587,1038940,2,306,11726967,230025698,38427766739,44020434448,1770985580,38549883661,5.778170704190917,1038940,18406.74,257929500,6984633003,2.513,12.764,5.203
60784368,1160674,2,450,13113329,255019466,39164221277,43644814983,1832161714,40360991038,6.264858659338477,1160673,18986.96,256607416,7070810153,3.856,12.776,5.837
62709861,1136021,2,773,12454645,251860652,40378139854,43244344564,1898356610,41508751048,5.75310552171508,1136021,19554.64,257994051,7160915283,2.9,13.095,6.139
66139009,1160241,2,906,12793453,266363890,41463939972,44945098477,1924198087,42218532495,6.703744823464482,1160241,19955.74,268156206,7397417414,2.588,12.803,6.873
69807552,1192374,2,1168,13801827,274725064,42764433970,44711995592,1991327558,43826666050,6.79268457832595,1192374,20657.01,266862536,7356968718,2.604,13.448,6.99
5310815,69191,0,1,712396,16929021,810598036,981166407,45876978,1053658272,2.163263361605932,69191,682.12,4343609,216837458,0.19,0.003,0.0
5005895,68825,0,6,770511,18344619,838536436,1018268863,44869203,1037143507,1.8340235040865107,68825,687.83,4643832,227723911,0.189,0.001,0.002
4796857,69486,0,5,853223,19230866,890374238,1040943957,46743252,1010392640,1.8694205525579872,69486,684.77,4596111,219383452,0.189,0.003,0.0
5075534,68836,0,5,764031,18031503,838297503,1027454129,46474810,1047442181,2.1178043224230123,68836,690.25,4632906,231963407,0.187,0.003,0.0
4951644,68857,0,9,833951,18669897,877498427,1034521564,46428513,1048952025,2.032546129842436,68857,687.44,4751889,223441372,0.188,0.001,0.002
4618055,68764,0,16,889362,20005942,937662934,1072172886,43299084,995156979,1.7084112841571049,68764,690.95,4267132,228344054,0.187,0.003,0.0
5473779,70148,0,6,710019,17184465,798257987,993311164,48032547,1092825337,2.14273138326161,70148,693.24,4697614,222176207,0.187,0.002,0.001
5097786,69500,0,5,785282,18461317,815879182,952884441,45390519,1073420079,2.546524198176072,69500,692.66,4328365,226801036,0.188,0.003,0.0
4843894,68840,0,4,854671,19204568,854164325,1060566337,45473240,1007074094,2.0424046595732217,68840,686.26,4660570,231085777,0.187,0.003,0.0
4780376,69184,0,9,929213,18679927,839820727,988762310,45827839,1013837840,1.886429154574172,69184,684.52,4639260,231220958,0.188,0.003,0.0
4950389,69511,0,5,812803,19062100,897108105,1018390262,44429244,1030890527,2.2561182340380315,69511,690.97,4149600,214568420,0.189,0.003,0.0
4985916,68798,0,5,836431,19143357,810107148,961259410,46327202,1067528640,2.272501827774083,68798,683.33,4944027,243593602,0.189,0.003,0.0
5039476,69179,0,6,791846,18435245,805468929,941641405,47702785,1078905901,1.915658156043932,69179,686.91,4475683,216096695,0.188,0.003,0.0
5288833,69817,0,7,824610,16721054,787332191,923053911,48966343,1091524459,2.370722367364452,69817,690.16,4535443,226378158,0.187,0.003,0.0
5062750,69579,0,12,781668,18297556,833974302,1019706098,45589276,1073551024,2.0743573073574946,69579,688.37,4585299,228724705,0.187,0.002,0.001
5171040,69115,0,9,824354,17942021,836109227,1026476755,48752843,1085480406,1.7911737530017826,69115,692.8,4832379,231246415,0.187,0.001,0.002
4713615,70111,1,1,893014,18433340,849967537,996315066,46157981,1036606968,2.0277096178487106,70111,689.25,4672230,232375783,0.188,0.002,0.001
4811894,70149,1,12,887956,20062614,889721656,1024209052,45206568,971729419,1.9358258261946204,70149,693.75,4355775,229526485,0.188,0.003,0.0
5110507,68840,1,13,837052,19251080,894489083,1056140727,48377694,1087184847,2.3376611992478957,68840,690.79,4732153,220351192,0.187,0.001,0.002
5227591,68797,1,6,827107,17264090,776156137,923915563,49361467,1124918532,2.146426471055616,68797,686.35,4673533,225569555,0.188,0.003,0.0
4963659,69540,1,3,779368,18625613,814713045,1027567967,46376646,1022400813,1.8434788241030449,69540,687.86,4913870,237324665,0.192,0.003,0.0
4625994,69501,1,6,864803,19766054,861394479,1037051117,43681668,997075178,1.8496151562477705,69501,692.95,4561959,228700154,0.187,0.002,0.001
4762178,69469,1,7,841742,19756540,867713391,1039698746,44812152,1011769984,1.8271470912034773,69469,692.09,4558346,227304112,0.188,0.003,0.0
4989306,70174,1,5,851748,18857352,856807912,1017136941,45523979,1063452786,1.6504269390906003,70174,691.95,4401057,231284496,0.187,0.002,0.001
4608716,69788,1,7,871111,20121517,882906182,1048894466,43492344,981981397,1.644797254550977,69788,697.56,4662541,229767778,0.189,0.001,0.002
4947036,69858,1,6,804358,19647593,857449623,1034644667,44570975,1029259182,2.038764368766448,69858,692.2,4676313,232705694,0.186,0.003,0.0
5144189,69204,1,9,778561,17584786,803843822,1003092419,45532606,1071194797,2.104663211838345,69204,686.25,4825970,232196477,0.188,0.001,0.002
5163884,69892,1,6,747324,17564600,813126763,974427501,47016111,1080124714,1.7105741855163596,69892,690.64,4325511,217688868,0.189,0.003,0.0
4890827,70234,1,3,755586,18327719,860079493,996721937,43979892,1015141426,2.561019909166328,70234,693.52,4122596,221406419,0.187,0.001,0.002
4626006,70212,1,7,873194,19064819,814709390,978607598,43579901,985517975,1.8740267125872303,70212,688.37,4774784,236669638,0.19,0.001,0.002
4920299,70185,1,17,818077,19123264,914072942,1037124681,42915541,1016609240,1.8090325929169808,70185,699.88,4269151,222970212,0.208,0.003,0.0
4912618,68875,1,7,772751,18945208,878911592,1056215025,44550013,1036858935,1.8496014801632477,68875,690.34,4173747,223676202,0.188,0.003,0.0
4836396,69463,2,9,813080,18958254,829464452,982981721,42690441,952715385,2.120342443856821,69463,687.5,4468573,226342594,0.189,0.001,0.002
5040575,69163,2,11,841409,17615459,797983974,925552950,47246480,1064135214,1.9748124545089625,69163,685.32,4713530,223573731,0.189,0.003,0.0
4797902,69497,2,1,847779,19534510,793488838,933411348,44941869,1006087755,2.255970181502708,69497,686.91,4873633,239672458,0.187,0.003,0.0
5193091,69559,2,10,876855,18474632,849339702,991912287,46780055,1062441871,2.063360612456664,69559,693.37,4533720,220567544,0.187,0.001,0.002
4996809,70133,2,11,909023,19702326,902749275,1066867226,46584183,1052016559,1.9352001348772216,70133,691.31,4741770,237917829,0.187,0.003,0.0
5240924,68593,2,12,1005115,18425476,877513138,1004006789,50430109,1135358459,2.7295057715492463,68593,696.24,4992177,239568237,0.192,0.001,0.003
4957313,69192,2,4,790049,17945301,827724296,1001770773,47307956,1027360504,1.9322272572193653,69192,688.99,4686131,229518368,0.187,0.003,0.0
5046393,69112,2,6,742618,17203923,752033979,966550425,44381054,1052220134,2.5447827495216058,69112,685.45,4471522,225528981,0.189,0.003,0.0
5172327,69879,2,11,784743,19551820,876585651,1030060472,45919715,1088585898,2.126806390846772,69879,691.66,4625197,225224419,0.187,0.002,0.001
5045132,69542,2,4,825934,17201270,800031230,941149980,47029670,1048888426,2.06765847719694,69542,691.33,4644196,221285765,0.186,0.003,0.0
4834057,69895,2,6,829623,18489283,857591527,986627194,46603935,1037815715,2.059517731043053,69895,695.72,4389772,214948865,0.189,0.003,0.0
4760678,69483,2,9,856179,20120384,872629214,1065412066,44104808,990522484,2.214531340563418,69483,688.25,4660355,228977569,0.187,0.003,0.0
5104968,69110,2,2,822523,19116652,877019997,1035084386,45313899,1027615808,2.4398824252006737,69110,685.2,4560124,231093964,0.187,0.003,0.0
5169776,70208,2,4,740907,18406465,868229708,1029587840,49182880,1081911738,2.0721263365220657,70208,693.75,4498912,228616469,0.188,0.003,0.0
5376907,69136,2,11,863513,17858730,835354737,1000452246,49748713,1150911362,1.9927000436922933,69136,690.02,4493047,216632490,0.189,0.003,0.0
5063746,69441,2,10,891707,19331953,856544040,1037768980,46740789,1086072665,2.15098245605846,69441,691.12,4887083,229207927,0.189,0.003,0.0
5763125,76059,0,3,148694,23541784,1417763002,1977919796,72436850,1586076099,1.0603639715030426,76059,986.04,15745087,397956489,0.336,0.417,0.02
5624256,75960,0,6,45456,22268983,1289088904,1744148128,70633235,1568890117,0.7012548876810747,75960,971.64,13925237,367354479,0.194,0.435,0.004
6169128,76260,0,14,105008,18798308,1151082937,1748338741,67383568,1499094461,0.9461050707814376,76260,971.38,14133673,358783410,0.16,0.431,0.008
4904159,74676,0,30,153548,22668753,1426598366,2025797495,62869781,1257861988,0.2841407841205272,74676,977.65,12348744,397245273,0.134,0.427,0.021
5967202,75965,0,37,146133,19036233,1222118541,1798640114,62989484,1478768201,0.241753530137964,75965,973.9,11486855,363550820,0.132,0.42,0.024
6380141,75411,0,48,165657,17488025,1130071663,1736128834,64293297,1513568879,0.2413920635153802,75411,970.0,11940215,355491866,0.112,0.425,0.016
5083024,76368,0,56,34906,22515301,1175248796,1690080442,70605687,1387708738,0.4014851446714134,76368,975.49,11880645,357518741,0.104,0.417,0.028
5744751,76761,0,65,85726,18861971,1203914983,1702496598,71750337,1493537425,0.2228033716815872,76761,996.33,9964939,344627429,0.11,0.44,0.028
5633507,77316,0,58,209264,19130525,1181606700,1793251225,62437398,1391731447,0.5006919277152326,77316,980.31,12062031,374636570,0.106,0.427,0.025
4589535,78059,0,102,48240,21905494,922682166,1406469766,70928801,1471985974,0.9758035819674576,78059,1009.84,13844619,343013306,0.109,0.454,0.024
6110635,78344,0,114,146904,18079310,1085143224,1649918234,60226043,1428245773,0.154660220455736,78344,991.54,10367536,350384921,0.106,0.418,0.049
5473104,78457,0,152,41560,23106400,1195990626,1483366318,77479737,1701195370,0.5953845441308205,78457,1069.34,14018929,349143722,0.135,0.511,0.029
4928623,78386,0,145,127214,21574673,1122195681,1584318584,70343483,1424477746,0.454960068333218,78386,1008.14,11043049,318297715,0.107,0.396,0.081
5235372,79833,0,203,198047,21016172,1286998609,1870792011,60978421,1323519629,0.5949318627657217,79833,1013.14,11449211,384786498,0.105,0.451,0.029
4879475,80009,0,193,239567,21553669,1293539089,1810834267,61596572,1318801482,0.6719765709024452,80009,1025.38,12222777,373043794,0.107,0.469,0.025
5532180,78514,0,232,186500,18663641,1205088172,1713531695,62785405,1370911524,0.2097835210026344,78514,1042.54,11183841,332621924,0.122,0.488,0.033
15527906,85593,1,27,875875,50626827,3643940961,5277500644,179798500,4027113158,0.521701011937566,85593,2061.59,42983679,934926396,0.988,1.445,0.056
13431796,87894,1,23,550099,53842472,3564153958,5180327222,173711219,3823349291,0.3961791611720162,87894,2051.35,41089045,912157741,0.52,1.443,0.047
15429201,87852,1,39,545539,47378146,3276623234,4940678355,174645954,3931142598,0.3528852609478108,87852,2052.92,39301920,896222761,0.362,1.447,0.048
14292647,85178,1,66,1080371,52168034,3517073311,5081291576,177100280,3831108721,0.5064899601882911,85178,2116.06,39585735,904677672,0.308,1.503,0.053
12998399,84285,1,94,308949,54869577,3704282610,5264001456,178833066,3691716717,0.7045799678925107,84285,2129.86,40687445,966794392,0.268,1.51,0.056
13103404,83206,1,97,543590,51217061,3344678537,4759160728,184673571,3841075795,0.4337665209945315,83206,2126.85,40493710,934395205,0.249,1.533,0.04
12724333,84575,1,117,558992,55147909,3841129720,5313760646,174093042,3438676405,0.6562562837967477,84575,2158.13,39822960,974185632,0.237,1.557,0.044
11924621,83133,1,176,779756,57699647,3742378637,4866917414,195582152,3983501575,0.5390120453279824,83133,2311.45,40190051,946963088,0.243,1.695,0.06
