benchmarks,input-size,threads,branch-instructions,branch-misses,cache-misses,cache-misses-percent,cache-references,cpu-cycles,instructions,instructions_per_cycle,idle-cycles-backend,idle-cycles-backend-percent,idle-cycles-frontend,idle-cycles-frontend-percent,context-switches,cpu-clock,cpu-used,cpu-migrations,major-faults,minor-faults,page-faults,task-clock,L1-dcache-load-misses,L1-dcache-load-misses-percent,L1-dcache-loads,L1-dcache-prefetch-misses,L1-dcache-prefetches,L1-icache-load-misses,L1-icache-load-misses-percent,L1-icache-loads,L1-icache-prefetches,LLC-load-misses,LLC-load-misses-percent,LLC-loads,LLC-stores,branch-load-misses,branch-loads,dTLB-load-misses,dTLB-load-misses-percent,dTLB-loads,iTLB-load-misses,iTLB-load-misses-percent,iTLB-loads,time,user-time,sys-time,Speedup
13,2,6,569386736,16149042,14989966,16.315,91880326,4551440971,3500983866,0.77,1452887081,31.92,1046424382,22.99,4610,2.01004,1.124,944,0,139917,139919,2.01671,39793019,2.41,1650921760,2995,54979938,35423216,2.71,1306406346,9258728,15232169,16.63,91605876,24083642,16392396,638149391,759775,0.05,1386563943,258050,0.02,1241758912,0.155,0.283,0.06,1.6206451612903228
13,2,7,631152885,17445882,14091484,17.884,78795261,4973692779,3354629833,0.67,1300634292,26.15,1069458642,21.5,6015,2.27499,1.256,923,0,141152,141155,2.28161,34856153,2.12,1645497682,4597,45401545,32077551,2.12,1514772851,6394017,15413108,15.41,100041618,27213824,18456060,591527582,968873,0.06,1745679448,301535,0.02,1358838080,0.158,0.335,0.051,1.5898734177215192
13,2,8,693194710,16025384,13704443,16.665,82236061,4813972681,3391391707,0.7,1341773578,27.87,1054024279,21.9,5512,2.17104,1.203,926,0,140875,140876,2.1776,38984572,2.38,1636170974,3204,55419134,31311443,2.25,1394656615,10507478,14583969,14.5,100578294,26840990,18932999,549069994,912664,0.06,1481214011,301930,0.02,1399214326,0.149,0.31,0.052,1.6859060402684567
13,2,9,771541138,17262675,15020558,16.754,89651697,5117670724,3604254624,0.7,1544495807,30.18,1129910737,22.08,6400,2.31941,1.268,1029,0,141052,141053,2.32623,44041171,2.35,1870206542,4217,61802193,39430288,2.86,1378174003,6911019,14370067,17.52,82032454,22857808,14415919,824700392,795787,0.05,1688705174,257899,0.02,1531372536,0.151,0.328,0.064,1.6635761589403977
13,2,10,710883307,18187201,13466048,16.981,79302371,5033749633,3421538622,0.68,1288840599,25.6,1024331186,20.35,6539,2.28477,1.245,939,0,141314,141315,2.29171,34829790,2.0,1744636409,4707,47756741,30844215,2.08,1485283669,8778712,14227109,14.19,100294716,26618732,19166310,558108034,996315,0.06,1588091748,344713,0.02,1480400875,0.148,0.33,0.066,1.6972972972972977
13,2,11,1002868884,16006183,15276399,15.72,97180265,5875910257,4105176098,0.7,1649875720,28.08,1239682307,21.1,9728,2.6493200000000003,1.434,1069,0,141928,141929,2.65629,43720353,2.06,2127158671,4788,52996001,30456623,1.69,1799319943,3943946,13871747,17.67,78523933,21722410,15645493,1068477731,827947,0.04,2019835803,263309,0.01,1811530587,0.156,0.376,0.087,1.6102564102564105
13,2,12,578716079,16890030,15246595,16.387,93039573,4769432785,3613306724,0.76,1453802869,30.48,1220209655,25.58,4943,2.12011,1.185,934,0,142038,142039,2.12713,41035845,3.01,1363063835,6318,51441912,36422767,2.82,1292760992,9369493,14466064,19.29,74997565,21331450,15420353,660267480,820507,0.05,1581926719,282184,0.02,1316561140,0.149,0.332,0.068,1.6859060402684567
13,2,13,978319393,18880808,16948220,16.822,100749577,6151628180,4015700052,0.65,1533145045,24.92,1090628340,17.73,9923,2.76424,1.513,945,0,142504,142507,2.77165,37153961,1.73,2146412949,5084,40538133,31982123,1.67,1910297452,2519619,15389044,17.05,90262787,27883629,16608007,1008090661,890058,0.04,2179372314,287063,0.02,1890610838,0.159,0.429,0.094,1.579874213836478
13,2,14,1033542835,17885887,13942319,16.093,86637493,5781933303,4248121246,0.73,1394412309,24.12,1102365752,19.07,7519,2.59817,1.42,1043,0,142948,142949,2.60547,40901863,2.06,1986287654,4856,55996320,32375151,1.91,1697377388,7186425,17348479,18.88,91900143,24214822,18186741,827132990,863374,0.05,1876109379,317373,0.02,1833724046,0.161,0.463,0.083,1.5602484472049691
13,2,15,589038527,19573343,16132077,18.034,89455156,5351940211,3872438264,0.72,1222741053,22.85,895595153,16.73,6582,2.3872600000000004,1.299,919,0,142706,142707,2.39439,33193096,1.75,1897764847,4565,45438625,30276200,1.9,1595266382,2223035,15179571,16.53,91810947,27898763,18051523,612536152,965374,0.06,1619678003,334786,0.02,1499406888,0.154,0.36,0.101,1.6311688311688315
13,2,16,883226678,15142003,13138500,16.671,78811811,5121761779,4026866282,0.79,1492988183,29.15,1074684957,20.98,5681,2.28093,1.255,973,0,143206,143208,2.28796,41312682,2.33,1770165790,3421,53543973,38921393,2.71,1438678337,8934670,16010823,16.3,98255937,27872360,18427356,783537196,872517,0.05,1695329172,280423,0.02,1581409848,0.159,0.433,0.1,1.579874213836478
14,0,1,514041569,18494583,14611575,18.672,78253787,4597417046,3040613206,0.66,1177726467,25.62,1011044707,21.99,4775,2.06793,1.119,893,0,134239,134243,2.07397,33950474,2.33,1460133673,4658,37331036,33635022,2.69,1249351432,8509513,16790667,18.57,90397870,22329835,19577271,519867305,870554,0.06,1397139904,338269,0.03,1247621876,0.33,0.303,0.023,1.0324242424242425
14,0,2,793984332,17724020,15340991,16.695,91889322,5222695313,3558457865,0.68,1461888487,27.99,1204227415,23.06,5705,2.34745,1.324,927,0,134358,134359,2.35385,35837995,2.06,1739200648,4319,43754041,37309504,2.68,1391816261,8009550,13747253,17.82,77127323,20841463,15830114,802600938,786694,0.05,1648450204,283204,0.02,1547394839,0.259,0.309,0.022,1.3154440154440155
14,0,4,604013897,16759007,15737438,17.291,91015604,4508899282,3054464448,0.68,1448216246,32.12,1115865293,24.75,4203,2.01193,1.177,896,0,134463,134465,2.0181400000000003,40485430,2.88,1406867624,2866,39809052,34954975,2.79,1252695262,14931613,15381196,18.27,84183683,24620216,18243466,524495782,736903,0.05,1367603766,247435,0.02,1298855485,0.226,0.312,0.025,1.5075221238938052
14,0,8,478864169,17237811,15788038,18.016,87631402,4446872782,2959318718,0.67,1279136571,28.76,1178107834,26.49,4218,2.01246,1.18,978,0,134095,134096,2.01871,34734122,2.5,1389197478,4054,38412452,31007163,2.42,1279375873,5256428,13721109,19.06,71989379,22546662,17154292,525641632,844157,0.06,1356695603,260356,0.02,1112613212,0.218,0.361,0.034,1.5628440366972478
14,0,16,497902197,18726986,17460394,19.252,90691749,4912597896,3042639494,0.62,1622126947,33.02,1174199201,23.9,4499,2.19064,1.268,975,0,133984,133985,2.19735,35342380,2.53,1394285758,4326,38261892,31904333,2.45,1303768846,6690877,12597658,18.4,68467371,20786951,18533791,581834859,854412,0.06,1402122592,296663,0.02,1222546891,0.235,0.47,0.052,1.4497872340425533
14,1,1,953961112,24699459,19245702,14.28,134769290,7115425937,6099102506,0.86,2451916499,34.46,1273647686,17.9,4714,3.12693,1.1,893,0,134558,134559,3.13346,60723407,2.38,2547683268,2713,77333501,47872241,2.43,1971426175,36784323,23607490,15.79,149490096,40038926,28389247,831727823,836018,0.03,2451160206,297228,0.01,2007985617,1.349,1.291,0.054,1.000074128984433
14,1,2,1022065046,30571199,20261041,13.599,148988105,7827404775,6566875672,0.84,2694389468,34.42,1472212198,18.81,6843,3.4202,1.303,854,0,133931,133932,3.4267,61954167,2.25,2758114819,3106,78174029,46202186,2.18,2118625440,28855128,22142438,17.94,123435502,32964527,29696688,1078320222,761519,0.03,2683185254,295718,0.01,2166355395,1.103,1.363,0.057,1.2231187669990935
14,1,4,1010612954,19193332,20672737,14.725,140393470,7909534290,6568684854,0.83,2880502796,36.42,1164924813,14.73,7574,3.48382,1.439,907,0,134446,134447,3.49014,56422743,2.1,2682715105,7560,76578347,36342606,1.64,2213225502,32212505,20231122,15.84,127725175,31572579,18396166,1065032299,818077,0.03,2707519774,292990,0.01,2108421456,0.907,1.387,0.062,1.4874310915104743
14,1,8,753500727,26164911,21451076,16.893,126982972,7341069056,5486197698,0.75,2318083013,31.58,1423823983,19.4,4080,3.25481,1.41,935,0,134330,134331,3.26106,53176199,2.24,2369943744,3572,73627969,39463984,2.15,1834036235,37776458,21939017,16.51,132871508,33482581,27146039,793716897,779506,0.03,2467556525,271425,0.01,1829961945,0.826,1.537,0.078,1.6332929782082328
14,1,16,771524807,21503058,24289467,18.889,128591749,8249807009,5997756462,0.73,2493529757,30.23,1254165621,15.2,5209,3.68112,1.626,969,0,134282,134283,3.68749,44209749,1.63,2711820197,5536,68139436,36059358,1.82,1982549176,31432820,25212986,20.52,122875940,37647515,22288706,791308615,800162,0.03,2425160948,273281,0.02,1772840526,0.745,1.766,0.098,1.8108724832214769
14,2,1,2113313984,63574889,48679368,12.657,384596378,17829507524,18163361556,1.02,7218134768,40.48,2231744010,12.52,6205,7.65014,1.051,912,0,137173,137174,7.65647,144200001,2.07,6963931824,4108,239273723,77395483,1.66,4663912474,149456959,48233796,13.54,356218804,99797339,64858876,1992738162,848998,0.01,6750001267,299331,0.01,4719317564,5.774,5.584,0.186,0.9816937997921719
14,2,2,2005095778,61767270,48572495,12.123,400660330,17192936757,17734307123,1.03,6791266729,39.5,2350929143,13.67,4317,7.355899999999999,1.294,905,0,135901,135902,7.362,148323770,2.17,6832068927,2620,252903266,69274200,1.53,4522080237,145291727,52124333,14.69,354902615,103034795,64743827,1862852018,914768,0.01,6684734632,308011,0.01,4598972607,4.2,5.424,0.257,1.349595238095238
14,2,4,2081036503,43207465,51917981,13.85,374853116,18028867477,18363018440,1.02,8170961737,45.32,1793470271,9.95,5347,7.7002,1.551,913,0,135366,135367,7.70649,150898752,2.16,6990576814,3009,254177044,50056619,1.12,4464596272,146998539,46556159,13.53,344046639,90822814,42826214,2156361087,787984,0.01,6833234669,311693,0.01,4660140451,3.466,5.652,0.232,1.635401038661281
14,2,8,2022462302,50485007,48212468,12.55,384165530,19198317130,18091179568,0.94,9013671337,46.95,2006936692,10.45,5317,8.22344,1.724,929,0,135154,135155,8.22983,145303768,2.12,6864116002,3177,248964791,67335250,1.47,4581008153,150752671,47613947,13.55,351346613,91752688,50106437,2120724824,778155,0.01,6708743879,286924,0.01,4495116752,3.274,6.129,0.323,1.7313072693952354
14,2,16,2081437807,38880055,54009449,15.243,354314355,24803550702,18475006173,0.74,11758308556,47.41,2039298134,8.22,6680,10.8037,2.325,941,0,135666,135667,10.81047,140259901,2.04,6883710770,7760,224863961,51454751,1.07,4802626943,137816141,50172837,15.86,316441914,82348596,39552449,2223005183,859116,0.01,6969471003,284198,0.01,4524101479,3.139,8.278,0.576,1.8057661675692898
15,0,1,858696872,17165164,14652693,17.361,84399072,5753764942,4794502251,0.83,1543354901,26.82,996561259,17.32,7476,2.59204,1.232,926,0,135278,135279,2.59854,38019220,2.1,1814477417,4747,38802672,33016169,1.96,1684826472,9940908,14722603,17.32,85000699,21346819,16672459,849226101,832476,0.05,1775390177,280151,0.02,1789579553,0.553,0.531,0.018,1.0030741410488246
15,0,2,547450259,15594789,14414443,17.844,80779227,5040556312,3993954161,0.79,1410962624,27.99,1044627904,20.72,4438,2.23259,1.23,888,0,136264,136265,2.23894,36928094,2.4,1536729284,3699,40619999,34258316,2.38,1441736612,10515027,14398897,16.89,85252024,22435364,16818585,580961765,974959,0.07,1436303971,298265,0.02,1323901850,0.306,0.539,0.022,1.812745098039216
15,0,3,780325544,14898380,14008778,16.875,83012837,5235856440,4521985987,0.86,1757345102,33.56,1068196274,20.4,4773,2.32052,1.341,924,0,136503,136504,2.32692,40946363,2.63,1559740234,3272,42614029,34212240,2.32,1477549734,11351214,15598483,16.83,92684890,27223400,18682009,644572712,744024,0.05,1569719330,259754,0.02,1639599199,0.225,0.55,0.025,2.4653333333333336
15,0,4,605179918,17062775,13796598,15.986,86305847,5115526547,4569417741,0.89,1775165269,34.7,1103276451,21.57,4325,2.25063,1.319,938,0,136801,136802,2.25708,38797570,2.67,1451903397,4464,40207368,37269368,2.71,1377190270,7971441,15550375,21.74,71512670,18441814,15300402,693002039,773940,0.05,1485068764,294253,0.02,1459312617,0.186,0.558,0.034,2.9822580645161296
15,0,5,988103243,16156880,13655131,15.863,86083666,6324534186,5620896568,0.89,1857303238,29.37,1026413146,16.23,6789,2.82106,1.662,930,0,137444,137448,2.82747,40041020,2.0,2003564370,4732,40757127,36849827,1.93,1906487516,10585316,16318864,18.09,90212827,22157584,17653668,1012223855,814057,0.04,1940523233,270515,0.01,1934811423,0.166,0.566,0.033,3.341566265060241
15,0,6,643574657,15933758,14205629,16.422,86502914,5195002757,4426991347,0.85,1787422110,34.41,1068493761,20.57,4532,2.29845,1.372,975,0,138363,138364,2.30523,40580845,2.71,1499971592,3080,40297959,36417934,2.37,1539817517,10250210,13961941,17.25,80915658,21711424,16317244,650373497,813215,0.05,1482943309,280931,0.02,1460239742,0.151,0.576,0.046,3.673509933774835
15,0,7,660115698,16732104,14877879,18.69,79604255,5357969857,4400250102,0.82,1487738901,27.77,1055466792,19.7,4575,2.38033,1.436,942,0,138556,138558,2.38718,39283540,2.54,1544815097,3775,41179669,32408674,2.29,1416440268,9953843,13960267,16.3,85645788,20872101,16544191,601953100,874860,0.06,1443894060,298386,0.02,1490781421,0.163,0.649,0.055,3.4030674846625772
15,0,8,580391561,17320231,15076098,16.916,89124050,5296962022,3903113669,0.74,1420501182,26.82,1065480322,20.11,4551,2.34658,1.415,951,0,138680,138682,2.35327,35347636,2.35,1507276665,5298,41744548,33017299,2.26,1459053261,9905448,13006141,15.92,81691879,21542359,15323989,587733740,915599,0.06,1436703081,280886,0.02,1439380025,0.158,0.687,0.055,3.5107594936708866
15,0,9,888669844,15840047,13259097,15.627,84849203,6347699195,5086444749,0.8,1467247499,23.11,1113968977,17.55,7982,2.87311,1.702,916,0,140285,140286,2.87967,41479866,2.36,1757753032,6429,44612918,36684641,2.06,1778171816,9077314,13674785,17.09,80008247,21967338,17305770,870049183,894170,0.05,1826265673,311951,0.02,1816743782,0.153,0.756,0.075,3.625490196078432
15,0,10,704270804,17029156,15278921,16.281,93845717,5871004402,4730455613,0.81,1689507628,28.78,1186341937,20.21,4944,2.6067600000000004,1.566,978,0,139945,139946,2.61339,43374501,2.75,1574719738,3140,45419071,34033702,2.1,1618900332,8003029,12899241,18.01,71615029,18177475,14675631,844693286,755303,0.04,1702338567,288196,0.02,1600039456,0.144,0.74,0.056,3.852083333333334
15,0,11,655270705,16978894,16902709,18.628,90739044,6037402231,4572163018,0.76,1439158003,23.84,978175920,16.2,6403,2.71585,1.643,996,0,140155,140156,2.72251,35746749,1.98,1801076663,4771,38872398,31347722,1.8,1744078570,8416453,14012547,17.42,80438864,21162818,17276885,733318570,972721,0.06,1666636088,305392,0.02,1586061331,0.144,0.747,0.063,3.852083333333334
15,0,12,609904639,17191345,15901108,17.085,93071086,5579039099,3867939929,0.69,1461332730,26.19,1040897197,18.66,4875,2.52943,1.543,937,0,141543,141545,2.53636,35168285,2.21,1591200972,5273,39550550,31921771,2.12,1507766226,10790438,14156587,16.68,84865023,23958691,16562016,596726049,916835,0.06,1488492024,288554,0.02,1465454037,0.14,0.795,0.08,3.962142857142857
15,0,13,982771646,16873906,13451159,15.941,84380940,6642890239,5467156350,0.82,1651728408,24.86,1209458450,18.21,9126,3.0209200000000003,1.812,952,0,142044,142045,3.02771,44018571,2.32,1896702726,7481,46280828,33793403,1.78,1897516988,7827871,14130161,18.06,78224065,21740647,16201500,1044594194,885033,0.05,1935693411,287131,0.01,1947789717,0.142,0.822,0.084,3.906338028169015
15,0,14,903112447,18144502,13988181,15.419,90720186,5933759050,4934842501,0.83,1615267004,27.22,1107436649,18.66,4642,2.66033,1.605,964,0,142594,142595,2.66732,42096796,2.51,1678587454,4302,41576103,31864924,2.13,1493508047,10415020,15217187,17.39,87489789,23060049,16429579,816995548,833639,0.05,1697165558,279462,0.02,1736966920,0.151,0.916,0.081,3.673509933774835
15,0,15,890264615,16684832,14893735,17.177,86709099,6067879729,5155943405,0.85,1458102297,24.03,1007250123,16.6,4582,2.73862,1.64,961,0,142199,142200,2.74575,39842329,2.28,1747611521,4005,39421582,37826349,2.31,1636658738,8222006,14828455,17.95,82629231,24040859,16425067,815579554,948250,0.06,1694129980,277310,0.02,1737774762,0.162,0.998,0.092,3.4240740740740745
15,0,16,932454496,17176206,14536250,15.093,96311066,6762766376,4820044883,0.71,1653604816,24.45,1270347623,18.78,8822,3.04726,1.818,996,0,141906,141909,3.05412,41581119,2.12,1963320717,5659,38394638,30252622,1.5,2014462190,9474010,12580724,16.24,77445271,21360738,16364915,974095349,913948,0.05,1947694149,286685,0.01,1914883531,0.133,0.846,0.089,4.170676691729324
15,1,1,1324270704,22943271,15925738,14.493,109887761,9519134666,12553279375,1.32,3109565692,32.67,1171635531,12.31,5204,4.12913,1.097,918,0,136300,136301,4.13562,60707430,2.03,2986836575,7745,62913239,40428419,1.34,3019304323,34838031,20972356,20.03,104687206,26187072,22780814,1382323896,790464,0.03,3052506025,296428,0.01,3095530311,2.249,2.221,0.024,1.0007558915073367
15,1,2,1459495583,19947927,19052703,16.994,112113446,9986060333,12213602898,1.22,3057432339,30.62,1242473471,12.44,9649,4.39909,1.613,914,0,136545,136546,4.40534,62743168,1.91,3278596213,4804,59423575,30993543,0.91,3405349470,38197988,18838753,17.26,109136735,32761498,21372876,1453635938,876039,0.03,3238728298,274565,0.01,3282824346,1.193,2.219,0.038,1.886588432523051
15,1,3,1185190587,21945045,23160609,20.209,114603298,9207118880,11900772827,1.29,3050500879,33.13,1162550875,12.63,4498,3.98658,1.697,920,0,136831,136832,3.99286,59949210,2.04,2939143948,5666,60421725,35776367,1.19,2998382864,34841345,16733898,16.35,102353661,31124113,20354701,1183006046,916495,0.03,2860892671,291954,0.01,2921757008,0.838,2.223,0.05,2.6857995226730313
15,1,4,1154134624,19272945,19200788,16.688,115054437,9301637359,11716665563,1.26,2981050816,32.05,1343081683,14.44,4429,4.05913,1.864,920,0,136788,136790,4.06582,60715883,2.05,2965888087,4961,55154181,31744386,1.09,2919240725,38015901,20173201,18.67,108068058,31856994,22896868,1269096952,823488,0.03,2978900225,262263,0.01,2869896333,0.668,2.235,0.061,3.369311377245509
15,1,5,1239023096,21023579,18681784,16.646,112229876,9488359071,12602514749,1.33,3251983176,34.27,1326576435,13.98,5523,4.09171,1.964,931,0,137194,137195,4.098229999999999,62561883,2.14,2925138034,8046,62674327,34706848,1.13,3060802831,35947517,18025186,17.13,105199220,31140081,20988409,1323945371,767342,0.03,2980709794,276970,0.01,2978687158,0.559,2.247,0.069,4.026296958855098
15,1,6,1472793728,20256530,17417825,15.942,109257990,9827214361,11892343375,1.21,3403046717,34.63,1097769303,11.17,5235,4.30581,2.137,930,0,137908,137909,4.312180000000001,61691376,1.97,3123625727,3537,65089857,32083305,1.06,3025175024,39745292,20932795,17.4,120271900,33411199,20723794,1413329193,801244,0.03,3160208788,280505,0.01,3200782681,0.497,2.272,0.085,4.5285714285714285
15,1,7,1362568996,22321304,20385680,16.1,126619926,10109896909,12074317251,1.19,3144472665,31.1,1336494906,13.22,6476,4.41931,2.211,906,0,137595,137596,4.425890000000001,61483631,1.94,3163037901,5432,58660856,28101774,0.89,3151510412,38841350,20552073,18.87,108919383,31725292,21582849,1377657833,797338,0.03,3103022422,268574,0.01,3201217804,0.475,2.392,0.077,4.738315789473685
15,1,8,1308485442,20581039,18563244,15.447,120175675,10167950142,12242021917,1.2,3121038010,30.69,1191758665,11.72,5506,4.44566,2.262,911,0,138355,138356,4.45208,64632950,2.14,3017512945,3183,63714439,36121303,1.18,3069860403,38402239,17862092,16.39,109006229,28285299,20385876,1400901837,779226,0.03,3051710599,264883,0.01,3019710846,0.46,2.53,0.103,4.892826086956521
15,1,9,1494062883,21713613,19302097,17.051,113204279,10845922858,12058794752,1.11,3076008117,28.36,1218411476,11.23,8171,4.83273,2.44,938,0,139663,139664,4.8394,62142385,1.86,3332725098,5054,60016409,32893034,1.01,3269262452,40280562,16724426,15.1,110721474,29825982,24058690,1433955281,913126,0.03,3199695269,309471,0.01,3302685907,0.447,2.631,0.102,5.035123042505593
15,1,10,1558575552,21267599,16295520,14.483,112517599,11262686510,13550218742,1.2,3092769525,27.46,1267889589,11.26,9020,5.0403400000000005,2.558,942,0,140819,140820,5.04695,64272451,1.94,3311626137,7862,64962553,33648450,0.97,3473109773,38793052,20313269,18.2,111592793,34844422,21780190,1532697162,1022892,0.03,3316765290,299337,0.01,3365800186,0.438,2.741,0.115,5.138584474885845
15,1,11,1386165497,25902253,22286657,16.824,132466538,10789768368,11629254638,1.08,2971829372,27.54,1236552809,11.46,8586,4.77322,2.465,937,0,141045,141047,4.779850000000001,59707194,1.81,3297195699,5088,66176830,28388987,0.85,3354449108,44771117,18091386,17.41,103923618,28446586,19517020,1563330195,1064074,0.03,3328284116,271260,0.01,3218624203,0.4,2.609,0.108,5.62675
15,1,12,1326448964,22098290,17076192,15.707,108719325,10317193693,12112841960,1.17,2945625290,28.55,1362264096,13.2,4866,4.58075,2.383,944,0,140966,140967,4.58778,60728439,2.01,3023438885,8327,62200131,34930374,1.21,2895990241,39427576,22485944,19.32,116398392,28861887,20646697,1311671085,813226,0.03,3059119399,288469,0.01,3045899733,0.411,2.799,0.109,5.476155717761558
15,1,13,1556401348,22253252,19357384,16.961,114125910,11277467186,12010395963,1.06,2880227563,25.54,1152810283,10.22,7006,5.07369,2.653,926,0,140598,140599,5.08056,59054234,1.8,3281053653,4738,60379107,33383773,1.02,3270459669,44990986,18915066,15.58,121368490,32460969,26161403,1347063040,941371,0.03,3202469849,304385,0.01,3375264307,0.392,2.93,0.118,5.7415816326530615
15,1,14,1190626119,20819735,22239946,18.772,118473291,10287654996,11697800638,1.14,3084799916,29.99,1085072906,10.55,4891,4.54155,2.419,955,0,142233,142234,4.54868,60674928,2.02,3011018968,3443,62163606,32447048,1.09,2975549635,44195390,16620075,14.57,114085368,31651333,24669057,1274378693,922096,0.03,2970414216,296605,0.01,2836945077,0.375,2.768,0.128,6.001866666666667
15,1,15,1600318566,22297394,15983131,14.296,111803836,11791417695,12544164584,1.06,2723097026,23.09,1276374932,10.82,8079,5.35061,2.796,957,0,143325,143326,5.35768,63610756,1.86,3428190905,5102,69996669,29705723,0.88,3371763414,43402866,19730427,17.52,112599126,30436795,24420740,1559878732,1167841,0.04,3312155957,315041,0.01,3399801926,0.385,3.019,0.147,5.8459740259740265
15,1,16,1222265021,19793777,18575654,15.706,118267981,10671275356,11778656251,1.1,2835897118,26.58,1254443686,11.76,5993,4.76197,2.547,975,0,143450,143451,4.769010000000001,57340261,1.79,3200842347,5810,59058782,33921228,1.08,3128453298,39664840,17236019,15.54,110938085,31658631,22840654,1227597273,1094722,0.04,2952670025,258706,0.01,2921089922,0.354,2.831,0.14,6.357909604519775
15,2,1,3520680316,42028899,36471342,16.396,222434986,25326406493,40946035113,1.62,8831394819,34.87,1729843136,6.83,4959,10.77485,1.027,909,0,141451,141452,10.78124,153448497,1.82,8451478705,7429,159078299,41275983,0.47,8827897245,162044530,36441399,17.44,208977361,64116304,43321828,3635311607,788810,0.01,8558597505,281391,0.0,8778651807,8.986,8.925,0.056,1.0040952592922323
15,2,2,3878384646,45281869,39902193,17.896,222967721,26615554208,41624652627,1.56,9125914326,34.29,1587411192,5.96,5969,11.39401,1.781,887,0,142499,142500,11.40021,147866768,1.65,8987597845,4221,159222588,36031122,0.39,9142488934,172265796,42593041,19.25,221208658,75699667,43883872,3781020884,949509,0.01,8800685891,321932,0.0,9093554195,4.862,9.134,0.132,1.855779514603044
15,2,3,3720509675,39771135,38692867,17.87,216523899,26418286083,42100392090,1.59,9425115763,35.68,1575106752,5.96,5549,11.22656,2.289,907,0,142301,142302,11.23296,151610242,1.72,8796341460,2866,158448993,42283438,0.48,8810138512,166704451,41360421,19.52,211897607,74020378,40297968,3743481048,1017513,0.01,8663442354,323689,0.0,8967326580,3.395,9.235,0.14,2.6576730486008837
15,2,4,3607135257,45084511,41205100,18.399,223954179,26841520110,40997202617,1.53,9650876654,35.96,1683401583,6.27,7489,11.43901,2.701,964,0,140137,140138,11.4455,151067913,1.73,8742071462,4130,157320067,31721484,0.35,9023804615,168751188,41115185,19.11,215199971,71947344,42239793,3708147582,935104,0.01,8716357368,325294,0.0,8894975980,2.71,9.349,0.174,3.329446494464945
15,2,5,3878522037,41495889,41349628,17.373,238013569,27208203340,40755390922,1.5,9901759948,36.39,1683938973,6.19,5089,11.72786,3.043,916,0,141708,141710,11.73432,164147588,1.86,8834506255,3854,172775590,33775601,0.38,9005070886,170423771,42060197,17.51,240215876,73405156,40600896,3732695207,896962,0.01,8843279516,296204,0.0,9056927123,2.338,9.539,0.242,3.8591958939264326
15,2,6,3703382812,40167450,40870178,18.034,226623383,27190655483,41649941535,1.53,10010599547,36.82,1916036236,7.05,5528,11.60832,3.307,932,0,141129,141131,11.61483,153145795,1.76,8700301788,6331,155283131,35810451,0.4,9064792949,157110625,41603385,18.97,219275990,70344176,41301097,3858691756,837213,0.01,8976945048,269645,0.0,9079617668,1.975,9.425,0.25,4.568506329113924
15,2,7,3741671632,46730277,39799427,17.507,227335273,27447449163,40709587650,1.48,9461653701,34.47,1746600176,6.36,7189,11.7755,3.542,933,0,140160,140161,11.78196,149638455,1.67,8968897116,4280,157449439,33685933,0.38,8975152244,168835686,45191405,20.66,218729742,71789471,42220996,3649083916,904103,0.01,8695686593,353167,0.0,8967153683,1.783,9.536,0.274,5.060459899046551
15,2,8,3547015578,40533000,40325898,17.594,229200538,27406973102,39906176714,1.46,9419635596,34.37,2134933621,7.79,4970,11.77169,3.699,981,0,142744,142746,11.77853,146276242,1.68,8692158311,6004,159217264,37743865,0.43,8814585242,167486855,45780720,20.55,222740941,71436355,42841046,3579244865,886157,0.01,8619343604,252962,0.0,8760617261,1.677,9.781,0.318,5.380322003577818
15,2,9,3926962171,39777219,37495766,16.663,225024499,28998832596,41409330002,1.43,9598556061,33.1,2053567473,7.08,8094,12.5921,4.042,961,0,141052,141053,12.59901,155390528,1.73,8996287751,3502,159341520,39395785,0.41,9500659556,161769994,40144469,18.28,219576801,74693816,42366219,4009197527,925902,0.01,9053536881,257322,0.0,9237187715,1.591,10.086,0.344,5.671150219987429
15,2,10,3725722293,38592436,42554865,19.221,221399035,28473871278,41501383781,1.46,9644903013,33.87,1916701360,6.73,5054,12.32112,4.098,957,0,144421,144422,12.3278,151923013,1.72,8808432452,3268,159526231,33510336,0.37,9115500465,170824413,40323395,17.36,232259409,79661237,47166728,3741054694,1071211,0.01,8747428403,309075,0.0,8804575177,1.491,10.173,0.402,6.0515090543259555
15,2,11,3915958891,46470271,38696927,17.135,225841719,28294054015,40378553356,1.43,9465210898,33.45,1886865658,6.67,5669,12.26678,4.219,957,0,143217,143218,12.27443,146338820,1.69,8665134184,4336,154948067,31388416,0.36,8681095772,171723798,44582904,19.43,229421628,79891250,44732685,3594699392,972746,0.01,8862683777,289355,0.0,9300043146,1.385,10.099,0.351,6.514657039711191
15,2,12,3709535279,40811584,42069887,18.205,231090599,27973584247,41080284852,1.47,9671957072,34.58,1744307933,6.24,5403,12.12727,4.234,940,0,143267,143268,12.13436,152345549,1.74,8731130470,3377,164705667,33440981,0.38,8900670736,168573597,40180329,17.74,226450893,71677579,46774521,3640932578,947362,0.01,8715335482,308421,0.0,8810293248,1.353,10.095,0.316,6.668736141906874
