cache-misses,time,branch-load-misses,dTLB-load-misses,cpu-cycles,L1-icache-load-misses,s
27412439,1.911,130564023,1371317,53578525375,43791593,0.44
28029066,1.808,130985020,1431990,53638652338,30420307,0.44
27372698,1.708,130106051,3943725,53271409997,45233882,0.44
30628707,1.632,133105251,1525155,53693770932,40469842,0.44
16600348,0.347,18081975,823940,4462462941,34223965,0.19
13650803,0.276,18923249,790801,4863989771,36657410,0.19
13821379,0.226,18951121,735508,4904512545,34766005,0.19
14920475,0.233,21623926,778845,5003200304,38476897,0.19
16025413,0.236,16531558,716883,5035590801,40471657,0.19
21526193,1.365,30991727,873859,7563844319,41976740,0.73
19106573,1.006,29339115,918166,7021823879,41734164,0.73
20519865,0.908,30648394,861296,6975728874,43857144,0.73
21780115,0.824,22012016,789496,8497793373,43190402,0.73
22928884,0.834,31112208,914861,7926407856,46315349,0.73
50119283,5.507,36549890,928968,17494857748,41355017,2.93
54834550,4.394,77249519,765665,18050033511,86246643,2.93
50814872,4.02,60996144,986203,19161162227,62928371,2.93
53468455,3.407,76325165,811995,20058978021,89506593,2.93
53152647,3.032,60630602,908556,21685696486,70969716,2.93
14564439,0.564,16079295,903303,4899812339,30451564,0.04
14949040,0.305,15896911,853939,5033531555,30375637,0.04
12724407,0.226,13748885,779833,5679491767,38112424,0.04
13260779,0.186,14862121,752071,5296681629,35442449,0.04
16910413,0.165,17124497,922952,5221164027,28556214,0.04
13728831,0.151,14148662,893659,5699155186,32150949,0.04
13508537,0.162,19129121,781188,5508172830,33837377,0.04
16232388,0.154,15150782,773935,5747069541,29890016,0.04
13425609,0.149,17746639,846911,5441846418,32773220,0.04
15867592,0.147,17043426,911961,5487674589,33007056,0.04
15821583,0.141,16996775,970308,6062440900,30266435,0.04
16145892,0.139,17779802,999560,5486991963,33737658,0.04
14867941,0.137,15967960,974996,5644050444,31661601,0.04
12555931,0.128,16251472,831979,5558075247,35136374,0.04
12726600,0.16,16466324,904884,6462129446,34482425,0.04
12655429,0.131,16196863,785941,6289828391,43381866,0.04
14822818,2.243,19388044,828327,9400803073,29922814,0.15
21649717,1.196,21057386,760241,9354482852,34639846,0.15
19933771,0.846,24757969,870114,10361719655,34207826,0.15
18076317,0.665,21989986,890948,10488779922,39753687,0.15
18161341,0.563,21254842,847347,10395456673,41591252,0.15
19965321,0.506,24203084,908119,9927602648,32510201,0.15
17070337,0.473,22165724,891152,9438032944,35389039,0.15
16809522,0.452,24697774,978013,10404003169,31788204,0.15
14518012,0.484,20664509,993265,10382790330,29407855,0.15
20225936,0.412,20204374,872676,10018636218,29379597,0.15
18905573,0.436,20200710,920524,10649419040,29641966,0.15
18828177,0.416,19964206,859017,10592810104,30323518,0.15
18385558,0.402,21979003,919872,10738730812,35714584,0.15
19224895,0.387,20190182,928339,10656951541,39249634,0.15
19091899,0.39,22958542,1131830,11269983488,30912693,0.15
17893326,0.383,20476314,1010415,11320271632,30588272,0.15
36511663,9.051,46332400,841030,25034935516,42808222,0.57
43099448,4.887,44562003,765122,25671104269,40909928,0.57
40549668,3.541,43106729,933160,26398179176,35537583,0.57
34885795,2.715,45475639,935751,26679907466,34895106,0.57
46472614,2.316,43944528,864452,26887609535,34472640,0.57
38096323,1.955,40222147,944607,28047455614,34966178,0.57
40072974,1.786,41661792,950745,27531515221,38608441,0.57
43536697,1.711,44402176,900320,27688506716,41673027,0.57
37829283,1.572,40514962,887244,27949850423,35295026,0.57
39884922,1.415,41678061,946572,27286845602,29662080,0.57
39150049,1.426,42120155,1064257,28784049839,36054395,0.57
37344958,1.334,42026952,887770,29028071135,42047631,0.57
41839276,1.299,40379124,886067,28604119033,37440445,0.57
39714008,1.252,42494640,936381,28323085065,34603095,0.57
42767929,1.243,39270261,949816,29306347768,32868094,0.57
39384423,1.164,40718190,892042,28632587819,38420819,0.57
14663300,0.138,18109580,788702,5440317825,25424110,0.02
15317041,0.093,18394295,919858,4454299883,27656330,0.02
14271124,0.078,15945484,910170,4012438844,30839570,0.02
12717623,0.071,14875206,719637,4178402432,35568524,0.02
12796894,0.071,18199841,821651,3990570368,30981821,0.02
16181201,0.068,18949178,914990,4525696176,29613021,0.02
13118697,0.07,16104653,763905,4831700232,40515480,0.02
14041992,0.072,21487134,853523,5171682923,27611158,0.02
13243620,0.072,16265565,816907,5111716135,33091977,0.02
12890681,0.075,19428709,948788,4444860261,31872627,0.02
13424453,0.075,15027780,824805,4667273548,27502645,0.02
13990077,0.076,17048564,809819,4101855681,30427975,0.02
14641132,0.077,18126741,948280,3987153621,29300255,0.02
12315583,0.094,15734132,865089,5003005036,36573026,0.02
15388117,0.086,21572402,756725,5075209628,30685476,0.02
13590208,0.094,21349937,844397,4790016541,29866141,0.02
14398467,0.853,42115054,925710,6461647908,33300633,0.12
14728982,0.507,35734511,741764,5818659970,32521497,0.12
12850961,0.392,39555528,715705,5942150887,39820658,0.12
12749814,0.336,36364365,746621,6357753427,36222755,0.12
14668321,0.303,41566175,921595,6594769327,30352786,0.12
13566433,0.289,39428473,862215,5766094712,32334443,0.12
13241050,0.297,37164330,777253,6054203229,35980759,0.12
15648687,0.298,40049810,857764,6832218866,27901554,0.12
14492113,0.274,41243709,794114,6076232146,34994233,0.12
14184203,0.269,36643961,940937,6451527495,31457060,0.12
14837527,0.274,40697789,880342,6231401436,28011524,0.12
13795926,0.257,38520555,823981,6766634639,35918846,0.12
13665343,0.263,37305712,924479,6303924144,32308311,0.12
14400408,0.273,42846753,822751,6232892222,30596699,0.12
13448964,0.265,37525302,772738,6903898268,37973822,0.12
13275398,0.256,39566163,816023,7289934663,36038858,0.12
13758891,6.29,206281982,846858,18806588872,38180810,0.61
16429270,3.463,210607830,754971,19318148660,36849329,0.61
15289104,2.439,203070761,759337,18891413711,36177521,0.61
17338337,2.01,211781654,964012,19210010422,33155284,0.61
18025009,1.725,212388955,835870,19215848248,33979712,0.61
18510522,1.542,211282590,895952,19429908265,31746375,0.61
16371623,1.483,203020965,905560,20004706842,38762797,0.61
16152429,1.401,212346005,860373,19612212911,31775426,0.61
16447911,1.296,207259578,869548,19724927454,38618578,0.61
17703311,1.293,209879827,865197,19980565072,35772977,0.61
15620492,1.245,203069269,977339,20094281271,34628858,0.61
15912438,1.161,210356211,1183165,19953965497,33734052,0.61
17448935,1.17,216710081,1092147,20139395183,37243098,0.61
20661169,1.175,213242044,932777,21188627629,35132769,0.61
19109366,1.143,213583475,1047993,20678625032,37979936,0.61
19482041,1.1,211083086,1042816,21640585988,35590648,0.61
14105272,0.165,17902130,892123,3978459056,26661157,0.02
13245969,0.109,18507012,864925,4039701790,33868400,0.02
15880658,0.15,18164838,741084,5320759643,32845566,0.02
12164021,0.097,20374383,874873,4581712967,35462292,0.02
14043493,0.104,17779874,832294,5521167982,32356927,0.02
14702265,0.079,18596704,924025,4195490280,30469887,0.02
15851576,0.084,19687900,897457,4299240611,27746196,0.02
15413701,0.073,18900003,849652,4119715354,28703716,0.02
12262268,0.065,20033368,958190,4868382084,32280592,0.02
14081357,0.075,19152156,1017624,4715630503,30045731,0.02
14330133,0.077,20552111,911993,4625401751,28862392,0.02
17924767,0.07,17118193,863463,5485324020,29990842,0.02
16016295,0.079,18726629,917361,5357863740,29152018,0.02
14418043,0.08,19504104,786067,4403590769,34265659,0.02
12845087,0.079,18378919,866698,4333280122,30742386,0.02
12812912,0.075,18739415,769094,5165823234,34982535,0.02
18491180,1.191,43832295,818792,6595107097,31785498,0.15
19231627,0.723,37182720,802469,7277626963,38180078,0.15
28067308,0.871,40879969,793123,9675747188,32642828,0.15
20946352,0.45,37595651,775727,7454421857,32403392,0.15
23623807,0.471,40230217,843013,7857596352,29864123,0.15
23171358,0.443,37765977,805117,7973181424,31111000,0.15
21349628,0.377,35980465,815896,8081568731,40314667,0.15
19444141,0.333,38537750,734409,8273455798,39544271,0.15
20745794,0.317,36403671,747325,8205829997,32845593,0.15
20147571,0.305,40625732,942917,9363130019,29231967,0.15
21079889,0.312,36867134,809099,8462792920,38367198,0.15
19815984,0.293,43232017,803908,8113615985,36389955,0.15
21675556,0.298,38417847,825757,8632062250,38787025,0.15
20311526,0.277,39884045,886785,7917894390,33153781,0.15
22885385,0.276,40641032,864170,7973885338,30486661,0.15
19280977,0.281,40755776,765332,9944816299,35525385,0.15
70109039,11.241,210236325,750627,30300246354,36182119,1.07
73454931,6.889,208510145,867547,34531100529,38325678,1.07
77626928,5.097,206994112,934948,37583660813,29923186,1.07
83295346,4.428,209294590,783942,39101620303,34927120,1.07
84857350,3.677,211555336,719001,39839654019,41845206,1.07
81579615,2.791,207288331,828142,38092708064,41305827,1.07
88663710,3.007,213257757,848252,41963753212,33390652,1.07
88404400,2.554,204237888,808008,40614124500,30467758,1.07
79733523,1.932,212463425,897134,35478064561,40885927,1.07
81463855,2.117,209754706,899262,39867969418,33532403,1.07
82130549,1.999,211827052,883117,39534014903,37750452,1.07
84594637,1.813,210699966,929528,38236579838,37876243,1.07
83137148,1.848,209164180,880564,40209874161,41697942,1.07
84304349,1.637,206774377,847370,39269001874,42358155,1.07
87797766,1.654,212991360,908058,41273684151,38710826,1.07
83146770,1.542,208295567,1035075,39989075185,36181167,1.07
19598206,0.865,14749349,1212728,6318480484,37130110,0.08
20057187,0.452,14724530,1059222,5728269596,34075140,0.08
21100351,0.243,13917481,1018468,6047188258,29119779,0.08
16034864,0.288,17958010,982107,6385302138,37526037,0.08
19698267,0.452,16817156,1141030,6076016068,38529951,0.08
48899287,3.158,16889595,1104088,11558902047,33427915,0.32
40826793,1.69,17957546,1470659,12299425516,29097993,0.32
41174340,1.023,15556436,2300105,12970097822,31572661,0.32
32524325,0.712,16264789,2029942,12410017829,36019843,0.32
41795270,0.723,18956728,2072106,13277860042,37524120,0.32
155533013,11.732,21784259,1019279,32662129126,43470520,1.54
164590556,6.193,20460032,1315439,32376862042,33060359,1.54
154745149,3.636,16956268,2016798,34484383831,39910784,1.54
132690956,2.659,23271455,3346097,41341845949,54933530,1.54
133703276,2.89,26015727,6964240,64976969883,62722769,1.54
42515959,0.846,15272225,877411,5708371510,30321252,0.07
41375190,0.446,14934987,823070,6449614753,34157865,0.07
41945919,0.353,15666176,949148,7196800459,32971246,0.07
49602786,0.299,15005382,830704,6291865394,38307104,0.07
60915901,0.475,15397830,964400,7752432236,35023379,0.07
88584475,2.891,15163924,843806,10746326009,35598012,0.25
101894765,1.474,15808933,863157,10656744256,30995643,0.25
89980244,1.002,15060197,898353,12300708999,30770337,0.25
98292126,0.654,15697428,765877,12572606059,40374281,0.25
117882458,0.639,20461377,850137,14949056635,31767072,0.25
243921811,10.524,15270672,851305,28633961400,31543363,1.36
259422385,5.424,19544355,955977,28860203033,35360635,1.36
247748514,4.101,16195544,834678,38326572265,32797268,1.36
224142492,2.456,14609447,800008,38874869697,35073400,1.36
293995730,1.655,18582050,971958,46553206460,37904107,1.36
13621333,0.54,23453783,816407,4947103096,28964205,0.04
13427033,0.325,22760262,765904,5289920873,32772226,0.04
15086963,0.262,24040413,712252,5902233946,31424103,0.04
17590470,0.221,21462675,796911,5372082459,31976936,0.04
15290510,0.199,22800797,761169,6025137663,37047348,0.04
15597585,0.188,20930548,738991,5538149073,31137078,0.04
15398826,0.18,24291551,909435,5669310619,33624698,0.04
17012160,0.178,23601658,853865,5677309783,34060116,0.04
15860016,0.387,27993042,850616,9933706781,33063763,0.04
18957876,0.182,23005894,799050,7620454854,28295299,0.04
15476134,0.188,23410124,874279,7355076518,30526086,0.04
18668740,0.2,22792471,738596,7672929739,36633615,0.04
15080305,0.208,26411713,826557,8013769060,35215350,0.04
17319575,0.218,27132153,837149,8427778439,32727489,0.04
15832921,0.234,26049874,861846,10079349682,42141570,0.04
17335601,0.246,26124015,810029,10055042546,35504980,0.04
16559124,3.475,58557115,824557,12453969353,35707364,0.28
16599874,1.855,68083170,829686,12705860606,27698716,0.28
17016472,1.312,65541791,955329,13175586098,30435395,0.28
17063614,1.021,66621617,939064,13152116606,30588132,0.28
17312703,0.861,61077527,798748,13574323474,37703143,0.28
17430213,0.743,64158235,846700,14055687256,35725085,0.28
20613390,0.669,63753139,830609,14890721187,29018249,0.28
17513728,0.614,62189138,894893,13906487404,37228142,0.28
18481448,0.58,67825937,845089,14294154887,34755347,0.28
16740158,0.548,64211059,876923,15104399196,36542310,0.28
17477554,0.525,64064012,781505,15271991803,35640999,0.28
18828916,0.517,68241705,949970,15821913289,32035252,0.28
19175081,0.499,69405433,934420,16421211956,36389919,0.28
18500454,0.497,69795147,769144,16949819508,38352400,0.28
21445964,0.505,67469527,712145,18992330364,37837489,0.28
21278181,0.518,70811124,859784,19288003139,43239074,0.28
42782062,24.868,345149148,806149,62844939553,38905981,3.15
47159962,13.873,353934926,789461,66276593158,39009367,3.15
46958172,10.061,354303915,962888,68150244854,37431775,3.15
46685411,8.349,368020046,914393,71286434660,43875920,3.15
50487391,7.31,366647002,943392,73396898359,49325968,3.15
51449901,6.502,369680333,880524,74234286955,44727168,3.15
53820021,6.059,378043491,1064182,75648797031,43015933,3.15
56069092,5.818,379436140,909745,78336427388,49125592,3.15
59465554,5.458,382330154,889234,78606157644,49168759,3.15
56702450,5.223,377668274,992928,80702431997,59911256,3.15
62061526,5.334,387817703,918661,84045497430,63377761,3.15
61634348,5.119,380673233,903058,84986960016,64600568,3.15
62960449,4.968,387057352,1060915,92007775888,74614036,3.15
68325361,4.763,388648561,917272,89724802026,71959284,3.15
69275851,4.705,392193841,924370,91455721453,74821074,3.15
71844170,4.669,392849348,1211507,96358656812,85517161,3.15
13775345,0.811,24640368,819616,5671492500,29617272,0.0
11932977,0.488,23714078,853343,6333664767,42664369,0.0
14428926,0.421,26422598,793841,7705098640,36850338,0.0
15125634,0.405,25999873,800620,7125306190,38268072,0.0
15714992,0.403,29859923,919744,8742286445,40829470,0.0
15873557,0.408,28452604,756335,7871059873,40917167,0.0
17725404,0.412,28708478,850787,8493118569,44881519,0.0
17090518,0.41,31066232,934468,9981358482,47802792,0.0
15734985,0.41,30560609,819457,10656738655,54704795,0.0
16510136,0.443,31461468,786405,10597859142,52329235,0.0
16504023,0.423,30432327,870909,11229531006,58826402,0.0
17644188,0.421,33701379,905366,12254116096,54727542,0.0
17925116,0.436,32907151,766016,12182380926,57169112,0.0
20725414,0.451,32563317,725982,14269004514,56839143,0.0
18846524,0.452,33902938,813823,15128443364,66414439,0.0
21297881,0.477,34499774,812705,16314950573,57785727,0.0
17590302,3.277,21546161,804345,11937036676,38100170,0.0
20550730,1.719,18632154,777559,12514775264,31572897,0.0
19299794,1.172,19846921,940220,12048965223,33105887,0.0
23476401,0.902,19726544,809820,11728164149,29949139,0.0
21988833,0.76,20482428,849838,12905802721,33785442,0.0
21078768,0.65,20303251,778593,11828660789,35328519,0.0
18852925,0.568,19796619,870207,11889629465,33835528,0.0
20263069,0.545,20562169,835974,12234760385,32476429,0.0
20698646,0.515,21875244,870232,12750573621,40490713,0.0
26140193,0.482,20210618,797378,13875561732,35300789,0.0
20951403,0.444,24111526,864203,12841879048,40736997,0.0
20377034,0.417,21920498,865984,13228598924,32244085,0.0
20529067,0.414,21969116,768710,13112584324,38169473,0.0
25398684,0.423,22496514,929182,14124772337,37886487,0.0
25299810,0.399,23306296,819017,14219977503,42108780,0.0
23119426,0.404,25009789,893833,15115753581,40591926,0.0
32869066,13.052,33853901,711921,34172672770,39106610,0.03
35544859,6.57,34829273,850425,34731133567,33228238,0.03
37124674,4.451,35978244,807953,35665614753,38779837,0.03
37464346,3.371,35256913,885969,36000152938,39352102,0.03
37543401,2.74,36087954,884598,35480969176,43552115,0.03
40227714,2.327,35537120,765706,35759422559,40390905,0.03
39395584,2.048,37143182,878270,36073875624,45928968,0.03
41797303,1.818,39343955,715594,36972758170,44138889,0.03
38726573,1.701,37554886,776347,37441383363,51760739,0.03
42663471,1.566,40234503,834212,37943742914,56928087,0.03
39654750,1.424,40677228,941462,37823720444,53797572,0.03
45863334,1.428,43096356,936642,39314575901,57426142,0.03
46501214,1.344,40754285,942999,39965374666,57872357,0.03
42555793,1.207,40135674,882016,38912270799,59796992,0.03
45571413,1.228,41588861,755952,42330598114,60700920,0.03
42687714,1.221,47133209,928658,43011569386,63955645,0.03
15605317,0.444,17915089,889200,4663837366,30918930,0.08
12963352,0.303,18070001,840786,4529985019,32678786,0.08
13884472,0.261,20766300,790010,5103168262,39750901,0.08
14851890,0.246,17122938,906053,4652991934,36839058,0.08
14624415,0.261,18104910,905376,4700906644,33394075,0.08
14353815,0.258,17423684,796727,5113049739,41252183,0.08
15119453,0.277,19162325,985914,5258740239,31881490,0.08
16549864,0.283,19634375,871363,5317907809,34126911,0.08
15366577,0.294,17079662,835960,6189162231,36452395,0.08
12445513,0.256,20340641,950677,5368140009,36155955,0.08
18128590,0.317,18485105,877357,6001163735,29880403,0.08
17504186,0.291,17737339,693295,5666243769,36325742,0.08
13408942,0.338,18875046,806358,7378132621,38122799,0.08
15102307,0.346,18777190,914955,6264762686,35260670,0.08
14939347,0.354,18842162,931814,6400304051,35135058,0.08
17317591,0.356,20084436,1023318,6364497148,34304551,0.08
15158236,3.741,55331565,872566,12230260789,34752185,0.68
16503850,2.129,50979267,845563,12521889953,40059126,0.68
18180294,1.625,52672443,926110,12651549705,34970366,0.68
20720759,1.435,55104493,829145,12921958176,33267274,0.68
19633644,1.25,52309882,897106,12861615447,38060210,0.68
21777670,1.17,55330334,918000,13160981378,32130588,0.68
20630428,1.189,53635188,907228,13605801776,44815700,0.68
22582440,1.131,54053703,936156,14042232972,40529022,0.68
21056592,1.087,55757873,1002624,14243063976,39672717,0.68
23074643,1.07,54869504,950330,15052653592,39847758,0.68
23658191,1.01,56244273,979021,14567811771,41491550,0.68
23648956,1.02,57268268,1138718,14982891157,41627588,0.68
28313039,1.128,57841832,937589,16073152236,41829005,0.68
26079860,1.056,55455774,984801,15120613224,41450921,0.68
25170519,1.111,56584071,1117962,17804676693,48965768,0.68
25530673,1.085,56814987,1092753,15902288240,41614177,0.68
18526238,6.718,85642303,993522,18702829270,34744906,1.34
20314361,3.98,81034125,871806,19552392918,34139064,1.34
24409039,2.945,85574398,1051115,20796942034,35988670,1.34
24978664,2.593,84317501,918428,20258598678,43821268,1.34
25420114,2.275,81940869,1077974,20236297067,40587625,1.34
27004393,2.108,85899701,976235,20943624468,42409431,1.34
28510625,1.994,85096717,1095870,22228072990,41104681,1.34
30403850,1.924,89131502,1095095,22048575266,42821172,1.34
30406132,1.923,85716779,1074683,23359971313,50252572,1.34
30764730,1.917,87652579,966098,22987500661,47447443,1.34
32065283,1.986,86234290,1062702,24213017396,51043704,1.34
33801029,1.882,87764554,1114600,23535734708,47416631,1.34
33975993,1.9,87008133,1240523,24737405972,50743543,1.34
33994652,1.906,89573725,1096502,24285559220,50230345,1.34
36010866,1.962,88656180,1207621,27481428993,50752070,1.34
36314277,1.932,89502973,1271876,25544460765,50665819,1.34
12844596,0.162,16957813,713553,5038978337,37024039,0.01
14156775,0.091,13986125,773161,4098728834,36852064,0.01
12850416,0.071,17314707,765838,4240603382,33985857,0.01
14231097,0.061,16446090,880698,3996504778,36361524,0.01
14195975,0.055,15100345,721461,4156680713,33008890,0.01
13577106,0.053,17078294,911547,4042326638,26401100,0.01
12755580,0.05,16992304,978218,4075167273,33214042,0.01
14045973,0.052,15109041,736808,4913622981,30874655,0.01
13310699,0.05,16172277,762913,4625082496,35189866,0.01
14005558,0.049,16395051,886013,4968189215,33149132,0.01
15540223,0.05,17012466,917559,4115637366,28789424,0.01
13741364,0.051,16900709,977682,4484251563,34548401,0.01
14197339,0.049,16538813,888494,4206306435,30314579,0.01
13584912,0.059,18551861,798857,4611316542,32139786,0.01
13383926,0.052,15188009,843747,4544316724,32010432,0.01
14496775,0.105,16089477,755295,4033744586,33750601,0.01
13942098,3.888,27172227,833546,12882391683,30183429,0.12
12401291,2.113,28819254,936402,13009801397,38135525,0.12
13493537,1.485,28646269,815722,13095935530,33216434,0.12
12852136,1.169,27952623,752788,14286655204,35299371,0.12
13204673,0.934,28271042,919286,13129761871,34694853,0.12
14739568,0.798,26386784,723419,12960736314,31565588,0.12
13349483,0.736,32792733,871971,13140616961,27029327,0.12
12706379,0.642,27202359,888817,14124727153,37224021,0.12
12417977,0.57,26741192,662134,14239090826,32943822,0.12
13974543,0.535,27282281,860312,13270713617,28183281,0.12
13774945,0.507,28849680,874884,14040166712,34518770,0.12
14637297,0.475,27524933,890952,14450502832,28230256,0.12
15241925,0.461,29295947,922251,13563692542,27111681,0.12
15886951,0.452,28947396,795790,14285810732,32934999,0.12
13152665,0.436,28433140,780208,14133266587,29703526,0.12
14205982,0.457,30598458,808065,15274264039,35321031,0.12
12839450,21.926,126100888,878886,56043735888,41088699,0.57
14251999,11.713,127250503,842808,56658343757,37149541,0.57
15060334,8.179,127857198,786092,56318255556,38376799,0.57
13314353,6.327,128639574,876082,56212888910,37528832,0.57
16970203,5.207,127531118,901039,56034343728,32051596,0.57
15901991,4.344,130756121,895806,56091753227,32995371,0.57
15940343,3.762,126347068,906209,56429203441,33410690,0.57
14918673,3.312,127818150,868784,56132979502,34158036,0.57
15082968,2.994,124995628,880042,56285163544,37151386,0.57
17196484,2.761,126182971,992894,56873228222,33618505,0.57
15079187,2.517,126500030,914122,57625884211,41038354,0.57
16852428,2.424,129345166,994629,57396586042,33741425,0.57
17288550,2.154,129054265,945829,57452521970,31277300,0.57
18947311,2.052,130019253,1169039,58182401201,35099501,0.57
14427708,1.932,126650663,1105499,57725509017,39211666,0.57
16680369,1.87,128890693,1464670,57994387597,43564523,0.57
13396119,1.134,22665450,766227,6886145011,34790593,0.08
14123372,0.715,22485198,846111,6233831744,35496904,0.08
13737164,0.573,21356970,801915,6256523106,33694160,0.08
12710005,0.397,17213455,814705,6290267594,34800624,0.08
13533989,0.426,20046887,824342,6458798604,34099147,0.08
14564279,0.375,20361016,846497,6116340965,33181454,0.08
13603869,0.242,19560984,858913,7100541384,35429910,0.08
14957076,0.288,17566479,803780,6896150659,32125554,0.08
12588405,0.301,19205652,930992,7015636422,32320585,0.08
13604203,0.279,19093492,875047,6108505853,31062152,0.08
15556343,0.247,17203571,778308,6528179044,30048183,0.08
14480554,0.254,17438811,791519,7392659831,31035138,0.08
12471375,0.245,17337740,831750,6594589040,38330941,0.08
13409832,0.176,17427256,784902,6127573342,31017502,0.08
12995789,0.234,19472761,811582,6408018376,34346757,0.08
13531341,0.196,16295712,776845,6466928102,32044776,0.08
12655751,2.039,20441810,934712,8548321907,32886955,0.16
13968741,1.182,19928285,965320,8705495816,32018708,0.16
13921113,0.982,23563945,777212,9254559306,38637737,0.16
13277610,0.726,22200830,752700,8642081824,33251366,0.16
12850878,0.614,25535709,917871,8854436890,32121326,0.16
15608524,0.61,23755193,849695,9518668445,32204157,0.16
12811746,0.617,21531143,905377,8892057882,32509097,0.16
14892450,0.437,21142147,910343,8607534060,32706582,0.16
15229132,0.395,20241188,758754,9252110001,30544596,0.16
16215590,0.385,21724518,904770,9266222929,28497757,0.16
12909001,0.406,21971309,833851,9357513602,32140519,0.16
15912267,0.369,21861768,887083,8896864865,28420423,0.16
14658596,0.41,20931776,921474,8837896645,34083961,0.16
15807639,0.388,21658671,933738,9200988115,31225363,0.16
14224156,0.318,21927606,867685,9110528596,33079850,0.16
13848381,0.349,23182105,851033,8896955915,33386774,0.16
14846827,10.233,101753554,1153295,28310235455,98407079,0.77
17000065,4.937,46296746,1220780,24397151025,41508401,0.77
15555240,3.762,41946429,1123149,24635918688,40166816,0.77
15259707,2.841,42755584,1129254,24118848641,37757874,0.77
19101941,2.8,54166071,1121519,25037567681,50396569,0.77
16356204,2.428,49470024,1208639,25048617882,39475202,0.77
18260254,2.306,51565186,1102495,26360402089,49769077,0.77
16733692,1.661,44566698,1083826,24585479173,44825129,0.77
16592314,1.97,46643632,1043762,24597283558,44519751,0.77
16712121,1.458,42201268,1134709,24530203037,35073877,0.77
17004791,1.763,47663528,1266815,25514918799,46927336,0.77
16316531,1.435,43128598,979340,24239398243,44335664,0.77
18643823,1.757,39952765,1850839,24591171121,36022908,0.77
18236911,1.429,44452460,1034890,24201494480,38087945,0.77
17489879,1.311,44741320,999975,25109999694,35647699,0.77
16791469,1.087,46008036,950969,24422044319,39531379,0.77
13890047,0.169,16655905,875417,3976559484,32587825,0.02
12481677,0.097,16180404,806160,4776194861,34703709,0.02
13719047,0.073,15373840,902956,4862602628,33241981,0.02
12401743,0.061,15886528,838080,5039701888,30660302,0.02
15509193,0.053,13589875,898522,4225018051,28038265,0.02
13338969,0.048,15137538,708926,4084368976,40583837,0.02
12916351,0.044,16014246,768444,4501056500,33987310,0.02
13134417,0.042,16388662,968614,4084254609,36475797,0.02
13568059,0.04,15199970,861746,4679909591,29894698,0.02
12544670,0.038,14389530,763100,4158010923,31359659,0.02
15545910,0.037,13492790,836508,4106575349,30986407,0.02
12255977,0.036,16504573,942557,5482880486,31573840,0.02
17277958,0.035,14980287,891284,4616100124,29577257,0.02
12424474,0.034,13521528,596086,4453882829,34684339,0.02
12455040,0.034,14285755,813299,4686466713,30503133,0.02
13353168,0.033,14871336,754535,4092628420,28837708,0.02
13983764,0.659,21445276,802942,5612993543,33228103,0.07
12436070,0.365,18887377,773084,5211655228,35549518,0.07
13017374,0.228,17735727,835428,4932207789,28705611,0.07
13531608,0.218,17284627,761941,5131426808,34947842,0.07
11319085,0.166,17767500,764705,4900379514,33813799,0.07
12724351,0.149,17328170,814376,4982993898,31915123,0.07
12616529,0.156,18086321,984742,5264588232,33689495,0.07
12111065,0.145,17178055,892469,4888316280,34991223,0.07
10399565,0.137,17582302,757028,5823454661,37752066,0.07
12598496,0.131,17289340,839081,4813695154,31345387,0.07
13615642,0.128,15323497,843512,4919817933,37619139,0.07
13713024,0.121,17027988,912554,5511841039,30014050,0.07
13400453,0.117,17575336,798847,4932104594,34338681,0.07
11413242,0.114,20646230,934642,5291905626,35099554,0.07
13818494,0.111,15715870,802132,5063263191,28246141,0.07
14816589,0.109,17812485,952009,4965961360,29865910,0.07
14221407,2.635,47854524,924834,10100235691,59611442,0.27
14035628,1.448,33278706,827710,9589659440,45140588,0.27
13082383,1.048,27513285,733259,8923999564,44034693,0.27
13379338,0.854,26641324,804607,9589936532,37434934,0.27
15249466,0.733,27925890,850078,9382413245,36530766,0.27
13094894,0.658,24277399,756303,8948133393,39465587,0.27
13817761,0.599,25013180,843119,9383998029,35173427,0.27
12430230,0.558,22671502,828062,9065713520,41447090,0.27
13145863,0.512,21435184,811698,8691899194,35572797,0.27
13152500,0.498,22280176,681020,8607101437,37690768,0.27
13301100,0.49,22599509,926081,9824835056,31406567,0.27
10804752,0.455,22474466,913263,8694929996,41574532,0.27
13095640,0.444,24175835,1025744,9210514294,29639647,0.27
14994424,0.433,22854304,856088,10031170362,28763009,0.27
12588708,0.42,20137891,742836,8969367307,35901460,0.27
12001626,0.416,21441744,747823,8788551762,34957542,0.27
11297846,0.491,16234602,933957,4810332590,34917473,0.05
11901227,0.312,15286339,796135,5069312217,33411961,0.05
13126738,0.25,15133510,776635,5426856817,30560344,0.05
13293911,0.22,15561215,915505,5699010988,34663691,0.05
13620469,0.204,15618084,925464,5933292526,32362645,0.05
14999791,0.29,16497214,962846,5258043619,30468127,0.05
11381801,0.19,20816354,989734,5259431999,35115836,0.05
13444918,0.184,18385414,931682,5785800322,29588556,0.05
13943281,0.185,16532050,850810,5784667887,33358426,0.05
11270216,0.185,18193851,766024,6107805509,36486911,0.05
12783718,0.18,16138751,816996,4945631619,33865254,0.05
12144067,0.173,18515276,1026167,5103241210,36050805,0.05
13319445,0.179,16529836,749906,5528727439,40501468,0.05
15752448,0.169,14202934,668157,5090637567,34775078,0.05
13875345,0.174,15387818,888729,4981754440,30466132,0.05
