L1-icache-load-misses-percent,iTLB-load-misses-percent,L1-icache-loads,cpu-clock,instructions,iTLB-loads,cpu-cycles,dTLB-loads,L1-dcache-loads,user-time,task-clock,input-size
2.55,0.02,1392158790,2.36,3498439668,1554755353,5338425592,1662333288,1651800133,0.46,2.37,0
2.51,0.02,1362883269,2.24,3165862862,1357586347,5075981045,1458112256,1517571596,0.48,2.25,0
2.37,0.02,1620851062,2.6,3800418635,1697065634,5816012737,1774457196,1690623031,0.52,2.61,0
1.64,0.01,1993149496,3.24,5648702705,2326422041,7266607893,2202418149,2388652728,1.05,3.25,0
1.61,0.01,2093047060,3.12,4758122064,2056529144,6823326571,2108327054,2311663043,0.74,3.13,0
2.12,0.02,1657643853,2.69,4025769470,1757315027,5925496765,1824907608,1857526370,0.75,2.7,0
1.94,0.02,1744959499,2.7,3986673531,1728005509,6038947399,1920301165,1848128380,0.81,2.71,0
1.06,0.01,3593979340,5.15,9684422347,3553305541,11936403563,4761629136,4623172221,3.41,5.16,1
0.89,0.01,4164632915,5.79,10696324351,4033925467,13341982044,5167775479,5140257268,3.47,5.8,1
1.06,0.01,3521701318,5.34,10093633282,3620789553,12491726427,4684386528,4788304767,3.59,5.35,1
1.02,0.01,3865651587,5.79,10812400715,3929966621,13429712323,4975741916,4995998349,3.63,5.8,1
0.89,0.01,3919330750,5.87,10696157968,4015754107,13504603635,5032313368,5166037472,3.69,5.88,1
0.87,0.01,4125723666,6.21,10909809524,4111047621,14032374000,5237394467,5342746020,3.75,6.22,1
0.9,0.01,3963504098,5.95,10444142708,3846588772,13779856983,5016615328,5067801613,3.77,5.97,1
1.1,0.01,3739487632,5.78,10673487430,3774505327,13454993183,4787723615,5013482879,3.86,5.79,1
0.89,0.01,4270330389,6.27,10778018895,4073702704,14378797937,5324433413,5198765327,3.85,6.29,1
1.1,0.01,4102547358,6.21,11217459295,4015331928,14081318596,5189559923,5180260554,3.91,6.22,1
1.11,0.01,4316300696,6.72,11626980254,4266764126,15355883235,5436679688,5448110779,4.11,6.74,1
0.94,0.01,4303035331,6.68,11744428326,4383879482,15334219912,5438972476,5574908464,4.16,6.69,1
0.87,0.01,4815730389,7.27,12195089190,4726473700,16528184187,6017997086,5917469175,4.25,7.29,1
0.89,0.01,4295009345,6.62,12190587470,4336449614,15031413957,5409233727,5589218743,4.37,6.64,1
0.85,0.01,5069300275,7.93,13837055479,4873766983,17903872750,6046241358,6513833877,4.99,7.96,1
0.85,0.01,4611881680,6.96,12678321083,4533127893,15807040324,5734360557,5773731141,4.63,6.98,1
0.61,0.0,5532307774,7.94,15907110438,5517502148,18565992464,7538341368,7449534604,6.14,7.94,2
0.69,0.0,5536460084,8.12,16321234089,5523277360,18985619863,7630414176,7616851822,6.25,8.13,2
0.68,0.01,5651010760,8.37,16917895974,5774411423,19640398063,7513261990,7830695500,6.45,8.38,2
0.7,0.0,6194236527,9.04,17715978970,6132183837,21002822224,8163612012,8143658536,6.58,9.06,2
0.84,0.01,5954996341,8.86,17550149365,5960756394,20717257463,7863752950,8052738284,6.63,8.88,2
0.71,0.0,6112007861,9.34,17211226143,6009693930,21004056297,8126154879,8040229224,6.87,9.35,2
0.8,0.0,6388149511,9.81,18262721140,6367348643,22139064807,8431886637,8482433825,6.82,9.83,2
0.74,0.0,6112493438,9.37,17855185763,6187489114,21848498402,8149923262,8255956784,6.94,9.39,2
0.78,0.0,6634961001,10.13,18616633424,6543069307,23336006249,8662825421,8623796847,7.15,10.16,2
0.8,0.0,6398562242,9.84,18110759203,6287948981,22474430432,8477209620,8386475962,7.24,9.87,2
0.78,0.0,6723330483,10.28,19178292908,6525088956,23889418916,8784772077,8729999702,7.26,10.31,2
0.71,0.0,6856304964,10.59,19566154090,6780831645,24119709610,8847152130,8914247573,7.75,10.62,2
0.83,0.0,6835794585,10.77,19787227919,6691090446,24669219145,8918455837,8830252380,7.77,10.81,2
0.75,0.0,7155435229,10.86,20299507814,6960841722,24711075629,9216056438,9156997460,7.92,10.9,2
0.8,0.0,7694680472,12.15,21858622406,7705535758,27376122920,9968933157,9994102988,8.29,12.19,2
0.67,0.0,7658033929,11.37,21313560843,7368541037,26245858707,9587682742,9723206833,7.99,11.41,2
3.01,0.02,1274999394,1.91,2795415279,1290158382,4295623980,1300533430,1347812637,0.14,1.92,0
2.18,0.02,1412706653,2.19,3194789467,1483630316,4882504576,1546930085,1640219330,0.14,2.2,0
2.27,0.03,1234318184,1.8,2400312706,1085335616,4027813353,1227556317,1200769935,0.14,1.8,0
2.69,0.03,1239075294,1.96,2631282891,1172829704,4378297441,1418925700,1369596244,0.14,1.97,0
2.18,0.02,1476737817,2.18,3103647875,1542468875,4826415702,1468382595,1625624190,0.14,2.19,0
2.52,0.02,1291155293,1.94,2681156272,1285789874,4392913753,1361446937,1277406906,0.14,1.95,0
2.24,0.02,1375991511,2.11,2760494828,1402546400,4716360391,1472370044,1488125745,0.14,2.12,0
2.71,0.02,1220883577,1.96,2658859381,1280638582,4350752163,1287911267,1404935860,0.16,1.97,0
1.92,0.02,1538982491,2.21,3082873831,1439128009,4959916158,1504223123,1584466523,0.16,2.22,0
3.25,0.02,1134378551,1.96,2663652448,1295750223,4365552212,1393223747,1332564778,0.16,1.97,0
3.35,0.03,1068665065,1.8,2478364288,1125532164,4059708827,1218234664,1237325671,0.16,1.81,0
2.44,0.02,1404869493,2.12,2880120121,1387373609,4713743852,1535593256,1482377931,0.16,2.13,0
2.73,0.02,1224868182,1.94,2475917498,1293315487,4328558405,1296094098,1297253057,0.16,1.95,0
2.12,0.03,1266941906,1.89,2562218910,1133252685,4225943996,1170288855,1337278270,0.17,1.89,0
3.23,0.02,1179510322,1.95,2533317306,1220617399,4282611639,1412518576,1262936998,0.16,1.95,0
3.31,0.03,1090489572,1.81,2514258707,1103319415,4057187294,1109957075,1259352500,0.17,1.82,0
0.63,0.01,5272849182,5.61,17992397768,5362597156,13033594208,7993247866,7541373936,3.87,5.62,1
0.66,0.0,5414268445,5.83,18610239786,5507095969,13541073404,8195294113,7990265543,3.9,5.84,1
0.55,0.01,5600068278,5.96,18777547805,5533693231,13804963445,7902717341,8270040178,3.95,5.97,1
0.61,0.01,5249481335,5.62,18192965915,5306756514,13071861258,8004196532,7584047466,3.91,5.62,1
0.64,0.01,5416722891,5.8,18930957996,5483749551,13513564990,8046019867,7964385581,3.87,5.81,1
0.52,0.01,5514098322,5.82,18176507085,5368839636,13569064108,7992865509,8044669157,3.94,5.83,1
0.5,0.01,5718795207,5.99,18080449711,5461643964,13887124415,8195764543,8115747323,3.96,5.99,1
0.65,0.01,5432657383,5.92,19144451719,5480002118,13629213452,7897591396,8177869491,4.02,5.93,1
0.65,0.01,5248621975,5.62,18620242300,5346336471,12993799097,7872374695,7632968836,3.96,5.63,1
0.6,0.01,5459117364,5.93,18597630909,5470790405,13513570038,8005537547,7891203324,4.08,5.94,1
0.51,0.01,5662254015,6.36,18760289152,5667608937,14449190129,8155720815,8239003223,4.21,6.37,1
0.49,0.01,5798990030,6.81,19091661484,5720371751,15129861601,8135645807,8626056345,4.5,6.81,1
0.54,0.0,5634491070,6.42,18283391371,5684436644,14479869775,8345538151,8032311956,4.27,6.43,1
0.54,0.0,5720168829,6.87,18800448904,5705015729,15181236358,8274760881,8097597442,4.7,6.87,1
0.61,0.01,5345061081,6.05,17995103627,5330935751,13670026786,7960248635,7605541470,4.35,6.06,1
0.65,0.01,5341050401,6.32,19062699378,5150809896,14139740689,7486509699,7953199204,4.66,6.33,1
0.13,0.0,25509847184,23.6,91356810435,25475032959,55805957622,39309008802,38930541487,21.9,23.6,2
0.14,0.0,25453789594,23.55,91627383324,25513719501,55689449367,39447071747,38653881414,21.83,23.56,2
0.14,0.0,25556141658,23.74,93865309903,25382161889,56236783733,38761679443,39553635339,21.95,23.74,2
0.15,0.0,25453587527,23.5,92395808830,25512099977,55598959332,39382580990,38879239650,21.82,23.51,2
0.14,0.0,25610007975,24.02,93692195823,25465907071,56280080232,38869528338,39769646624,22.08,24.03,2
0.14,0.0,25953496588,24.17,92215653641,25935234836,57060851238,39644197514,39360548019,21.96,24.18,2
0.12,0.0,25734602086,23.87,91389791377,25526142477,56347671163,39559478098,39162919089,21.97,23.88,2
0.13,0.0,25741918235,24.24,93000627990,25606883127,56504188185,39312737035,39355406290,22.25,24.25,2
0.12,0.0,25768083549,24.07,92513257013,25702361212,56731972028,39147015739,39381894568,22.08,24.08,2
0.13,0.0,25795813907,24.55,91934023744,25609886298,57324374230,39371235246,39259112323,22.5,24.56,2
0.16,0.0,25742879109,24.66,93968309746,25949922510,57755769886,39719364855,39634969989,22.32,24.67,2
0.15,0.0,25485440705,24.21,93452613994,25322916305,56818584962,38860849834,39671637832,22.39,24.22,2
0.16,0.0,25537603964,24.19,93623276251,25492501408,56634190036,38703652401,39504456223,22.38,24.19,2
0.15,0.0,25693878203,24.79,94086376843,25383525742,57716459598,39189431751,39586012849,22.76,24.8,2
0.17,0.0,25286402993,24.68,93623437596,25599623807,57354102059,39137983814,39416629830,22.83,24.69,2
0.17,0.0,26072373606,26.95,93158675309,26039947573,61142074489,39571288066,39875002993,24.59,26.96,2
1.45,0.01,2342658152,3.31,6047803110,2291193937,7488123889,2880266984,2986499737,1.11,3.32,0
1.97,0.01,1840853834,2.71,5710623476,1912090177,6259518750,2437606439,2558082716,1.05,2.72,0
1.92,0.02,1987753440,2.69,5970758346,1938147881,6182579709,2489996105,2625960960,0.96,2.7,0
1.47,0.01,1943732877,2.7,5769047015,1915377634,6187811137,2608312604,2569906291,0.96,2.7,0
2.07,0.01,1852632724,2.64,5695045456,1935177257,6105448117,2389632470,2468119491,1.02,2.65,0
1.26,0.01,2476748854,3.22,6097769558,2303067329,7229205959,3003213716,2886412697,0.98,3.22,0
1.52,0.01,2297672104,3.08,6152526680,2271198970,7007441208,2823786043,2957907769,0.98,3.09,0
1.73,0.01,1925542831,2.76,5543888289,2002358332,6305949810,2497776463,2685347208,1.01,2.76,0
1.7,0.01,2047393605,2.88,5751397011,2073948159,6516763601,2665087716,2733550960,0.99,2.89,0
1.53,0.02,2000986682,2.74,5289669625,1987370987,6225776225,2621879868,2426335230,1.01,2.75,0
1.48,0.01,2226256172,3.04,6241824610,2268677414,6903410775,2696364500,2843673106,0.99,3.05,0
1.47,0.01,2306699242,3.17,5892097575,2283503648,7077622124,3086207218,2875743871,0.98,3.18,0
1.33,0.01,2305065169,3.13,5818056521,2247805242,7056748465,3001012287,2890366955,0.99,3.13,0
1.17,0.01,2424544642,3.33,6306800950,2340493289,7446197783,2964300011,3005431720,1.04,3.33,0
1.47,0.02,2039492365,2.84,5885711791,1954945531,6408392521,2544849230,2727615222,1.05,2.84,0
1.53,0.01,2004339351,2.79,5447315967,2030481594,6344730945,2657933954,2477887315,1.03,2.8,0
1.07,0.01,2914579948,3.82,9563198749,2916451238,8885024080,4039857538,4384347322,2.03,3.83,1
0.95,0.01,3455383162,4.34,9698614961,3234120371,9974501275,4628324404,4643259922,2.08,4.35,1
1.03,0.01,3187666241,4.15,9512890342,3088421011,9585391252,4100510396,4423033366,2.2,4.16,1
1.24,0.01,2902989269,3.87,9674991566,2853325026,8991065426,3954667555,4247600790,2.17,3.87,1
1.13,0.01,2983406041,3.91,8902598803,2921694299,9078643447,4293935213,4075009527,2.15,3.92,1
1.06,0.01,3263711705,4.23,9226069941,3215425260,9679792730,4490117061,4354544767,2.13,4.24,1
1.33,0.01,2872328455,3.83,9666108359,2991516637,8818082586,4036217354,4160977161,2.09,3.84,1
1.12,0.01,2934257346,3.85,9006418928,2870841684,8861630893,4173666811,4125575660,2.09,3.86,1
1.29,0.01,2889522977,3.78,9497683650,2888727461,8813383838,4079390815,4100948147,2.12,3.79,1
1.17,0.01,2983334029,3.92,9582104594,3031533448,9031787569,4155222387,4196235200,2.07,3.93,1
1.17,0.01,2998789987,3.87,8945821848,2869972196,8949896100,4316634436,4164692197,2.1,3.88,1
1.27,0.01,2872195698,3.87,9582644784,2913616923,8952291276,4077487527,4251205713,2.15,3.88,1
0.94,0.01,3428841181,4.37,10053797488,3461850113,9938963022,4590884414,4557177113,2.13,4.38,1
1.13,0.01,3115463743,4.03,9629180354,3084225277,9227947591,4257288373,4221948237,2.07,4.04,1
1.06,0.01,2958455914,3.89,8959190452,2899425499,8829469641,4057129762,4119465406,2.16,3.9,1
1.27,0.01,3279272211,4.32,10271850236,3276032432,9694569373,4451307598,4573078046,2.13,4.33,1
0.53,0.0,8646548190,10.52,29771004530,8523724060,24735731127,13430495949,13150036239,8.64,10.53,2
0.44,0.0,8512619163,10.18,30716788647,8507231700,23971636887,13250150397,13500056054,8.26,10.19,2
0.43,0.0,8706431714,10.33,29881247637,8376350085,24217714735,13645973381,13371352389,8.35,10.34,2
0.57,0.0,8671013682,10.61,30112590841,8654001111,24932327926,13811683779,13420696079,8.54,10.62,2
0.46,0.0,8911158629,10.69,30569697573,8698251788,25023817398,13398468812,13785989765,8.49,10.69,2
0.49,0.0,8763576253,10.53,31499179449,8678988635,24784582306,13288556328,13835671582,8.3,10.54,2
0.42,0.0,8855233002,10.63,31467754576,8862206928,24940567903,13705186615,13740678132,8.32,10.63,2
0.4,0.0,8766981513,10.44,30154668915,8522622517,24422172760,13680585095,13419368016,8.26,10.44,2
0.53,0.0,9031946985,11.05,30637671003,8803988479,25843589556,13878732989,13841897326,8.55,11.06,2
0.57,0.0,8465067754,10.48,30499630923,8615816736,24681246278,13457931350,13246745875,8.52,10.49,2
0.45,0.0,8782501335,10.73,30231765667,8752219853,25215135469,13915211439,13400767185,8.54,10.74,2
0.4,0.0,8893189167,10.74,31714009067,8811991841,25111692714,13601004193,14041750945,8.31,10.75,2
0.5,0.0,8701096802,10.73,30982942711,8850431815,25116788886,13722082155,13778210165,8.46,10.74,2
0.47,0.0,8582617594,10.38,29926367854,8500289094,24381573567,13394039750,13353622262,8.5,10.39,2
0.44,0.0,8710753933,10.56,30095821990,8666215710,24651793578,13499675634,13562202374,8.5,10.56,2
0.53,0.0,8581847478,10.48,30396483878,8631320897,24357943953,13519427381,13197953975,8.54,10.48,2
2.57,0.03,1306738869,2.12,2691466084,1175260841,4665881633,1327589508,1409394108,0.16,2.13,0
2.04,0.02,1496429868,2.27,2893812202,1404072375,5080816312,1495294433,1577656987,0.14,2.27,0
2.97,0.03,1120341102,1.92,2665475187,1184928477,4265222504,1172726851,1296743595,0.14,1.93,0
2.79,0.03,1054852203,1.74,2294431973,1047255182,3931943211,1073974197,1096834186,0.14,1.75,0
3.14,0.03,1078756408,1.79,2389825411,1024933759,4025612383,1100461739,1210823024,0.13,1.79,0
2.23,0.02,1371693045,2.09,2608198003,1258862023,4677831529,1415310028,1398717936,0.13,2.1,0
3.26,0.03,1082549691,1.85,2401123622,1093689665,4086779206,1083751781,1216632236,0.13,1.86,0
1.91,0.02,1545068043,2.27,2975205437,1507724244,5056203316,1518824240,1477260435,0.13,2.28,0
3.27,0.03,1128588978,1.74,2367542888,1028135749,3967059619,1122909692,1069834960,0.13,1.75,0
1.7,0.02,1622459908,2.34,3270156988,1436213319,5244270390,1521908510,1634140768,0.13,2.35,0
2.35,0.02,1426521342,2.14,2687149511,1344616739,4744961498,1460371432,1398659846,0.13,2.14,0
3.09,0.02,1051711630,1.9,2582740509,1213481501,4308036043,1238516473,1281911769,0.13,1.91,0
2.61,0.03,1084825471,1.89,2402691455,1177930187,4174255129,1148937452,1262436479,0.13,1.9,0
2.25,0.03,1247149831,1.99,2624942198,1188349105,4478326072,1238309233,1384534128,0.13,2.0,0
2.15,0.02,1318973323,1.98,2542495221,1140233632,4478364813,1281735815,1322160727,0.13,1.98,0
2.06,0.02,1533130175,2.21,2965709951,1517941332,4922235951,1531612151,1474096438,0.13,2.21,0
2.56,0.02,1599567744,2.65,3818350436,1619492446,5974970836,1742572796,1688027787,0.65,2.65,1
2.25,0.02,1569141661,2.54,3572434202,1557281661,5647239203,1759343172,1642010876,0.57,2.55,1
2.1,0.02,1525504093,2.43,3275634315,1446383347,5533101085,1673732734,1539719510,0.55,2.44,1
2.38,0.02,1401499655,2.3,3532866053,1369291648,5266933267,1550860980,1484716071,0.54,2.3,1
1.62,0.01,1842842514,2.78,3991342537,1750157421,6211524413,1957940304,1899698506,0.53,2.78,1
1.77,0.01,1973393640,3.01,4365250317,1972298194,6668077500,2161504541,2030498513,0.53,3.02,1
1.81,0.01,1736381110,2.65,3639166824,1744642501,5962574069,1881719676,1784452363,0.52,2.66,1
2.55,0.02,1283030168,2.19,3167914906,1328600369,5021184174,1524110343,1392035247,0.52,2.2,1
1.8,0.02,1669781923,2.52,3450078535,1542779714,5647398301,1776865015,1680255983,0.52,2.53,1
2.19,0.02,1646464805,2.62,3916795182,1566769015,5892900255,1772487768,1890471552,0.52,2.63,1
2.82,0.02,1347270764,2.27,3380295004,1408424686,5223642612,1579119749,1441005015,0.52,2.28,1
2.49,0.03,1280364072,2.14,3092494483,1184961387,4873906204,1387582079,1473005559,0.52,2.14,1
1.82,0.02,1530868239,2.41,3132911580,1463818576,5453207738,1707311930,1675127662,0.52,2.42,1
1.65,0.02,1860877565,2.85,4346214448,1838251451,6361839073,1929668953,2119032111,0.52,2.86,1
2.02,0.02,1348592404,2.26,3093153175,1291541434,5094791939,1517622262,1526904337,0.51,2.26,1
2.2,0.02,1379735272,2.16,3164730651,1284606537,4973650249,1439894713,1356861557,0.52,2.17,1
2.45,0.01,2336121066,4.52,6773708599,2313102085,10441335030,2776328146,2868549606,2.6,4.53,2
2.25,0.01,2118940279,4.01,6424659061,2073741719,9266386139,2666957614,2765322095,2.31,4.01,2
1.83,0.02,2189639390,3.94,6679703364,2126349166,9109440562,2676988680,2659717303,2.22,3.95,2
1.98,0.01,2064008047,3.88,6834216959,2231346167,9028886449,2657767263,2714965513,2.17,3.88,2
1.87,0.01,2118760145,4.0,7110758961,2367206618,9271615890,2814672693,2865942003,2.15,4.01,2
1.71,0.01,2079307162,3.81,6585602292,2165926494,8839760566,2649258736,2739053700,2.13,3.82,2
1.57,0.01,2417741030,4.09,7357585677,2330001815,9450453112,2858100118,2915188752,2.12,4.1,2
1.56,0.01,2200402254,3.92,6919323450,2270024094,9056524951,2710294240,2892407118,2.1,3.93,2
1.19,0.01,2753788512,4.44,7389479480,2704193130,10139584957,3340428957,3166983264,2.1,4.44,2
1.63,0.01,2423253928,4.15,7661345456,2410133624,9544969550,2974622150,3094624661,2.1,4.16,2
1.4,0.01,2318615432,4.0,6780589205,2239559638,9205630412,2799675508,2881815613,2.09,4.0,2
1.67,0.01,2151783585,3.9,7068169233,2236395669,8998871424,2783039672,2849308680,2.09,3.9,2
1.57,0.01,2197628998,4.0,7032637149,2396645144,9162582939,2835779980,2954260097,2.08,4.01,2
1.52,0.01,2259076496,3.81,6579014147,2131094170,8830721676,2767929859,2645091270,2.08,3.82,2
1.73,0.01,2113719442,3.75,6955387884,2061696921,8721464135,2708340089,2612600715,2.07,3.75,2
1.48,0.01,2628091065,4.29,7334630251,2517418387,9859008738,3133540523,2994719878,2.07,4.3,2
2.24,0.02,1401492566,2.22,3580020869,1278469875,5025901464,1477238331,1432133930,0.43,2.23,0
2.96,0.02,1308844456,2.36,3673903629,1458068517,5336843667,1673556568,1556392804,0.42,2.36,0
2.71,0.02,1200823344,2.1,3307754172,1260989748,4837687901,1355140943,1442513810,0.42,2.11,0
2.15,0.02,1393993397,2.18,3566297691,1237950934,4955478293,1452950838,1436055950,0.41,2.18,0
2.77,0.02,1282843920,2.19,3384780868,1272531101,4922993931,1347487778,1581346820,0.42,2.2,0
2.23,0.02,1342953986,2.19,3414804984,1233807092,4930329944,1482700623,1422945871,0.43,2.2,0
2.24,0.02,1439568543,2.23,3357568573,1284771875,4954286758,1531177105,1403511738,0.46,2.23,0
2.25,0.02,1424696003,2.38,3432697787,1307778165,5369985959,1550589938,1653141737,0.46,2.39,0
2.93,0.02,1254248660,2.23,3408672728,1276809175,5044037655,1509324719,1361384881,0.48,2.24,0
2.81,0.02,1222330662,2.23,3091907503,1180795018,4961128812,1447926756,1403841812,0.49,2.24,0
2.77,0.02,1261775125,2.33,3479384993,1449690347,5247717394,1494536737,1562963743,0.46,2.34,0
2.85,0.02,1238153880,2.25,3128560331,1193495829,5018959636,1519159407,1481574935,0.49,2.26,0
2.08,0.02,1660161913,2.66,4287321117,1620783695,5941579151,1702046327,1847250364,0.45,2.67,0
2.3,0.02,1271548166,2.21,3094967327,1208063476,4956573051,1426381017,1418242218,0.46,2.22,0
2.44,0.03,1229811640,2.18,2985395085,1188591491,4878866700,1362988641,1370273387,0.44,2.19,0
2.29,0.02,1457682083,2.53,3929807538,1568264945,5646760198,1600688450,1849336190,0.48,2.54,0
1.6,0.01,2109881723,3.58,6346286095,2226406196,8083694048,2551953343,2632920667,1.32,3.59,1
1.99,0.02,1638713308,3.04,5820217663,1701661714,7000333712,2138656035,2169333965,1.31,3.05,1
2.36,0.02,1761265237,3.16,6145161542,1749448414,7279839616,2246790625,2195072033,1.34,3.17,1
2.0,0.01,2015210450,3.43,6692379728,1980471504,7831959369,2436654180,2467731624,1.33,3.43,1
2.2,0.02,1683791953,3.14,6230844550,1799269564,7203462908,2216876026,2249394273,1.34,3.14,1
2.16,0.02,1641048282,3.15,5880078164,1710183010,7249640950,2085287444,2304483990,1.4,3.16,1
1.85,0.02,1756095247,3.14,5866448398,1648824552,7157381004,2100026078,2149355818,1.41,3.15,1
1.69,0.01,2036074442,3.56,6134036678,1852941265,7966093562,2524825962,2234987087,1.51,3.57,1
2.13,0.02,1861043867,3.32,6109439157,1753989389,7616705099,2251114706,2240622323,1.46,3.33,1
2.01,0.02,1663171057,3.33,5928037908,1722276573,7434980879,2042423596,2245720380,1.54,3.34,1
2.36,0.01,1795805031,3.51,6170076016,1924886783,7837400240,2533179811,2170718759,1.53,3.52,1
2.18,0.02,1707740530,3.23,5696682101,1618084331,7364285516,2163449239,2231211511,1.46,3.24,1
1.61,0.01,2198125198,3.69,6434497396,1999296388,8318970639,2511725664,2394208767,1.5,3.7,1
2.12,0.02,1757143111,3.34,5825066991,1713004449,7425175402,2068791441,2315738674,1.48,3.35,1
1.85,0.02,1972097334,3.43,6264120119,1782080809,7837141871,2268083437,2236605535,1.51,3.44,1
1.88,0.02,1845235294,3.43,6134785044,1783727263,7776971074,2305362577,2159954461,1.56,3.44,1
1.03,0.01,3519000935,6.56,14529101823,3369850448,15257845961,4784526672,4844287236,4.63,6.57,2
1.1,0.01,3660398582,6.92,15717941929,3621141404,15755041056,4939217403,4903886722,4.76,6.92,2
1.19,0.01,3449449601,6.54,14909214788,3296858795,15036017154,4648093324,4668303802,4.75,6.55,2
1.1,0.01,3523374659,6.54,15624603776,3406952428,15296445329,4553769869,4789391892,4.66,6.54,2
1.07,0.01,3630890870,6.79,15785164673,3664154994,15846135361,4855510091,5069509872,4.66,6.8,2
1.12,0.01,3769415607,6.99,15413445798,3640802101,16175202316,5098710288,4956387805,4.77,7.0,2
1.06,0.01,3615811469,6.92,15580725379,3468861378,15962167220,4829316241,4821282003,4.92,6.93,2
1.26,0.01,3357983322,6.81,15063057805,3288752196,15560778061,4601642219,4697972857,5.0,6.82,2
1.1,0.01,3461337983,6.84,14857622804,3286566480,15596095537,4531716609,4783852845,4.99,6.85,2
1.14,0.01,3535952319,6.83,15412511596,3394679392,15749529986,4771808285,4817713252,4.78,6.84,2
1.14,0.01,3644304874,7.27,16072304510,3735884650,16631789018,4994708026,5064393248,5.08,7.28,2
0.99,0.01,3933040068,7.68,16302755035,4078893233,17436133708,5184939075,5257666036,5.1,7.69,2
1.06,0.01,3615138743,7.28,15463816087,3529254708,16501536115,4849741221,4964151914,5.15,7.29,2
1.38,0.01,3416861706,7.02,15697131235,3368702940,16011850499,4665896809,4637074947,5.09,7.03,2
1.2,0.01,3660093459,7.51,15765656019,3483305658,16799632675,4769097769,4749889330,5.4,7.53,2
1.11,0.01,3782110216,7.39,15561901420,3586439404,16654221786,4764698204,5250568379,5.15,7.4,2
2.26,0.01,2042897354,3.6,3731521606,2051528074,8248837496,1924491340,1997867528,1.9,3.6,0
2.1,0.01,2234572724,3.77,3873583756,2123800105,8670392585,2097532902,2000990014,1.92,3.78,0
2.1,0.01,2044735212,3.73,3780196063,2170722183,8648303154,1983621605,1959565633,2.0,3.73,0
2.04,0.01,2445976465,4.01,4213655036,2401984456,9212750311,2245856877,2163019505,1.97,4.02,0
2.22,0.01,2243088640,3.89,4058915983,2197340179,9042018743,2103280516,1994797449,2.0,3.89,0
1.76,0.01,2369883256,4.1,4381252302,2315460828,9406405587,2199268235,2313072254,2.0,4.11,0
1.95,0.01,2101551594,3.62,3547536297,2049557181,8349805639,1941226080,1879657129,1.94,3.63,0
2.1,0.01,2125134393,3.76,3882592632,2073611813,8597472092,1919634661,2006482608,1.98,3.77,0
1.83,0.01,2272727438,3.91,4089913704,2065566043,9014793091,2019445724,2159314722,1.99,3.91,0
2.27,0.01,2082013610,3.84,4182510000,2259232665,8841050672,2100933705,2006110145,1.95,3.85,0
2.31,0.01,2093972831,3.73,3802751554,2053345032,8668275981,1986192586,1836662393,2.03,3.74,0
1.93,0.01,2046440106,3.79,3732801175,2050567698,8770841483,1977128980,1903574617,2.03,3.8,0
2.47,0.01,2118356863,3.8,3933231503,2058993301,8752805875,1916293654,2049649181,2.05,3.81,0
2.06,0.01,2325383208,4.2,4539510095,2399912511,9571226772,2166230956,2327170428,2.04,4.2,0
2.32,0.01,2008162403,3.76,3752673481,2018220894,8721973757,1938675919,1883531198,2.06,3.77,0
1.94,0.01,1974850531,3.74,3792282757,2112331381,8619931227,1929301191,1949350669,2.0,3.75,0
1.57,0.01,3386421644,6.93,5854393262,3220607282,16213447400,3058110156,3115214309,5.13,6.94,1
1.59,0.01,3365949779,6.79,5914737385,3253002593,15956270744,3112554231,3083296986,4.99,6.8,1
2.93,0.01,3537034380,7.31,6333861941,3499306058,17077441826,3054315418,3248672679,5.42,7.32,1
1.68,0.01,3614686272,7.22,6528955423,3394614158,16780874071,3191997501,3470516085,5.16,7.23,1
1.83,0.01,3316014918,6.83,5940168499,3267513135,16037305411,3051041211,3016539962,5.05,6.84,1
1.64,0.01,3573337483,6.92,5811085343,3328191852,16204533771,3082543400,3071905580,5.08,6.93,1
1.49,0.01,3535719230,7.17,6332857047,3521147703,16727554880,3279337956,3326611101,5.07,7.18,1
1.57,0.01,3925472824,7.62,6677792982,3881134935,17632213327,3687916186,3440823592,5.16,7.62,1
1.84,0.01,3709061125,7.31,6442062153,3499528658,17058772969,3221947608,3441282146,5.2,7.32,1
1.52,0.01,3480380538,7.28,6540953705,3750681537,16907707141,3345552624,3294364761,5.14,7.29,1
2.0,0.01,3882572483,7.62,6481261356,3659556876,17680899529,3409284725,3460463645,5.42,7.63,1
1.4,0.01,3805289989,7.59,7043583514,3851599932,17564634987,3645092780,3659741507,5.09,7.6,1
1.85,0.01,3469014692,6.97,5910657749,3327162123,16227423347,3189974206,3117379007,5.05,6.97,1
1.66,0.01,3620830045,7.0,6087904644,3369465861,16378118824,3245600501,3159058095,5.04,7.01,1
1.86,0.01,3363297262,7.0,6140258629,3310777391,16340057474,3059149132,3332728162,5.18,7.01,1
1.71,0.01,3318509125,7.1,6084474844,3446900716,16643552616,3168048811,3014337416,5.23,7.1,1
1.35,0.01,6156867647,14.6,10863582392,6076226405,34400860447,5389591752,5660252118,12.12,14.61,2
1.37,0.0,6136696959,14.67,11154614562,6215517341,34423154700,5545620727,5727524161,12.14,14.68,2
1.28,0.0,6277732564,14.55,10828704953,6265387457,34093876894,5798726157,5649672699,11.92,14.56,2
1.51,0.01,5971226597,14.53,10807021039,6093397461,34198712587,5324508371,5624836626,12.2,14.54,2
