L1-icache-load-misses-percent,iTLB-load-misses-percent,L1-icache-loads,cpu-clock,instructions,iTLB-loads,cpu-cycles,dTLB-loads,L1-dcache-loads,user-time,task-clock,input-size
2.04,0.01,2328446436,4.06,4192054661,2082346758,9272141994,1935906421,2249946220,2.13,4.07,0
2.08,0.01,3728948884,7.05,6093081618,3481328254,16508079101,3252567577,3219811573,5.06,7.06,1
1.87,0.01,3509439167,7.38,6042558561,3344472989,17289922992,3151050485,3131694960,5.37,7.39,1
2.06,0.01,3416472390,7.04,6130361281,3504498474,16470188402,3309235189,3147275395,5.07,7.05,1
1.67,0.01,3456443265,6.83,5923058049,3338459170,15994037267,3211559562,3072875845,4.96,6.84,1
1.49,0.01,3494371368,6.78,6004798606,3324584069,15782983070,3156038571,3149653964,4.9,6.79,1
1.34,0.01,3595645690,7.28,6728144416,3775596633,16836614419,3358078997,3499606387,5.03,7.29,1
1.67,0.01,3425029876,6.85,5874546128,3245284546,16090739960,3068866766,3020913733,5.06,6.86,1
1.54,0.01,3266361252,6.94,6064087120,3479315867,16228513184,3171189463,3091949533,5.08,6.95,1
1.56,0.01,3647905122,7.19,6452621805,3751219584,16695212335,3370594142,3407442068,5.03,7.2,1
1.64,0.01,3568984026,7.3,6587291510,3664306373,16978927378,3555614343,3391747554,5.14,7.3,1
1.59,0.01,3900064623,7.43,6616335046,3745795310,17264240251,3577319309,3446117998,5.13,7.44,1
1.48,0.01,3539574230,7.19,6397747498,3485194344,16699740983,3298777089,3368319223,5.11,7.2,1
2.04,0.01,3569205895,7.43,6621751764,3839364399,17196273101,3510012637,3404588468,5.18,7.44,1
1.54,0.01,3359199599,7.18,5997973200,3538524776,16726032359,3286926874,3114385998,5.21,7.19,1
1.43,0.01,3538363254,7.11,6160799808,3341831150,16531734727,3163834055,3327430542,5.1,7.12,1
1.52,0.01,3719839332,7.41,6548028678,3613119424,17148453386,3550890659,3449859011,5.03,7.42,1
2.9,0.0,6102191515,14.41,10457103940,6080244216,33909813039,5287872814,5507224960,12.16,14.41,2
1.27,0.0,5893603330,13.86,10583690997,5738376680,32620297736,5242880602,5442062351,11.7,13.87,2
1.37,0.0,5730997016,13.95,10342066447,5696317214,32742393417,5175402924,5401700961,11.87,13.95,2
1.32,0.01,5882346004,14.06,10547001737,6088124247,33043018904,5360255730,5406691583,11.86,14.07,2
1.6,0.01,5838033306,14.16,10504122262,5928753987,33299144491,5233743365,5325829909,12.05,14.17,2
2.0,0.0,5870871313,13.93,10350892956,5962794083,32805703471,5171383339,5202564644,11.97,13.94,2
1.28,0.0,5656846549,13.82,10621858844,5697124134,32443977746,5137024233,5416972350,11.74,13.83,2
1.31,0.0,6125505782,14.09,10681282897,6104751669,32957677660,5601656305,5563913477,11.73,14.1,2
1.31,0.0,5766614785,13.89,10435977628,5706891986,32448360109,5131298331,5288356180,11.81,13.9,2
1.23,0.0,5933560485,14.16,10813301916,5801690442,33000167479,5306715900,5575480814,11.84,14.17,2
1.41,0.0,6051801993,13.88,10311592161,5833105715,32603715861,5213096358,5491163874,11.71,13.89,2
1.46,0.0,6095573083,13.75,10123730206,5890610147,32165683405,5268992334,5261261402,11.68,13.76,2
1.22,0.01,5692845703,13.92,10502718871,5977823533,32727193666,5406899571,5281617059,11.77,13.93,2
1.42,0.0,5757963237,13.94,10407143612,5721337858,32590901396,5396403344,5457416428,11.84,13.94,2
1.31,0.01,5767637119,13.86,10425100973,5792925167,32561358267,5142763801,5369507405,11.78,13.87,2
1.29,0.01,5943895952,14.22,10546990764,6065497840,33343126628,5290926982,5535265780,11.99,14.22,2
1.6,0.02,2001837314,2.9,4392190495,1815936333,6444296315,2202685092,2259974829,0.7,2.91,0
1.99,0.02,1813722243,2.63,4240289825,1734035956,6025956084,2032376929,2026175284,0.66,2.64,0
1.68,0.01,2282382626,3.4,5286178401,2308991879,7462622022,2603576781,2773590277,0.72,3.41,0
2.22,0.01,1909058501,3.05,4479720637,2000897491,6937867908,2292109413,2299847111,0.73,3.06,0
1.71,0.01,2128478521,3.43,5083430173,2259329146,7695814685,2549480702,2723187198,0.72,3.44,0
1.72,0.02,2192706765,3.44,4790567599,1937550843,7568157455,2516140362,2498271890,0.8,3.45,0
1.83,0.02,2178937638,3.49,5221891896,2092404453,7737852314,2566140400,2647587912,0.76,3.5,0
1.93,0.02,2051417782,3.47,4909485120,1879622118,7601961237,2587754873,2546283971,0.76,3.49,0
1.86,0.02,2330566218,3.55,5382861174,2213883699,7925791012,2567427511,2494493735,0.8,3.56,0
1.74,0.02,2277457653,3.73,5103847602,2202737574,8308751237,2512169400,2705504372,0.78,3.75,0
2.26,0.02,1933040005,3.42,4422427261,1936349476,7725874066,2238023998,2421331345,0.86,3.44,0
2.12,0.02,1992117150,3.63,4856480414,1959368600,8057971274,2456440368,2550068420,0.83,3.65,0
2.52,0.02,1782774651,3.32,4233510880,1943767607,7523580785,2287842163,2294683399,0.8,3.34,0
1.98,0.02,2298375804,3.97,5451444113,2341651071,8880397231,2733518264,2774033275,0.84,3.99,0
2.14,0.02,2213591540,3.77,4524473635,1977862077,8390192490,2441815493,2562222262,0.86,3.79,0
2.34,0.02,1881636150,3.46,4416549464,1858130670,7800067522,2235239651,2288580447,0.89,3.48,0
1.48,0.01,3045437709,4.45,8177721458,2981241683,10288944583,4277939464,4082301413,1.97,4.46,1
1.47,0.01,3354555242,4.93,9153650905,3317210081,11335659868,4352723301,4531379538,2.05,4.94,1
1.43,0.01,3068551860,4.78,8312702642,3036640721,10793084079,4327906579,4229906918,2.07,4.78,1
1.43,0.01,3172968283,4.84,8228749916,3071922851,10930136676,4388064290,4304709381,2.05,4.85,1
1.57,0.01,3170393892,5.0,8422276687,3144029742,11499466849,4292939250,4347630072,2.11,5.01,1
1.53,0.01,3441233139,5.61,8777390405,3281941659,12452729800,4748751504,4756421737,2.14,5.63,1
1.45,0.01,3495062631,5.24,8540319060,3364426908,11906369289,4480039399,4349128685,2.15,5.26,1
1.46,0.01,3497044655,5.19,9107073581,3570694875,11665609933,4565951445,4521790536,2.09,5.2,1
1.57,0.01,3480062546,5.61,8880899095,3293837863,12674574626,4601769636,4429459354,2.28,5.64,1
1.48,0.01,3401664950,5.31,8575300437,3136920476,12043260072,4338562550,4394404092,2.22,5.33,1
1.61,0.01,3764544672,6.4,8974379241,3597465747,14411043482,4790000010,4796592057,2.3,6.44,1
1.54,0.01,3415522613,5.22,9347406306,3524749172,11786575960,4479974215,4420089146,2.05,5.24,1
1.78,0.02,3793478582,7.18,9902541056,3644763007,15890930027,5116536014,5117428462,2.46,7.23,1
1.71,0.02,3730361003,7.16,9576364019,3678187262,15636110464,5223138629,5282093546,2.4,7.2,1
1.63,0.01,3106259642,5.36,8971069759,3230714974,11984012064,4275215514,4329257315,2.22,5.38,1
1.48,0.01,3556553418,5.82,9198077897,3341406181,12977860957,4694542027,4575191396,2.33,5.85,1
0.78,0.0,15687384069,20.17,44524531652,16022807377,47316067801,19256091866,19115266086,12.44,20.19,2
0.63,0.0,14698329178,17.78,41315632646,14472876001,41692465419,17485584703,17388013056,12.37,17.79,2
0.62,0.0,14601415182,17.67,41389032987,14566988470,40869247049,17457866161,17388365634,12.42,17.7,2
0.66,0.0,14713621092,18.49,41299153651,14770139587,43028879388,17636557486,17614968565,12.6,18.53,2
0.82,0.0,15543473992,20.7,43749316475,15437355685,48355625753,18598929631,18712767648,13.05,20.74,2
0.7,0.0,14525953034,18.14,41218787941,14544286312,42260216985,17081177262,17223804693,12.58,18.19,2
0.76,0.0,14942073438,19.4,42241888914,14931990483,44740787032,17720806420,17841206837,12.84,19.46,2
0.83,0.01,16187942979,23.02,44671974047,16020820869,52173294755,19665518261,19633290437,13.46,23.1,2
0.89,0.01,16714535385,24.8,45149165100,16234055291,55565612420,20272134832,20315015404,13.99,24.88,2
0.9,0.01,16278707082,23.8,44019974785,16079672355,53381707772,19698654118,19855112956,13.72,23.89,2
0.89,0.01,16474466403,24.95,45154654955,16154520272,55482905397,20185394336,20348969457,13.89,25.04,2
0.96,0.01,16573104338,25.35,45209995017,16646089958,57264281285,20231360939,20165996187,14.11,25.45,2
1.05,0.01,18154104847,30.53,48442400565,17722824864,68359413230,22359671161,22540486766,14.79,30.65,2
1.07,0.01,17138333988,25.96,45952147538,16835882487,58885995102,20120655421,20127320441,14.43,26.07,2
0.97,0.01,16846642230,27.03,46385550765,16761417605,60846608288,20709881831,20700061951,14.28,27.14,2
1.26,0.01,18023663519,30.65,47385852027,17833358317,69318735873,21490928971,21592685965,15.19,30.79,2
1.12,0.0,8903258324,11.32,30377022206,8844194810,26420927418,14159257904,13924627847,8.67,11.33,0
1.13,0.0,8884995224,12.04,31157851827,8680230316,27123666366,14341041996,14004565438,9.26,12.05,0
1.19,0.0,8636709439,11.9,31529646757,8654116838,27531245876,13884954817,14349793450,9.28,11.91,0
1.17,0.0,8567558952,11.31,31215733811,8501618866,26613072790,13776204205,14268257811,8.98,11.32,0
1.07,0.0,9056687301,12.03,31202380717,8833004495,28140888835,14547442378,14432451322,9.21,12.04,0
1.14,0.0,9039559271,12.83,31728937695,9051582400,29635489404,14439113468,14320969777,9.85,12.84,0
1.2,0.0,9017344345,14.23,31452896741,8790579000,32508017128,14414982830,14530007828,11.37,14.25,0
1.19,0.0,8541942601,11.01,30059009300,8518280025,25831945552,13844655856,13792859971,8.7,11.02,1
1.13,0.0,8724662686,11.59,30227301439,8537567708,27155869319,14197348416,13858101625,9.0,11.6,1
1.12,0.0,8610375144,11.93,30357451228,8615612259,26959490377,14197625308,13807396117,9.38,11.94,1
1.07,0.0,8987638085,12.13,31448075130,8908656020,27497286785,14498702392,14121722553,9.29,12.14,1
1.07,0.0,8977198289,12.25,31512496418,8940749405,27802168753,14294718362,14504123145,9.37,12.26,1
1.27,0.0,8724706933,12.08,31928829241,8720776210,28319806992,13997404178,14407984782,9.48,12.1,1
1.26,0.0,8862538738,13.53,31221555977,8600298045,31322117408,14278742817,14361880669,10.87,13.55,1
1.26,0.0,8835882124,12.06,31666793071,8946710426,26768667760,14116909525,14303223239,9.37,12.06,2
1.2,0.0,8680614413,11.57,31364466697,8692689915,27059922593,13996297573,14246012766,8.94,11.58,2
1.16,0.0,8677840748,11.66,31025448294,8717281897,27328553843,13929241350,14324703563,9.11,11.67,2
1.13,0.0,8622059293,11.37,30261601426,8617900318,26664390925,14097485213,13938755385,8.97,11.38,2
1.06,0.0,9022119354,12.56,31300443455,8972079903,28384842588,14511948869,14390822598,9.52,12.57,2
1.15,0.0,8780826319,12.72,31599782332,8723841271,29513591235,13854111341,14356451036,10.12,12.73,2
1.25,0.0,8794301977,14.24,30988117006,8874790717,32643393319,14220908929,14356030247,11.59,14.26,2
2.08,0.01,1921931999,2.77,4240180285,1932458336,6106588035,2001247853,1961860763,0.72,2.77,0
1.72,0.01,1864263650,2.66,3968186855,1833745731,5995461631,1943263966,1852438454,0.7,2.67,0
1.95,0.01,1880238198,2.76,4108794983,1929084246,6106328144,1971981056,1968855725,0.7,2.77,0
1.86,0.02,1924492050,2.75,4222122396,1867682144,6101444356,1912412629,1982887281,0.72,2.76,0
1.74,0.02,1751859229,2.6,3761408604,1736814258,5845128509,1856542347,1923894611,0.72,2.61,0
1.83,0.01,2096129428,3.06,4652004589,2185079774,6751407676,2161374032,2263471615,0.72,3.07,0
1.64,0.02,2002033904,2.91,4315988355,1923091977,6457066553,2073749546,2140763790,0.75,2.92,0
1.8,0.01,1982359758,2.78,4012248773,1935786554,6182036929,2029904811,1936551086,0.74,2.79,0
1.8,0.02,1757228735,2.52,3800962306,1635503738,5673743557,1739849718,1770285367,0.71,2.53,0
2.01,0.02,1593438830,2.57,3908075868,1790917500,5778241586,1791320342,1817705906,0.74,2.58,0
2.02,0.02,1687278700,2.53,3714324584,1566155770,5617541707,1696681888,1758968141,0.75,2.54,0
1.93,0.02,1779989579,2.65,4005027462,1781253051,5906349271,1895377359,1887246616,0.73,2.66,0
1.74,0.02,1814503110,2.57,3730035788,1601655381,5783548740,1749759331,1814585864,0.76,2.57,0
1.75,0.02,1787881256,2.59,3886352525,1733180059,5796169034,1850980847,1754457360,0.76,2.6,0
1.64,0.02,1852538795,2.92,4477738629,2014810607,6515204729,2000074737,2147508495,0.73,2.93,0
1.77,0.02,1728955557,2.48,3719469661,1622353118,5510330080,1776350421,1753872093,0.73,2.49,0
1.41,0.01,3172567465,4.52,8085873723,3236435960,10359609881,3546385321,3538469749,2.55,4.53,1
1.08,0.01,3208353987,4.64,7473301255,3024705895,10506894664,3445205541,3487397907,2.7,4.64,1
1.19,0.01,3216564439,4.63,8038312723,3206712330,10706097815,3512975649,3415370520,2.66,4.64,1
0.98,0.01,3283901082,4.84,8064014493,3195011128,11015750834,3563445275,3646337923,2.7,4.85,1
1.16,0.01,3094969901,4.58,7704574920,3009104108,10462548098,3349389296,3480575426,2.72,4.59,1
1.1,0.01,3473907180,5.07,8356861605,3433023150,11578077410,3700791667,3631008913,2.79,5.08,1
1.25,0.01,3188495740,4.71,7754949482,3132861504,10715399335,3478841350,3441680689,2.74,4.72,1
1.1,0.01,3278850711,4.87,8019577556,3219835832,11038588169,3517630717,3604391162,2.76,4.88,1
1.24,0.01,3101279941,4.66,7799486976,3193159476,10633084678,3379445976,3364559894,2.75,4.66,1
0.99,0.01,3215777661,4.89,7876473013,3245151721,11126028701,3474788809,3651321562,2.78,4.9,1
1.27,0.01,3084696151,4.75,8060593719,3067543797,10805219782,3405821275,3427841007,2.79,4.75,1
1.28,0.01,3303643382,4.87,8142602429,3166888876,11076924045,3549001418,3523866718,2.8,4.87,1
1.24,0.01,2973901697,4.69,7746331168,3083516411,10625537516,3382169024,3379399733,2.75,4.7,1
1.27,0.01,3622152378,5.15,8618556590,3456282861,11659815597,3834632607,3835646205,2.72,5.16,1
1.21,0.01,3235728245,4.82,8020116556,3208067769,11009324716,3627354559,3618906656,2.7,4.82,1
1.1,0.01,3015562375,4.61,7657294817,3181620664,10517461757,3445588575,3392779074,2.68,4.62,1
0.48,0.0,10554809623,15.19,28463615554,10324226209,35712976258,12060613489,11951890306,12.8,15.2,2
0.47,0.0,10258537442,16.57,27913306538,10134619677,38814032508,11890054257,11934696229,14.35,16.58,2
0.49,0.0,10598880411,17.04,28336861779,10459255729,39813872470,12304535187,12307465882,14.34,17.05,2
0.52,0.0,10202124967,16.34,28175754744,10226350898,38259638133,11916638458,11947544236,14.05,16.36,2
0.55,0.0,10279439716,16.75,27923003570,10139735941,39144661075,11874085438,11791239798,14.49,16.76,2
0.45,0.0,10918035862,18.25,29071385741,10721181967,42454150172,12471819550,12721992576,15.17,18.26,2
0.54,0.0,10152795352,17.75,28026595187,10121865973,41520466782,11792605157,11755093186,15.52,17.76,2
0.51,0.0,10665111214,18.34,28369914136,10503033982,42777801974,12247908658,12134816962,15.71,18.35,2
0.5,0.0,10099915233,17.65,28000502862,10196652629,41202714356,11772659127,11814155360,15.43,17.67,2
0.58,0.0,10457754534,18.57,28066599293,10146621442,43301875588,11959891926,11810125440,16.24,18.58,2
0.54,0.0,10681416301,18.07,28445111657,10533902832,42006314059,12231531556,12169863032,15.35,18.09,2
0.49,0.0,10278042696,18.26,28392043157,10306657893,42561501045,11931832088,11942069945,15.81,18.27,2
0.6,0.0,10195184436,17.83,27973101436,10244325414,41613007795,11951495008,11827555555,15.46,17.84,2
0.6,0.0,10181764007,17.61,28108395147,10190364939,40972594110,11880989534,11848276288,15.28,17.63,2
0.51,0.0,10253130281,18.52,27760922568,10197514480,43172105998,11881563413,11642683154,16.3,18.54,2
0.5,0.0,10184787767,17.56,28081848677,10213037158,40962838394,11872112855,11772512230,15.34,17.57,2
1.7,0.02,1651806720,2.41,3672669570,1651827926,5415814558,1724653329,1741670317,0.55,2.41,0
2.31,0.02,1578178460,2.39,3867667573,1581794186,5424973426,1679225854,1726890463,0.62,2.4,0
1.76,0.01,2062398537,3.0,4503727504,2092597663,6694915622,2203442402,2287429484,0.68,3.0,0
2.28,0.02,1653753017,2.52,3797612976,1653410965,5750262826,1816519845,1713302052,0.79,2.53,0
1.94,0.02,1819167749,2.87,4057060593,1716989722,6474103610,2005427546,2119447588,0.98,2.88,0
1.44,0.01,2275749612,3.36,5902694298,2470043153,7587281507,2490358686,2665091062,1.29,3.36,1
1.25,0.01,2583105352,3.65,6085460523,2532081819,8263679514,2733463087,2877228864,1.44,3.66,1
1.81,0.01,2282991198,3.35,5852508740,2300843117,7662219041,2500207850,2590667873,1.52,3.36,1
1.45,0.01,2646031503,3.85,6155351251,2501751034,8815966306,2852174529,2808407798,1.8,3.85,1
1.74,0.01,2416053549,3.98,6301807781,2535393209,9014654515,2803401890,2935128340,2.08,3.99,1
0.67,0.01,4754523422,6.24,12861597964,4704371857,14373755786,5488287284,5343816128,3.68,6.25,2
0.92,0.01,4619637660,6.16,12052088087,4577079572,14292051807,5245400956,5166543013,4.09,6.17,2
1.0,0.01,4727001206,6.49,12673503874,4565203695,14998963441,5292370291,5333184369,4.39,6.5,2
0.85,0.01,4698140830,6.97,13178598211,4770253822,16275845498,5447841492,5597901563,5.04,6.97,2
0.94,0.01,5030774627,8.49,13364829474,5180371761,19439806414,6115284526,5820074062,6.34,8.5,2
1.77,0.01,2160617518,2.7,4461629401,2043550523,6113154021,2147071435,2313693644,0.81,2.7,0
1.37,0.01,2325584207,3.07,5053158525,2470181954,6867270683,2659760188,2478353517,0.8,3.07,0
1.83,0.01,1923914266,2.57,3951509440,1999126043,5802546648,2186457628,2121137136,0.83,2.58,0
1.85,0.01,2378234135,3.11,5108315206,2447150839,6968596501,2415469156,2549771175,0.89,3.12,0
1.63,0.01,1988375151,2.58,4128546375,1955989880,5811819287,2129861409,2127888585,0.83,2.58,0
2.06,0.01,1836987768,2.61,4620074585,1911522677,5969255072,2076963253,2250905187,0.86,2.62,0
1.78,0.01,2171781962,2.9,4107147461,2123528863,6588756824,2367629936,2278057489,0.97,2.9,0
1.35,0.02,2265034710,2.83,4485254711,1973891501,6403637960,2271082867,2322654787,0.88,2.84,0
1.88,0.01,2058051019,2.79,4833073453,2007406276,6371371789,2250798728,2283993990,0.92,2.79,0
1.45,0.01,2713933016,3.37,5137882441,2427956921,7491271122,2616055469,2704616866,1.01,3.38,0
1.72,0.01,2074432795,2.95,4441714886,2212481247,6670779288,2470508222,2427185195,0.98,2.95,0
1.99,0.01,2034197999,2.87,4709961315,2289931382,6568392261,2375484092,2234507776,0.99,2.88,0
1.72,0.02,2401932836,3.11,4963240110,2013824340,7027880530,2344728298,2522510627,1.04,3.12,0
1.63,0.01,2083739244,2.96,4870083901,2350773651,6645445943,2396711760,2326321755,1.03,2.96,0
2.66,0.01,1878379211,3.02,5213660989,2369178918,6854630376,2298534575,2399894524,1.13,3.02,0
1.46,0.01,2631302186,3.38,5042865696,2380342000,7552459812,2804824948,2652091771,1.06,3.38,0
0.68,0.01,4503651032,4.78,11317522463,4395050830,11150330921,5261456928,5632620711,3.05,4.78,1
0.94,0.01,4682862832,5.23,11783117282,4800272929,12088663630,5732977708,5977644188,3.09,5.24,1
0.85,0.01,4976640441,5.6,11920450528,5082791741,12935911412,6037769973,6005182196,3.28,5.61,1
0.73,0.01,4738803013,5.12,11076838330,4852037222,11796633478,5932393541,5609525220,3.09,5.13,1
0.74,0.01,4659865743,5.12,11121083436,4904422209,11879802679,5944217764,5552006616,3.16,5.13,1
0.84,0.01,4825653848,5.14,11267293606,4614547639,11918591793,5811777341,5827820654,3.15,5.15,1
0.97,0.01,4419179746,5.08,11222200358,4629228651,11811000185,5609552079,5610161422,3.29,5.08,1
0.88,0.01,4829313837,5.36,12130107907,4744786466,12417111614,5885113415,5836422502,3.24,5.37,1
0.85,0.01,4626217659,5.07,11026112123,4443993388,11730726532,5630959532,5838550180,3.24,5.07,1
0.75,0.01,4727776478,5.17,11269181402,4896782686,11963355764,5873592648,5622606972,3.24,5.18,1
1.03,0.01,4369871013,5.17,11502002165,4719313277,12032761197,5609790756,5829942702,3.33,5.18,1
1.0,0.01,4594641424,5.5,11938079210,4966070952,12591964462,5918521881,5953314917,3.33,5.51,1
0.8,0.01,4795405333,5.3,11681459430,4687941598,12238394285,5678836057,5956210442,3.3,5.3,1
0.84,0.01,4408936309,5.2,11963596433,4734936301,12009699007,5633838829,6029904582,3.36,5.21,1
1.08,0.01,5003996346,5.68,11906743163,5074209374,13132862627,6003180227,5888404466,3.55,5.68,1
1.2,0.01,4765080570,5.49,11493307916,4851784560,12695802924,5840936739,5740913457,3.53,5.49,1
0.31,0.0,13847777913,13.15,35214261722,13590290317,30844838058,18815946057,19057271448,10.99,13.16,2
0.34,0.0,13623530863,13.18,34826403362,13516451224,30960228099,18926037600,18625833780,11.11,13.18,2
0.34,0.0,14100353662,14.69,35532590170,14031609595,33886728546,19280340789,18980459680,12.09,14.69,2
0.46,0.0,13342311440,13.06,35327958183,13358650990,30773980967,18303722587,18574911376,11.15,13.06,2
0.36,0.0,13454832021,13.34,36365457746,13531729896,31313826194,18748071692,19077129830,11.12,13.35,2
0.34,0.0,13568586615,13.29,35179871006,13408927118,31222959480,18863104410,18703724413,11.25,13.3,2
0.33,0.0,13547991856,13.79,35856456307,13579909668,32146727321,18784683813,18970127241,11.62,13.8,2
0.37,0.0,13567717813,13.33,34912554126,13236873965,31390591682,18480095467,18799137625,11.38,13.34,2
0.56,0.0,13558378403,13.6,34968939092,13519665567,31811896182,18945539785,18178357598,11.56,13.61,2
0.42,0.0,13681891562,13.53,35413727221,13581458710,31703474264,18882576029,18748477003,11.33,13.54,2
0.59,0.0,14108280642,14.35,36437634488,14127747759,33519356765,19089824985,18995391543,11.8,14.35,2
0.27,0.0,13521277877,13.49,34976551009,13525145606,31596019306,19057955907,18714534164,11.27,13.5,2
0.32,0.0,13429356129,13.37,35935059195,13425216814,31386918038,18979975846,18478262176,11.33,13.38,2
0.23,0.0,13861046555,13.95,36012268649,13636937981,32579115028,18999045602,19384112504,11.47,13.96,2
0.31,0.0,13680882169,13.68,35415991353,13076933458,31978986298,18612682737,19016049339,11.64,13.69,2
0.61,0.0,13975573460,14.04,35288716503,13812914482,32890785104,19111261061,18529825927,11.85,14.04,2
2.11,0.02,1614831355,2.56,4026805680,1669078092,5639989188,1856296247,1930782863,0.38,2.56,0
2.09,0.02,1363531382,2.31,3376135252,1301391077,5208289924,1620308970,1668687996,0.47,2.32,0
2.21,0.02,1296342040,2.52,3551312254,1365580123,5609124331,1637520584,1765698559,0.71,2.53,0
1.58,0.02,1905078971,3.75,5402651416,1746954827,8298758178,2650901270,2681269129,1.64,3.77,0
1.57,0.02,1947175129,3.73,5208647734,1839255699,8473219279,2511041110,2593195769,1.57,3.74,0
1.25,0.01,2882365920,6.24,9057443065,2713435892,13861915605,4486497620,4478906740,3.59,6.26,0
1.02,0.01,4107851683,9.58,14549797686,3886923529,21020532260,6958772854,6912391993,6.45,9.6,0
0.83,0.01,4056970644,9.82,14773231607,4152341718,21937118591,6962707393,7108564652,6.49,9.85,0
0.89,0.01,5110247285,12.02,18853078402,4892381141,26781334631,8891997337,8859492690,8.55,12.04,0
0.76,0.01,4895826512,11.63,17403571118,4765895298,26279843670,8198593216,8305532183,7.86,11.66,0
0.71,0.0,5554787191,13.78,20297135615,5504109232,31202486990,9723881131,9684239914,9.9,13.81,0
0.65,0.0,8268747620,21.17,30823454540,8143678583,47516744005,14670048807,14641429766,15.84,21.21,0
0.65,0.0,6361420249,16.92,24784062313,6438634397,38709861471,11667667552,11748345856,12.63,16.96,0
0.61,0.0,9679225659,27.42,38013942718,9595272823,62176510677,17840853631,17913799688,21.51,27.47,0
0.82,0.0,7024962767,22.81,25988020622,7154790424,52418688426,12702451549,12636585506,16.87,22.86,0
0.61,0.0,9317038487,28.66,35976177992,9211496758,65513714428,17352087154,17498002295,22.3,28.73,0
1.53,0.01,2191490714,3.84,6801529447,1989394068,8645455093,3174681690,3160913344,1.97,3.84,1
1.73,0.02,1802791972,3.52,6494287446,1784479330,8111764976,2926227387,3038361709,1.9,3.53,1
1.41,0.01,2294605093,4.29,6872720405,2082754197,9824954915,3422579008,3295182732,2.31,4.3,1
1.3,0.01,2492160532,5.55,9295235897,2580580944,12392513892,4192694078,4362150913,3.33,5.56,1
1.13,0.01,3283621872,7.01,11437100550,3104482838,15723153389,5441240152,5365321842,4.45,7.02,1
1.11,0.01,3272546786,7.53,12652815596,3413466760,17112961246,5770717031,5937805856,5.06,7.55,1
0.84,0.01,4984334687,12.28,19680671536,5290127251,27229954011,9310081226,9220410379,8.53,12.3,1
0.81,0.01,5030458855,12.44,20307503471,5238719902,27812927871,9385108206,9451605189,9.04,12.46,1
0.71,0.0,6256838589,16.11,25040478108,6369396593,36203865092,11720569175,11761333790,12.1,16.14,1
0.67,0.0,7236775167,18.86,28977873009,7257978337,42467200141,13564930128,13590139948,14.53,18.9,1
0.78,0.01,5226356938,14.23,19467114784,5507226408,32593519790,9231419697,9280791403,9.97,14.27,1
0.52,0.0,9917505428,26.71,40178301571,9961376224,59891124545,18880111153,18953064195,21.11,26.75,1
0.61,0.0,9291716539,25.57,36721981495,9132851444,58184563439,17452338106,17326557970,20.17,25.62,1
0.52,0.0,10335572574,28.52,39064402940,10011642661,64889770494,18615887585,18815118403,21.68,28.58,1
0.7,0.0,8268170395,25.37,30806558850,8139092152,58272774335,14859853630,15005644699,19.1,25.43,1
0.69,0.0,10202898730,31.64,39428491660,10265422289,72832707858,19189646027,19048752379,24.49,31.71,1
0.59,0.01,4834851510,11.47,21438914022,5013714533,27058696556,10247256977,10445346940,9.84,11.48,2
0.63,0.01,5277621281,12.27,21971413432,5341542963,28802165432,10733318172,10889163279,10.27,12.28,2
0.71,0.01,5607681385,13.31,22891534776,5516241042,31342223132,11263111707,11291788118,11.22,13.32,2
0.63,0.01,5387936163,13.64,23186617990,5715206435,32097441084,11345075929,11480610474,11.67,13.65,2
0.69,0.01,5672029940,14.47,24451959665,6021461038,33944234442,11840753844,12070257434,12.34,14.48,2
0.56,0.0,7540306738,19.24,31423062805,7373468046,43462554592,15384183968,15410715904,16.23,19.26,2
0.58,0.0,6878240305,17.42,28627059156,6919538651,40527511055,13921929165,14027048636,14.42,17.44,2
0.57,0.0,9234175115,23.19,37705479883,8886386748,53000746391,18220658877,18292754990,19.12,23.22,2
0.46,0.0,9581040735,24.77,40316221328,9768089024,56848830794,19156155130,19310594844,20.09,24.8,2
0.63,0.0,8268602802,22.13,34350655580,7875140646,51470462965,16208488888,16197848587,18.26,22.17,2
0.42,0.0,13116884584,35.48,56832670385,13245994930,80628233372,26656516413,26797967936,29.82,35.53,2
0.58,0.0,8475403484,24.95,36185624855,8380382226,57994736577,17167531452,17324213734,20.06,25.0,2
0.39,0.0,14227015404,39.88,61248281404,14230261454,91266942475,28813005655,28836302854,33.46,39.94,2
0.43,0.0,15334016076,44.22,65319267539,15119179193,101144938982,30736231597,30929519752,37.1,44.29,2
0.43,0.0,14796300777,41.86,63954327281,14627131095,96254908047,29956119149,30147483686,34.83,41.92,2
0.42,0.0,16253129788,46.11,70017266857,16399138495,106374769436,32813919654,32902986711,38.57,46.18,2
2.31,0.02,1608135292,2.54,3965918985,1506587287,5793456511,1811507134,1778679837,0.89,2.54,0
2.05,0.01,1865235533,2.97,4719788846,1922262465,6675114964,2230390200,2278786237,0.87,2.98,0
2.22,0.02,1555683903,2.56,3585937490,1512591635,5782298512,1877131084,1875366931,0.88,2.56,0
2.09,0.02,1578983680,2.6,3951094932,1586920905,5908085030,1896302492,2008138512,0.85,2.6,0
1.77,0.02,1807995240,2.95,4647063675,1874038306,6656057000,2199172451,2278563419,0.9,2.96,0
1.96,0.02,1683805559,2.77,4364277436,1775427047,6300255994,1966047772,2174505323,0.91,2.78,0
